"title","name","reviewerId","stars","text","publishedAtDate","originalLanguage","isLocalGuide","likesCount","reviewerNumberOfReviews","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","responseFromOwnerText","location/lat","location/lng"
"Nu Art Studio","kevin chan","107449772756243851031","5","Full of peace","2025-09-01T12:43:24.926Z","en","true","0","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Lintang Agusti","111417335334992678678","5","Tempatnya vibes banget sih, adem kaya auto recharge otak pas dateng ke sini. Ruangannya rapi, karya-karyanya juga cakep parah. Gw sih jujur gak ada bakat bikin seni kayak gini 🥲.
Staff sama security-nya juga friendly banget, love it!","2025-08-31T06:44:17.447Z","id","true","1","193","https://lh3.googleusercontent.com/grass-cs/ANxoTn2ixSPhjoda_fBCi1_NzlWIjUpFrSLhMo3S_knyQ9TDic_c0p5rW2wMIx_mduE_9uJIcZ_RXsc1Vi2TSHvWtWtOoO8T8yuYdXEgEI3uq90AMnxVlaFSyqHcLH-_IxzrdxXHCBq8OWZecguR=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2KLtGUh0XDRMmWcGc5WC8WPysc4zDb09u1hLtMKdqbH8o_phvv2qgzbdpEK07BGDtwzOvMMZ53H4xLlNJEIvPEA5HOBhGQJzm3RjrblLZ4VFzOuQRiviRdGASKrx50k-oK9LAFHBgyOH_P=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn29Xbjn0ZJvv75tncOmD5YCGY-H3AMw-q4B9ErBK2915QWdospyPEIJfVg6sDwTSN30M8I1JzZn86rUcE2n8cglovKgOsMmkj52uj4pwG75ZH8b8EH1PCMss0X7dslW4R_3y8F-HarE_hp_=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3vHILoOvuHZ8vlgwkqqfjy8q7W2jdrif3QEaSxKYRpkJVOK5WICALLVfCzQ8g_cYoi1Pqhe82zJ9kWnt-ZQUJ-bZBeJW97pe8Xvl02FzZHr56_l6fxJvLRxr62g7iR1jt3gzEtEUwxRXEN=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn36puWZYDuNJgOh6O6LfEDTepqMw8BwPtMU07p0VOLuls8jX4BJEHzJrFc6jkBMmUvu8QcJ6C8QSO9k6RKTSoH4JlTm4UhAsrBima_hzEjl90ioO4xGAAumCPEaItTh0mskyvu9kjwXi7lu=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0ZfeSgJGo0XvXqGVfELGVGrcswCpthn58FPpoDgC3r8lN7i2WmZnDarM2p4Aa_XIBgX-SvYJ0ID4X8OmazkP4GkAl9jG7-icNiGkQY3pKeKonlG8nHiGh1TINnffQzsHOaQBaQc_jeMAym=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Desy intan Permatasari","117163596175934059154","5",,"2025-08-31T01:07:32.985Z",,"false","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Sofyan Al_anshori","114913805654301276869","5",,"2025-08-28T03:38:06.771Z",,"true","0","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Oki Kashmirputra","102382585797828507113","5","Makanan enak, suasana bali yang tenang","2025-08-25T01:48:27.782Z","id","true","0","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Novia","118210591057750844477","5","Galeri instalasi seni yang super keren dan bisa dinikmati semua kalangan even yang tidak artsy (seperti saya). Menyajikan hasil karya Pak Nyoman Nuarta, beneran keren sih even the whole building too! Tempatnya terdiri dari berbagai section, ada indoor dan outdoor juga. Dari pintu masuk aja tempatnya udah keliatan cakep dan adem. Sangat nyaman berkeliling bangunan dan tamannya, tiap sudutnya cantik.","2025-08-23T19:58:04.247Z","id","true","0","243","https://lh3.googleusercontent.com/grass-cs/ANxoTn2PdLH0vmdM7iuHEkYnhKxG7AOze0pViOk3tSDYln626Ti_ROfaUmiqqwvom-inv7TReb0-eCH-YRZfNNVoUXF6JwnaVqJ5ddqh4784ZZ2o_Tzk_Bdr0ZnV9tGZ-_nbr1X4sIr3RV-8h2o=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3syRpOG9W7Dj0hq4nwxmhENjFNrMSoQmWl4tgd9ck260GXWz_hOuyB9TpJr4ZsGwSV_juzr4u1mKHXOFFh5YHZkhMKLYIdAELof4U6od2eL243Ab-Kff58wDRQpgaa--HEWXCmvlfe0UuT=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2gwV65S5ra3UjzAsCT2gxLtA-9sy8KtJzRgNwdNNEeb3zMwrAjiJL1cj6M-F3QJI_SljyLH0BGBpV1zzMq3qf6RBN06PwKbTjbL6IcfXKDNDeyFslNWhQ-3r2Z8aL5N4xn_e23qjhLrn7a=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0cSmzsqBIZGaardSjlKfn51PWnhnJXpStYxKM5oe14mltZSN1Kvsg-7Z7KpjuZ_tC0OZvYRY1F1w3Yg7kKoHQf5_Z1DJTqhcQvjjHtmrltWnDE51_6__fFfpP8fZIHXnrrqjruZOo90Aw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0FT-is811jC0-h05wv7ratCiBtWlUzoC0Wo9k4kMav0YzjZw6Je07HuZ1jTGQkK-nQrukI5HLdwDRRPMjcxy6LU6zl8w0_HQ2_wd9rty0-jtPZc8qvaHOjkXCJd9jTprS7IQmBymZuf5Ha=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn09nkzSbYFD6AL9Hlyzjz8Viv6mXXxtcs5RmDl1pZLMCQllrAx4T9OJv_TAMUEMLLPJcCUVWT6cZdsI4Y7jSZqQB_0WfmcdIRJm4lRtwDHgOoGdCb_A1mOrRkMjD8v5JgMipBvDFILkUszY=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3LPiT1YUHAxW-DcNtnUygR0FopWS9HGkRhe1IFyo4IU1yCUi_UAziZjV87-Y1Dh4xbcwGgnAXCFyJJ2xjzAGYBzyoKX-MP6oFjpJoXVxmpxOZneAScqF2-vT-kJbD8Nmm0lnQJeRJh-9_7=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2gQCTNcNILz6Abt7Tz56TDLz2GSmunUgTca80QbePimf3RGLIkhrh3NSd_F99JLsrMlb-wBj01LNDkqq4DXsTvb3tGepMyg0L1fwT2VWvYsMUA4l-VjWU96UUDCPfFKyVPXSwRETHoN__u=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3jn-GCmPvOYLGmmV-iLvAXqnFCFw0qSyxh4HLeQ11WdAk-kX1vS_vtHTgbNZq14Lcj3hkdRGHOmpqjdbsp_c07t0K-HmIeS9p9ActSVsBj0xiwkyDJi6Q6NsbqsukcNdhgOq0jG8dtXpw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0PGFLTZdBs4XFNACxN0JSwuzqHo6o6-yTlvU5D4SP7WNrPrThRH_l6jFtcwqQBs1VuhqitSkJn6IzBgNtC0xl2v9_-XjTz8ojubIYbRYh9eRHR5RcFmWFaH2_FXnOkuu1VAwa3bmQDyNs=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1a1OjX_n0wSiJJJHYaEFcvZr1rhrr2eVA_hkkb-KWLy9XmFzV6Z-g1cNl_wT1F2-CE27QdU0mAe2OWMDadoGYanWihcxSa00AGwQ75RC0knnVKhuzwiGdYg7xkVztgxXztVT7SfDITGjTX=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0SOhWvUCe3PFAoqgXOhHG_K8tGemvXHhjkKNQVpzbH1JuDUgAHSF1qwAbAa95zHl6Vm3bwPpAyGkRYk7_ifI7NeN-s0LEqVzGNNQs_vWhFLNDEcY6YkDRWlItvGZ6FExj62a33v49Zxa8=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2tp5bQgiwihBMacl7D0RKNSKaYPOtqi15LvbWYHpt4pYzghdLDztKV1vV_H0g5hR_sweHF5zxqtYSnQb-RcyeEKt2YKkTfBkaALCli-qZCL0S8TSbW9Yb5JX-PWTH5NcrljxYCwOeoQAkd=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2AbcESbf0KoBJcyZ4g105zQPYKNW0Uu74uU36ZrXG_P2byA0ewYcAIydlq3LCFDaFjreoVOJOZ8KH4ED3hd42irj1rvzNUzJBg1RcQmKgofMzCMS6cnK9ZyVHKuvdikdBqZkgaygrdTRM=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1XGOcyIXjc7rGgGh5Re-5-ghbsNf36PW-p4fvIk2g9IYKJcKellthsxTMx2OlSNqCmKjVXLMbvs9JWsp1na1t-dphJh2jW-dGACqNHwfE01m2gHZD6jdYWMsGkOpqRVeObOQKXr-tolwR7=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Iffa Nurkhaza Fadillah","103264896488119001263","5",,"2025-08-23T06:48:18.898Z",,"true","0","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Mutiah Muti","100139023212749430488","5","Pengalaman menarik, terutama bagi yg suka seni","2025-08-23T02:16:18.196Z","id","false","0","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Anggi Nasarudin","103714346322312898274","5","kalau suka art bagus banget ini tempat.","2025-08-22T10:02:46.823Z","id","true","0","308","https://lh3.googleusercontent.com/grass-cs/ANxoTn0m1XiI5hj2bt6H8EJervrr8I3LgFALZxYhvI7xIinaq4vGZyEdbac0epXHhy3nzS6DEfTsSpa1BDzaZmLMp9LBKNPS6Fs0zXWqbBQo25h74UTASw5v4CEit3u7awuIcI6tBAP__BYlKmc=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0ljTCE__pXCcaArw-aWwBnCWiHeb9FL5PMaFv7dnEs6UBXVlA98Y4DsFMAkm3sjiv49szfEoojhgrSKwzmHybGID0iZxu5UUdvw6gojpRXX6ExuDASgr0e_IZmdEfpihsaFUy0X0HiZR8d=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2PhmHUFBuJSMaa2t3FFJ3Y1G9AmPir2iZYs528bZpua8pglqhvDi2ugN7xO-HIIDgMufXzEfFIXSF0nj33J1TafcX9_N72NvxHwXMXqT3dCgNkNeZcdGA5qsB5fPomdIdgbXrrqfslx8o=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Krishanti Primasari","102229917569328511266","5",,"2025-08-22T05:25:19.428Z",,"false","0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","HSFi","107246561137088227899","5","It was the best quality and excellent value for money!","2025-08-21T14:12:05.180Z","en","true","0","516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Muhammad Adjie Prakoso","103998489431835873497","5","Museum seni yang sangat nyaman untuk dikunjungin, suasana juga adem","2025-08-19T16:31:29.901Z","id","true","0","36","https://lh3.googleusercontent.com/grass-cs/ANxoTn3w4mIpzNpJ-7IdpJPIWsRfigDl5OojF7hbOYHDFaWA_RQopgmJh0qyQOz5AaCCEkpRMWzBC_ctZhk5mpWqk7fBD4VyJl1qbRQec4KkapppDUz84ztyGBX0JXgCsZO9IYeU4gKft5YNA5Yf=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3mC2DkxnmQ5HZpVuGNDXNfsaLkCKNFo08QIvGvXedCXJpFXbHSkKrgAWxdkkuwM5_0AeXlhPWbO2DRpyu3zU8_FbTFik3O1aAz8StlnlHz5xPpMUmAGZX8pckDLZD_iMXZEanDzuI_z_yC=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0K_I6Xh7hmjo5ajpAFwsjqNreMhQ6ET1IuKqJDBgoKQA2HzvaJdWXG26HB_0HX0P3Ud6L_wBAWJyLecQmjCCEjN8iS_KtNcg2boawnj5NfaIAJ2Htkol2lZbKY3Km-ibjAsHzEMDjOS6g=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3hh56WD_S5-7CF0U76uPtg1-FsjQQFH5RfAO571rKA0WAFWOUD3xHVTJMkySragGVppFzqpsTHtyYDVvCVU6ksinW5UfqwtUf4OxVVHCykCFgXNCmoeqmA3bWF1cPG3NeeTvh9muPSFqQ=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Imam Pamuji","117143964247932299666","5","Seni - seni yang menakjubkan dan keren, dilengkapi fasilitas yang bersih","2025-08-19T07:23:27.054Z","id","true","0","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","R Andana","117106608198315188918","5",,"2025-08-18T07:26:32.549Z",,"true","0","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
"Nu Art Studio","Angelina Ine","107424873002104929535","4","Nice art work museum..","2025-08-17T07:22:37.047Z","en","true","0","9","https://lh3.googleusercontent.com/grass-cs/ANxoTn3A04G8vECgROnlYF7CKyKNKFazxF7m7P3ky8xTBl07MiwOWkdGv-i-U9I1uLrJzLMAUGej3f7CCDglC3arnJGp2sjnA7_hvGJdUg5l6L3hzvo019PHW4xv02MlAAiyskrWSfrlkkAZGFo=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0IgS5xPm6fiJypHmlOiGGmQXbIk6t9fDsona0JoQUikiIMyJ6dpDBJlnla8ClPKCBCODvcAjNE5PktNU1JLeRbRmn9hw_q5VOoHwkWOBDsTm_FzsU4NKfEY_98ksC43F2EukwRCjGw2H8=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1dRc5YueeP0J8Fd1jt8Zhfon72uCxsgNRLSr4WEfima4ZzmP_1Y467tp7SjKdd_U76434m72Ly_Tu3NQRUYua4Z5A0ViuZcPLiQgZT9lMiqwdZlRUfQnBOJCWx3kE5wYw2DuNhvSOvmWmu=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6.8779724","107.5718915"
