id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama,alamat,tahun
110,32,JAWA BARAT,3273,KOTA BANDUNG,TONY WISATA BDG,"JL. LEMAH NEUNDEUT II NO.15 - CIKUTRA - KEC. CIBEUNYING KIDUL
  - KOTA BANDUNG - JAWA BARAT 40124",2024
111,32,JAWA BARAT,3273,KOTA BANDUNG,FITTRAVEL,"3JXQ+7P7 - GG. SUKARAJIN - CIKUTRA - KEC. CIBEUNYING KIDUL -
  KOTA BANDUNG - JAWA BARAT 40124",2024
112,32,JAWA BARAT,3273,KOTA BANDUNG,TOUR AND TRAVEL,"JL. LEMAH NEUNDEUT NO.2 NO.38 142C - RT.08/RW.08 - CIKUTRA -
  KEC. CIBEUNYING KIDUL - KOTA BANDUNG - JAWA BARAT 40124",2024
113,32,JAWA BARAT,3273,KOTA BANDUNG,DISCOVERY TOUR BANDUNG,"GATEWAY APARTEMENT - EA LG 19 - KOTA BANDUNG - JAWA BARAT
  40125",2024
114,32,JAWA BARAT,3273,KOTA BANDUNG,INDAH WISATA TOUR,"JALAN PHH MUSTOFA NO. 39 - SURAPATI CORE - BLOK.M.12 -
  PASIRLAYUNG - KEC. CIBEUNYING KIDUL - KOTA BANDUNG - JAWA BARAT 40191",2024
115,32,JAWA BARAT,3273,KOTA BANDUNG,CSI TOUR,"JL. SURAPATI CORE JL. ANGGREK BOULEVARD NO.2 - PASIRLAYUNG -
  KEC. CIBEUNYING KIDUL - KOTA BANDUNG - JAWA BARAT 40192",2024
116,32,JAWA BARAT,3273,KOTA BANDUNG,ATM TOURS,"SURAPATI CORE - JALAN PHH. MUSTAPA BLOK AB NO.38 - PASIRLAYUNG
  - KEC. CIBEUNYING KIDUL - KABUPATEN BANDUNG - JAWA BARAT 40192",2024
117,32,JAWA BARAT,3273,KOTA BANDUNG,BATOUR ULIN & TRAVEL,"JL. BBK SUKATMA NO.99 99 - 84 - PASIRLAYUNG - KEC. CIBEUNYING
  KIDUL - KOTA BANDUNG - JAWA BARAT 40192",2024
118,32,JAWA BARAT,3273,KOTA BANDUNG,RATUZEE TOUR AND TRAVEL,"JALAN PH.H. MUSTOFA - GG. PELITA II NO.36 - SUKAPADA -
  CIBEUNYING KIDUL - BANDUNG CITY - WEST JAVA 40125",2024
119,32,JAWA BARAT,3273,KOTA BANDUNG,AZIZ TOUR AND TRAVEL,"JL PATRA ASRI TIMUR 2 - CIBIRU WETAN - KOMPLEK PATRA ASRI -
  CIPADUNG - KEC. CIBIRU - KOTA BANDUNG - JAWA BARAT 40614",2024
120,32,JAWA BARAT,3273,KOTA BANDUNG,SHAKIRA TOUR,"JL CIBIRU TONGGOH - NO. 23 - CIBIRU - PASIR BIRU - BANDUNG -
  KOTA BANDUNG - JAWA BARAT 40615",2024
121,32,JAWA BARAT,3273,KOTA BANDUNG,TRAVEL BANDUNG- SEMARANG,"JL. UGRASENA NO.4 - ARJUNA - KEC. CICENDO - KOTA BANDUNG -
  JAWA BARAT 40172",2024
122,32,JAWA BARAT,3273,KOTA BANDUNG,TOUR BANDUNG,"GG. SALEH - KESATRIAN - KEC. CICENDO - KOTA BANDUNG - JAWA
  BARAT 40172",2024
123,32,JAWA BARAT,3273,KOTA BANDUNG,PAKEJ PERCUTIAN BANDUNG,"JALAN INDUSTRI DALAM BLOK B1 LANTAI 2 NO 2/28A RT 09 RW 08
  PASIRKALIKI - BANDUNG - ARJUNA - KEC. CICENDO - KOTA BANDUNG - JAWA BARAT
  40172",2024
124,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG HOLIDAY TRAVEL AGENCY,"JALAN SINTA NO. 6A (PAV) - RTO9 RW01 - KELURAHAN ARJUNA -
  ARJUNA - KEC. CICENDO - KOTA BANDUNG - JAWA BARAT 40172",2024
125,32,JAWA BARAT,3273,KOTA BANDUNG,SUTERA TOUR,"RUKO CITY SQUARE BLOK A - 6 - JL. ABDULRACHMAN SALEH - HUSEN
  SASTRANEGARA - KEC. CICENDO - KOTA BANDUNG - JAWA BARAT 40174",2024
126,32,JAWA BARAT,3273,KOTA BANDUNG,TRAVELAND CONVEX,"JL. WESTHOFF NO.35 - PASIR KALIKI - KEC. CICENDO - KOTA
  BANDUNG - JAWA BARAT 40116",2024
127,32,JAWA BARAT,3273,KOTA BANDUNG,BAYU BUANA TRAVEL SERVICES - BANDUNG,"JL. PASIR KALIKI NO.150 D - PASIR KALIKI - KEC. CICENDO - KOTA
  BANDUNG - JAWA BARAT 40171",2024
128,32,JAWA BARAT,3273,KOTA BANDUNG,"ANTAVAYA - PASIR KALIKI, BANDUNG","JL. PASIR KALIKI NO.146 - PASIR KALIKI - KEC. CICENDO - KOTA
  BANDUNG - JAWA BARAT 40171",2024
129,32,JAWA BARAT,3273,KOTA BANDUNG,YUKTRAVEL,"JL. WESTHOFF NO.1 - PASIR KALIKI - KEC. CICENDO - KOTA BANDUNG
  - JAWA BARAT 40171",2024
130,32,JAWA BARAT,3273,KOTA BANDUNG,BCD TRAVEL BANDUNG,"RUKO BAYU BUANA - JL. PASIR KALIKI NO.150 D - PASIR KALIKI -
  KEC. CICENDO - KOTA BANDUNG - JAWA BARAT 40171",2024
131,32,JAWA BARAT,3273,KOTA BANDUNG,ANNISSA TOUR & TRAVEL,"JL. MOCH. YUNUS NO.43 - PASIR KALIKI - KEC. CICENDO - KOTA
  BANDUNG - JAWA BARAT 40171",2024
132,32,JAWA BARAT,3273,KOTA BANDUNG,MIHRAB QOLBI TRAVEL BANDUNG,"JL. DAKOTA NO.27 - SUKARAJA - KEC. CICENDO - KOTA BANDUNG -
  JAWA BARAT 40175",2024
133,32,JAWA BARAT,3273,KOTA BANDUNG,GPR HOLIDAY RENT CAR TOUR & TRAVEL,"JL. GN. BATU NO.102 - SUKARAJA - KEC. CICENDO - KOTA BANDUNG -
  JAWA BARAT 40175",2024
134,32,JAWA BARAT,3273,KOTA BANDUNG,ASTRINDO TRAVEL SERVICE,"JL. SUKADI - NO. 232 - SETIA BUDI - SUKARAJA - KEC. CICENDO -
  KOTA BANDUNG - JAWA BARAT 40175",2024
135,32,JAWA BARAT,3273,KOTA BANDUNG,CAHAYA RAUDHAH PASTEUR BANDUNG,"APARTEMEN PASTEUR GATEAWAY - JL. GN. BATU NO.203 - SUKARAJA -
  KEC. CICENDO - KOTA BANDUNG - JAWA BARAT 40161",2024
136,32,JAWA BARAT,3273,KOTA BANDUNG,PT. LINTAS DUNIA,"JL. BUKIT RAYA ATAS NO.53C - CIUMBULEUIT - KEC. CIDADAP - KOTA
  BANDUNG - JAWA BARAT 40142",2024
137,32,JAWA BARAT,3273,KOTA BANDUNG,INDONESIA EXPEDITION,"JL. NEGLASARI NO.4B - CIUMBULEUIT - KEC. CIDADAP - KOTA
  BANDUNG - JAWA BARAT 40142",2024
138,32,JAWA BARAT,3273,KOTA BANDUNG,D&D TOURS.ID,"JL. HEGARSARI III NO.10 - HEGARMANAH - KEC. CIDADAP - KOTA
  BANDUNG - JAWA BARAT 40141",2024
139,32,JAWA BARAT,3273,KOTA BANDUNG,ASGATOUR TRAVEL BANDUNG,"JL. CIUMBULEUIT NO.73 - HEGARMANAH - KEC. CIDADAP - KOTA
  BANDUNG - JAWA BARAT 40141",2024
140,32,JAWA BARAT,3273,KOTA BANDUNG,ROYAL HOLIDAYS ID TOURS,"JL. CIDADAP GIRANG NO.28 - LEDENG - KEC. CIDADAP - KOTA
  BANDUNG - JAWA BARAT 40143",2024
141,32,JAWA BARAT,3273,KOTA BANDUNG,AZTA TOUR,"JL. CIHAMPELAS (PULOSARI) - NO. 174A - RW.25 - CIPAGANTI -
  KECAMATAN COBLONG - KOTA BANDUNG - JAWA BARAT 40131",2024
142,32,JAWA BARAT,3273,KOTA BANDUNG,ALJAMTOUR - UMRAH | WISATA HALAL,"JL. SILIWANGI NO.63 - CIPAGANTI - KECAMATAN COBLONG - KOTA
  BANDUNG - JAWA BARAT 40131",2024
143,32,JAWA BARAT,3273,KOTA BANDUNG,DINAYA TOUR & TRAVEL,"JL. IR. H. JUANDA NO.477 - DAGO - KECAMATAN COBLONG - KOTA
  BANDUNG - JAWA BARAT 40135",2024
144,32,JAWA BARAT,3273,KOTA BANDUNG,SURYA BUDAYA TOUR TRAVEL,"JL. IR. H. JUANDA NO.381 A - DAGO - KECAMATAN COBLONG - KOTA
  BANDUNG - JAWA BARAT 40135",2024
145,32,JAWA BARAT,3273,KOTA BANDUNG,RISALA TOUR & TRAVEL,"JL. IR. H. JUANDA GG. H. TAHYATI NO.12B/158B - DAGO -
  KECAMATAN COBLONG - KOTA BANDUNG - JAWA BARAT 40135",2024
146,32,JAWA BARAT,3273,KOTA BANDUNG,INDOPEDIA TOUR,"NO. - JL. IR. H. JUANDA NO.340 - DAGO - KECAMATAN COBLONG -
  KOTA BANDUNG - JAWA BARAT 40135",2024
147,32,JAWA BARAT,3273,KOTA BANDUNG,DIDAGO TOUR - PAKET LIBURAN MURAH,"JL. CISITU INDAH VII NO.247A - DAGO - KECAMATAN COBLONG - KOTA
  BANDUNG - JAWA BARAT 40135",2024
148,32,JAWA BARAT,3273,KOTA BANDUNG,"MISTER TOURS BY BATTYE’S, SPESIALIS VISA AUSTRALIA","JL. IR. H. JUANDA NO.416 LT 2 - DAGO - COBLONG - BANDUNG CITY
  - WEST JAVA 40135",2024
149,32,JAWA BARAT,3273,KOTA BANDUNG,TRIPIN TOURS & TRAVEL,"JL. PAGER GUNUNG NO.1 - LEBAKGEDE - KECAMATAN COBLONG - KOTA
  BANDUNG - JAWA BARAT 40132",2024
150,32,JAWA BARAT,3273,KOTA BANDUNG,DAGO WISATA INTERNASIONAL,"JL. PUTER NO.7 - SADANG SERANG - KECAMATAN COBLONG - KOTA
  BANDUNG - JAWA BARAT 40133",2024
151,32,JAWA BARAT,3273,KOTA BANDUNG,DAVA TRAVELINDO TOUR & TRAVELS BANDUNG,"JL. TITIMPLIK NO.66 PAV - SADANG SERANG - KECAMATAN COBLONG -
  KOTA BANDUNG - JAWA BARAT 40133",2024
152,32,JAWA BARAT,3273,KOTA BANDUNG,MANGLAYANG TOUR,"JL. TUBAGUS ISMAIL XIV NO.17 RT.001 / 010 - SEKELOA -
  KECAMATAN COBLONG - KOTA BANDUNG - JAWA BARAT 40134",2024
153,32,JAWA BARAT,3273,KOTA BANDUNG,CV. UTIXINDO GLOBAL ASIA,"JL. TUBAGUS ISMAIL - DEPAN NO.67 - SEKELOA - KECAMATAN COBLONG
  - KOTA BANDUNG - JAWA BARAT 40134",2024
154,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG TOUR PACKAGE,"JL. TUBAGUS ISMAIL - DEPAN NO.79C - SEKELOA - KECAMATAN
  COBLONG - KOTA BANDUNG - JAWA BARAT 40134",2024
155,32,JAWA BARAT,3273,KOTA BANDUNG,NAVIA TRAVEL MANAGEMENT,"JL. SADANG TENGAH I NO.48 - SEKELOA - KECAMATAN COBLONG - KOTA
  BANDUNG - JAWA BARAT 40133",2024
156,32,JAWA BARAT,3273,KOTA BANDUNG,2(TWO)_PMTOURS,"JL. RIUNG ARUM BARAT 7A - CISARANTEN KIDUL - KEC. GEDEBAGE -
  KOTA BANDUNG - JAWA BARAT 40295",2024
157,32,JAWA BARAT,3273,KOTA BANDUNG,RAWDA TRAVEL UMROH BANDUNG,"KOMPLEK SUMMARECON - RUKO CRYSTAL NO.17 - KEC. GEDEBAGE - KOTA
  BANDUNG - JAWA BARAT 40295",2024
158,32,JAWA BARAT,3273,KOTA BANDUNG,MAA TOUR,"KOMPLEK RUKO BUMI ADIPURA - JL. ADI FLORA RAYA NO.19 -
  RANCABOLANG - KEC. GEDEBAGE - KOTA BANDUNG - JAWA BARAT 40292",2024
159,32,JAWA BARAT,3273,KOTA BANDUNG,MABRUK TRAVEL UMROH,"JL MAGNA COMMERCIAL - JL MAGNA TIMUR COMMERCIAL NO 60 -
  SUMMARECON - RANCABOLANG - KOTA BANDUNG - JAWA BARAT 40290",2024
160,32,JAWA BARAT,3273,KOTA BANDUNG,HOLIDAYINBDG.CO,"JL. BABAKAN SARI - BABAKAN SARI - KEC. KIARACONDONG - KOTA
  BANDUNG - JAWA BARAT 40283",2024
161,32,JAWA BARAT,3273,KOTA BANDUNG,AL HIJAZ TOUR AND TRAVEL KBIHU AL HIJAZ,"JL. H. SUMARNI DALAM II NO.06 - BABAKAN SARI - KEC.
  KIARACONDONG - KOTA BANDUNG - JAWA BARAT 40283",2024
162,32,JAWA BARAT,3273,KOTA BANDUNG,QIANA TRANS TRAVEL CIREBON BANDUNG,"BTM - BANDUNG TRADE MALL - N KIARACONDONG - BABAKAN SURABAYA -
  KEC. KIARACONDONG - KOTA BANDUNG - JAWA BARAT 40272",2024
163,32,JAWA BARAT,3273,KOTA BANDUNG,TOUR TRAVEL BANDUNG,"LUCKY SQUARE MALL 1ST FLOOR B3 NO. 2 - BABAKAN SURABAYA -
  KIARACONDONG - BANDUNG CITY - WEST JAVA 40281",2024
164,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG TRANS SERVICE,"JL. A. YANI NO.782 - PADASUKA - KEC. KIARACONDONG - KOTA
  BANDUNG - JAWA BARAT 40125",2024
165,32,JAWA BARAT,3273,KOTA BANDUNG,ODEL TOUR AND TRAVEL,"JL. PSM NO.64 - KEBUN JAYANTI - KEC. KIARACONDONG - KOTA
  BANDUNG - JAWA BARAT 40281",2024
166,32,JAWA BARAT,3273,KOTA BANDUNG,INDAH TRANS TOUR AND TRAVEL,"KOMP. CLUSTER BALI 2 BLOK SANUR BLOK A48 - SUKAPURA - KEC.
  KIARACONDONG - KOTA BANDUNG - JAWA BARAT 40132",2024
167,32,JAWA BARAT,3273,KOTA BANDUNG,MARVELOUS TOURS AND TRAVEL,"JL. BUAH BATU NO.144 A - CIJAGRA - KEC. LENGKONG - KOTA
  BANDUNG - JAWA BARAT 40265",2024
168,32,JAWA BARAT,3273,KOTA BANDUNG,CIPTA VACATION TOUR & TRAVEL,"JL. CIJAGRA NO.51 - CIJAGRA - KEC. LENGKONG - KOTA BANDUNG -
  JAWA BARAT 40265",2024
169,32,JAWA BARAT,3273,KOTA BANDUNG,NATA TOURS,"JL. KARAPITAN NO.108 - CIKAWAO - KEC. LENGKONG - KOTA BANDUNG
  - JAWA BARAT 40261",2024
170,32,JAWA BARAT,3273,KOTA BANDUNG,MAZQ TOUR - HAJI KHUSUS | UMROH | WISATA HALAL,"JL. LODAYA NO.127 - LKR. SEL. - KEC. LENGKONG - KOTA BANDUNG -
  JAWA BARAT 40264",2024
171,32,JAWA BARAT,3273,KOTA BANDUNG,TURSINA TOURS & TRAVEL,"JL. TALAGA BODAS NO.94 - LKR. SEL. - KEC. LENGKONG - KOTA
  BANDUNG - JAWA BARAT 40263",2024
172,32,JAWA BARAT,3273,KOTA BANDUNG,AMAYYA TOUR,"JL. LODAYA NO.11 A - MALABAR - KEC. LENGKONG - KOTA BANDUNG -
  JAWA BARAT 40232",2024
173,32,JAWA BARAT,3273,KOTA BANDUNG,GREEN WISATA ID,"JL. CIKAWAO NO.41-45 - PALEDANG - KEC. LENGKONG - KOTA BANDUNG
  - JAWA BARAT 40261",2024
174,32,JAWA BARAT,3273,KOTA BANDUNG,BIMA TOUR. PT,"JL. LEKONG KECIL NO.75 - PALEDANG - KEC. LENGKONG - KOTA
  BANDUNG - JAWA BARAT 40261",2024
175,32,JAWA BARAT,3273,KOTA BANDUNG,AMOURES TOUR OPERATOR,"GEDUNG HQUARTER - JL. ASIA AFRIKA NO.158 LANTAI 12 - UNIT 12M
  - PALEDANG - LENGKONG - BANDUNG CITY - WEST JAVA 40261",2024
176,32,JAWA BARAT,3273,KOTA BANDUNG,MYTOURS,"JL. SUNDA NO.7C - PALEDANG - KEC. LENGKONG - KOTA BANDUNG -
  JAWA BARAT 40261",2024
177,32,JAWA BARAT,3273,KOTA BANDUNG,H.I.S TOURS & TRAVEL,"HQUARTER BUSINESS RESIDENCE - JL. ASIA AFRIKA NO.158 UG FLOOR
  - PALEDANG - LENGKONG - BANDUNG CITY - WEST JAVA 40261",2024
178,32,JAWA BARAT,3273,KOTA BANDUNG,TUNAS WISATA,"JL. BUAH BATU NO.28 - GUMURUH - KEC. LENGKONG - KOTA BANDUNG -
  JAWA BARAT 40275",2024
179,32,JAWA BARAT,3273,KOTA BANDUNG,MADINAH IMAN WISATA BANDUNG,"JL. MARTANEGARA NO.16 - TURANGGA - KEC. LENGKONG - KOTA
  BANDUNG - JAWA BARAT 40264",2024
180,32,JAWA BARAT,3273,KOTA BANDUNG,MULKI TOURS & TRAVEL,"JL. HAREMIS I JL. BUAH BATU NO.40 - TURANGGA - KEC. LENGKONG -
  KOTA BANDUNG - JAWA BARAT 40262",2024
181,32,JAWA BARAT,3273,KOTA BANDUNG,ABYUDAYA TOURS & TRAVEL,"JL. MARTANEGARA NO.102 - TURANGGA - KEC. LENGKONG - KOTA
  BANDUNG - JAWA BARAT 40246",2024
182,32,JAWA BARAT,3273,KOTA BANDUNG,SANEMA TOUR - TRAVEL UMROH CABANG BANDUNG,"JALAN MASKUMAMBANG NO. 23A - LENGKONG - TURANGGA - BANDUNG -
  KOTA BANDUNG - JAWA BARAT 40264",2024
183,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG TRAVEL PACKAGE,"JATIHANDAP RT 01 RW 12 NO 16 - JATIHANDAP - KEC. MANDALAJATI -
  KABUPATEN BANDUNG - JAWA BARAT 40193",2024
184,32,JAWA BARAT,3273,KOTA BANDUNG,ALFARIZI TOUR TRAVEL BANDUNG,"JL. CIKADUT NO.50 - KARANG PAMULANG - KEC. MANDALAJATI - KOTA
  BANDUNG - JAWA BARAT 40195",2024
185,32,JAWA BARAT,3273,KOTA BANDUNG,AHB TOUR & TRAVELS,"JL. PASIR IMPUN NO.RT. 01/02 - PASIR IMPUN - KEC. MANDALAJATI
  - KOTA BANDUNG - JAWA BARAT",2024
186,32,JAWA BARAT,3273,KOTA BANDUNG,TRAVELINE TOUR,"JL. A.H. NASUTION NO.85 - SINDANG JAYA - KEC. MANDALAJATI -
  KOTA BANDUNG - JAWA BARAT 40195",2024
187,32,JAWA BARAT,3273,KOTA BANDUNG,F TOUR & TRAVEL,"3MXJ+XJF - JL. MOCH SYAHRI - SINDANG JAYA - KEC. MANDALAJATI -
  KOTA BANDUNG - JAWA BARAT 40293",2024
188,32,JAWA BARAT,3273,KOTA BANDUNG,PT. NOOR ABIKA TOURS & TRAVEL,"RUKO GRAHA PANYILEUKAN ASRI NO.18-19 - JALAN SOEKARNO HATTA
  NO.766 - CIPADUNG KIDUL - PANYILEUKAN - CIPADUNG KIDUL - KEC. PANYILEUKAN -
  KOTA BANDUNG - JAWA BARAT 40614",2024
189,32,JAWA BARAT,3273,KOTA BANDUNG,TRAVELFILO,"JL. MELATI UTAMA NO.3 - CIPADUNG KIDUL - KEC. PANYILEUKAN -
  KOTA BANDUNG - JAWA BARAT 40614",2024
190,32,JAWA BARAT,3273,KOTA BANDUNG,INDOLANDTOUR,"JL. PAMEKAR RAYA NO.92B - MEKAR MULYA - KEC. PANYILEUKAN -
  KOTA BANDUNG - JAWA BARAT 40292",2024
191,32,JAWA BARAT,3273,KOTA BANDUNG,MEDI TOUR TRAVEL BANDUNG,"JL. PINUS IX NO.35 - BUMI - ADIPURA BANDUNG - KOTA BANDUNG -
  JAWA BARAT 40295",2024
192,32,JAWA BARAT,3273,KOTA BANDUNG,PT. GRAHA LINTAS PERSADA,"JL. SRIMAHI BARU NO.3D - ANCOL - KEC. REGOL - KOTA BANDUNG -
  JAWA BARAT 40251",2024
193,32,JAWA BARAT,3273,KOTA BANDUNG,GLOBAL HOLIDAY,"JL. PASIR SALAM IV NO.12B - ANCOL - KEC. REGOL - KOTA BANDUNG
  - JAWA BARAT 40254",2024
194,32,JAWA BARAT,3273,KOTA BANDUNG,PT. GRAHA TRAVEL INDONESIA,"JL. SRIMAHI BARU NO.3D - ANCOL - KEC. REGOL - KOTA BANDUNG -
  JAWA BARAT",2024
195,32,JAWA BARAT,3273,KOTA BANDUNG,JASWITA TOUR & TRAVEL,"JL. LENGKONG BESAR NO.135 - BALONGGEDE - KEC. REGOL - KOTA
  BANDUNG - JAWA BARAT 40251",2024
196,32,JAWA BARAT,3273,KOTA BANDUNG,YETA TOUR & TRAVEL,"JL. IBU INGGIT GARNASIH NO.114 - CIATEUL - KEC. REGOL - KOTA
  BANDUNG - JAWA BARAT 40252",2024
197,32,JAWA BARAT,3273,KOTA BANDUNG,TOUR AND TRAVEL SAFARA-AL,"JL. SOEKARNO HATTA NO.435 - CISEUREUH - KEC. REGOL - KOTA
  BANDUNG - JAWA BARAT 40252",2024
198,32,JAWA BARAT,3273,KOTA BANDUNG,KBM TRAVEL HALAL TOUR HAJI & UMROH,"JL. BKR LKR. SEL. NO.36A - PASIRLUYU - KEC. REGOL - KOTA
  BANDUNG - JAWA BARAT 40253",2024
199,32,JAWA BARAT,3273,KOTA BANDUNG,HAJI UMROH BANDUNG KHAZZANAH(KANTOR CABANG RESMI),"JALAN MOHAMMAD TOHA.19A - BLKG NO.31 - PUNGKUR - KEC. REGOL -
  KOTA BANDUNG - JAWA BARAT 40252",2024
200,32,JAWA BARAT,3273,KOTA BANDUNG,GAIDO TRAVEL & TOURS KOTA BANDUNG,"JL. IBU INGGIT GARNASIH NO.51 - PUNGKUR - KEC. REGOL - KOTA
  BANDUNG - JAWA BARAT 40252",2024
201,32,JAWA BARAT,3273,KOTA BANDUNG,TOUR AND TREVEL,"JL. SUKAGALIH II NO.10 - CIPEDES - KEC. SUKAJADI - KOTA
  BANDUNG - JAWA BARAT 40162",2024
202,32,JAWA BARAT,3273,KOTA BANDUNG,CAKRA ADVENTURE,"JL. KARANG LAYUNG NO.46 - CIPEDES - KEC. SUKAJADI - KOTA
  BANDUNG - JAWA BARAT 40162",2024
203,32,JAWA BARAT,3273,KOTA BANDUNG,T&A BANDUNG TOUR LAND OPERATOR,"JL. SUKAJADI KELURAHAN NO.182 - : - PASTEUR - KECAMATAN :
  SUKAJADI - KOTA BANDUNG - JAWA BARAT 40161",2024
204,32,JAWA BARAT,3273,KOTA BANDUNG,JUST HOLIDAY TOURS BANDUNG (JHOT),"@ZEST HOTEL - JL. SUKAJADI NO.16 - PASTEUR - KEC. SUKAJADI -
  KOTA BANDUNG - JAWA BARAT 40161",2024
205,32,JAWA BARAT,3273,KOTA BANDUNG,HESTY TOUR & TRAVEL,"4J62+622 - JL. JURANG - PASTEUR - KEC. SUKAJADI - KOTA BANDUNG
  - JAWA BARAT 40161",2024
206,32,JAWA BARAT,3273,KOTA BANDUNG,PT. UNIVERSAL HOLIDAY TRAVEL,"JL. SABAR NO.8 - PASTEUR - KEC. SUKAJADI - KOTA BANDUNG - JAWA
  BARAT 40161",2024
207,32,JAWA BARAT,3273,KOTA BANDUNG,VIVA TOUR,"JL. SARIASIH NO.26 BLOK 76 - SARIJADI - KEC. SUKAJADI - KOTA
  BANDUNG - JAWA BARAT 40132",2024
208,32,JAWA BARAT,3273,KOTA BANDUNG,AMASARI TOUR & TRAVEL,"JALAN LEMAH NEUNDEUT NO.07 INSIDE SARI ATER KAMBOTI HOTEL -
  SUKAWARNA - KEC. SUKAJADI - KOTA BANDUNG - JAWA BARAT 40164",2024
209,32,JAWA BARAT,3273,KOTA BANDUNG,NAWANG KIRANA TOUR & TRAVEL,"4H2V+VPX - JL. DR. DJUNJUNAN - SUKAWARNA - KEC. SUKAJADI -
  KOTA BANDUNG - JAWA BARAT 40173",2024
210,32,JAWA BARAT,3273,KOTA BANDUNG,WONDERFUL BANDUNG TOUR,"JL. SUKARESMI NO.MOR 9 - GEGERKALONG - KEC. SUKASARI - KOTA
  BANDUNG - JAWA BARAT 40153",2024
211,32,JAWA BARAT,3273,KOTA BANDUNG,KAKI5.ID,"JL. RUKUN KPAD NO.119A - GEGERKALONG - KEC. SUKASARI - KOTA
  BANDUNG - JAWA BARAT 40513",2024
212,32,JAWA BARAT,3273,KOTA BANDUNG,KBIH DAARUT TAUHID,"JL. GEGERKALONG GIRANG NO.38 - GEGERKALONG - KEC. SUKASARI -
  KOTA BANDUNG - JAWA BARAT 40154",2024
213,32,JAWA BARAT,3273,KOTA BANDUNG,PANDAWA TRANS,"JL. GEGERKALONG HILIR NO.144 - GEGERKALONG - KEC. SUKASARI -
  KOTA BANDUNG - JAWA BARAT 40152",2024
214,32,JAWA BARAT,3273,KOTA BANDUNG,SANGKAN HURIP BERSAMA,"JL. GEGERKALONG HILIR NO.151 - GEGERKALONG - KEC. SUKASARI -
  KOTA BANDUNG - JAWA BARAT 40153",2024
215,32,JAWA BARAT,3273,KOTA BANDUNG,DT MICE & TOUR,"JL. GEGERKALONG GIRANG NO.67 - GEGERKALONG - KEC. SUKASARI -
  KOTA BANDUNG - JAWA BARAT 40154",2024
216,32,JAWA BARAT,3273,KOTA BANDUNG,PT NUARTHA GLOBAL INDONESIA (TOURS),"JL. GEGERKALONG GIRANG BARU NO.13 - ISOLA - KEC. SUKASARI -
  KOTA BANDUNG - JAWA BARAT 40154",2024
217,32,JAWA BARAT,3273,KOTA BANDUNG,NGETOUR TRAVEL ORGANIZER,"SUKASARI - JL. CILANDAK NO.31 C - RT.02/RW.02 - SARIJADI -
  KOTA BANDUNG - JAWA BARAT 40151",2024
218,32,JAWA BARAT,3273,KOTA BANDUNG,LUXURY TOURISM SERVICES,"FLAT SARIJADI BLOK P LT. 3 NO. 3 SARIJADI - SARIJADI - KEC.
  SUKASARI - KOTA BANDUNG - JAWA BARAT 40115",2024
219,32,JAWA BARAT,3273,KOTA BANDUNG,CITY TOURS BANDUNG,"JL. RAYA CILANDAK KKO NO.40 RT / RW 02 / 02 - SARIJADI - KEC.
  SUKASARI - KOTA BANDUNG - JAWA BARAT 40151",2024
220,32,JAWA BARAT,3273,KOTA BANDUNG,KHARISMA TOUR TRAVEL,"JL SUKAHAJI - NO. 127 - GEGER - KALONG HILIR - SUKARASA - KEC.
  SUKASARI - KOTA BANDUNG - JAWA BARAT 40152",2024
221,32,JAWA BARAT,3273,KOTA BANDUNG,KARYA IMTAQ. PT,"JL. PERINTIS KEMERDEKAAN NO.2 - BABAKAN CIAMIS - KEC. SUMUR
  BANDUNG - KOTA BANDUNG - JAWA BARAT 40117",2024
222,32,JAWA BARAT,3273,KOTA BANDUNG,MARBA TOUR & TRAVEL BANDUNG,"JL. KEBON SIRIH NO.30 - BABAKAN CIAMIS - KEC. SUMUR BANDUNG -
  KOTA BANDUNG - JAWA BARAT 40117",2024
223,32,JAWA BARAT,3273,KOTA BANDUNG,MANDIRI TRAVEL CENTER BANDUNG,"GEDUNG BANK ASIA AFRIKA SELATAN - JL. ASIA AFRIKA NO.118-120
  LANTAI 4 - BRAGA - KEC. SUMUR BANDUNG - KOTA BANDUNG - JAWA BARAT 40111",2024
224,32,JAWA BARAT,3273,KOTA BANDUNG,PVJ TOUR & TRAVEL,"JL. NARIPAN NO.9 - BRAGA - KEC. SUMUR BANDUNG - KOTA BANDUNG -
  JAWA BARAT 40111",2024
225,32,JAWA BARAT,3273,KOTA BANDUNG,"DENTOUR TRAVEL BANDUNG - WISATA RELIGI DAN TRAVEL UMROH
  BANDUNG","PASAR KOSAMBI LT 1 BLOK A. 91 - JL. A. YANI NO.221-223 - KEC.
  SUMUR - KOTA BANDUNG - JAWA BARAT 40112",2024
226,32,JAWA BARAT,3273,KOTA BANDUNG,JC TOURS,"ITC KOSAMBI - NO 8 - JL. BARANANG SIANG NO.58 BLOK G - KB.
  PISANG - KEC. SUMUR BANDUNG - KOTA BANDUNG - JAWA BARAT 40112",2024
