location_id,location_name,latitude,longitude,price_min,price_max,price_type,category,subcategory
LOC-221,Glamping Legok Kondang,-7.1181959,107.4202751,0,0,Gratis,Tempat Camping,Camping ground
LOC-222,Nuansa Riung Gunung,-7.17417,107.52556,10000,15000,Per Orang,Wisata Alam,Panorama pegunungan
LOC-223,Kebun Strawberry Emte Highland Resort,-7.1272684,107.4199866,20000,20000,Per Orang,Wisata Alam,Agrowisata stroberi
LOC-224,Sungai Palayangan Rafting,-7.1931675,107.5469199,150000,250000,Per Orang,Wisata Petualangan,Rafting
LOC-225,Curug Ceret Pangalengan,-7.3620716,107.5468974,0,0,Gratis,Wisata Alam,Daya tarik alam
LOC-226,Gunung Nini Pangalengan,-7.2213888,107.5783333,0,0,Gratis,Wisata Alam,Daya tarik alam
LOC-227,Puncak Mega Gunung Puntang,-7.1213917,107.6212909,25000,35000,Per Orang,Wisata Alam,Daya tarik alam
LOC-228,Tanjung Duriat,-6.91278,107.63083,20000,25000,Per Orang,Wisata Alam,Titik panorama
LOC-229,Puncak Damar Jatigede,-7.11,107.69583,4000,4000,Per Orang,Wisata Alam,Daya tarik alam
LOC-230,Desa Wisata Buricak Burinong,-6.877,108.0792,20000,20000,Per Orang,Desa Wisata,Desa wisata
LOC-231,Panenjoan Jatigede,-6.972391,107.817965,10000,10000,Per Orang,Wisata Alam,Titik panorama
LOC-232,Pangjugjugan Sumedang,-6.9162307,107.8470758,20000,20000,Per Orang,Rekreasi Keluarga,Kawasan rekreasi keluarga
