review_target_id,penginapan_id,name,property_type,latitude,longitude,overall_rating,reviews_existing,review_confidence_label,review_scrape_priority,data_quality_score,has_final_child_listing,final_child_count,name_looks_detail_listing,target_review_note,google_maps_search_query,google_maps_search_url,source_dataset,flag_group,flag_reason,suggested_action,split_status,split_reason,manual_decision,manual_note,final_target_status,final_ready_source,final_ready_reason,review_group_for_claude,audit_recommendation,parent_candidate_id,parent_candidate_name,parent_candidate_property_type,parent_candidate_distance_km,parent_candidate_name_ratio,parent_candidate_token_score,parent_candidate_score,decision_group,decision_status,decision_reason,claude_decision,claude_evidence_url,claude_reason,final_decision,final_group,final_reason,final_decision_source
PHREV-20260605-0245,LODGE-01049,The Dago Highland Resort,hotel,-6.8619,107.6377,4.2,2268,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Dago Highland Resort -6.8619,107.6377",https://www.google.com/maps/search/?api=1&query=The%20Dago%20Highland%20Resort%20-6.8619%2C107.6377,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0026,LODGE-01051,The Ethnic Hotel Bandung,hotel,-6.9098,107.6186,2.9,260,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Ethnic Hotel Bandung -6.9098,107.6186",https://www.google.com/maps/search/?api=1&query=The%20Ethnic%20Hotel%20Bandung%20-6.9098%2C107.6186,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0318,LODGE-01052,The Gaia Hotel Bandung,hotel,-6.844,107.6007,4.8,8376,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Gaia Hotel Bandung -6.844,107.6007",https://www.google.com/maps/search/?api=1&query=The%20Gaia%20Hotel%20Bandung%20-6.844%2C107.6007,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0324,LODGE-01627,The Jayakarta Suite Hotel & Resort,hotel,-6.8706,107.6194,4.5,10002,high_review_confidence,high_review_confidence,0.6,False,0,False,parent_target,"The Jayakarta Suite Hotel & Resort -6.8706,107.6194",https://www.google.com/maps/search/?api=1&query=The%20Jayakarta%20Suite%20Hotel%20%26%20Resort%20-6.8706%2C107.6194,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0298,LODGE-01053,The Luxton Bandung Hotel,hotel,-6.9038,107.6114,4.4,5040,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Luxton Bandung Hotel -6.9038,107.6114",https://www.google.com/maps/search/?api=1&query=The%20Luxton%20Bandung%20Hotel%20-6.9038%2C107.6114,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0243,LODGE-01195,The Naripan Hotel,hotel,-6.9197,107.6117,3.9,2260,high_review_confidence,high_review_confidence,0.95,False,0,False,parent_target,"The Naripan Hotel -6.9197,107.6117",https://www.google.com/maps/search/?api=1&query=The%20Naripan%20Hotel%20-6.9197%2C107.6117,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0326,LODGE-01054,The Papandayan,hotel,-6.9231,107.6238,4.7,10310,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Papandayan -6.9231,107.6238",https://www.google.com/maps/search/?api=1&query=The%20Papandayan%20-6.9231%2C107.6238,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0125,LODGE-01055,The Regia Dago,hotel,-6.8674,107.6209,4.1,558,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Regia Dago -6.8674,107.6209",https://www.google.com/maps/search/?api=1&query=The%20Regia%20Dago%20-6.8674%2C107.6209,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0196,LODGE-01402,The Silk At Dago,hotel,-6.8737,107.6196,4.3,1187,high_review_confidence,high_review_confidence,0.85,False,0,False,parent_target,"The Silk At Dago -6.8737,107.6196",https://www.google.com/maps/search/?api=1&query=The%20Silk%20At%20Dago%20-6.8737%2C107.6196,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0073,LODGE-01056,The Suddha Asia Afrika Bandung,hotel,-6.922,107.6133,4.5,367,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Suddha Asia Afrika Bandung -6.922,107.6133",https://www.google.com/maps/search/?api=1&query=The%20Suddha%20Asia%20Afrika%20Bandung%20-6.922%2C107.6133,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0193,LODGE-01403,The Summit Siliwangi Hotel,hotel,-6.9077,107.6129,4.3,1154,high_review_confidence,high_review_confidence,0.85,False,0,False,parent_target,"The Summit Siliwangi Hotel -6.9077,107.6129",https://www.google.com/maps/search/?api=1&query=The%20Summit%20Siliwangi%20Hotel%20-6.9077%2C107.6129,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0330,LODGE-01058,The Trans Luxury Hotel,hotel,-6.9271,107.6363,4.8,14047,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"The Trans Luxury Hotel -6.9271,107.6363",https://www.google.com/maps/search/?api=1&query=The%20Trans%20Luxury%20Hotel%20-6.9271%2C107.6363,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0190,LODGE-01059,Tibera Hotel,hotel,-6.9081,107.6262,4.6,1121,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Tibera Hotel -6.9081,107.6262",https://www.google.com/maps/search/?api=1&query=Tibera%20Hotel%20-6.9081%2C107.6262,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0138,LODGE-01327,Tokyo Cubo,hotel,-6.9097,107.5973,4.7,619,high_review_confidence,high_review_confidence,0.9,False,0,False,parent_target,"Tokyo Cubo -6.9097,107.5973",https://www.google.com/maps/search/?api=1&query=Tokyo%20Cubo%20-6.9097%2C107.5973,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0271,LODGE-01328,Travello Hotel Bandung,hotel,-6.8613,107.5956,4.4,3190,high_review_confidence,high_review_confidence,0.9,False,0,False,parent_target,"Travello Hotel Bandung -6.8613,107.5956",https://www.google.com/maps/search/?api=1&query=Travello%20Hotel%20Bandung%20-6.8613%2C107.5956,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0275,LODGE-01198,Trizara Resorts Glamping Lembang,hotel,-6.8225,107.6037,4.5,3299,high_review_confidence,high_review_confidence,0.95,False,0,False,parent_target,"Trizara Resorts Glamping Lembang -6.8225,107.6037",https://www.google.com/maps/search/?api=1&query=Trizara%20Resorts%20Glamping%20Lembang%20-6.8225%2C107.6037,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0062,LODGE-01065,Urbanview Hotel Grand Malabar Bandung,hotel,-6.92,107.6242,4.1,344,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Urbanview Hotel Grand Malabar Bandung -6.92,107.6242",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Grand%20Malabar%20Bandung%20-6.92%2C107.6242,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0013,LODGE-01066,Urbanview Hotel Kazanan Lembang Bandung,hotel,-6.8379,107.5992,4.1,231,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Urbanview Hotel Kazanan Lembang Bandung -6.8379,107.5992",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Kazanan%20Lembang%20Bandung%20-6.8379%2C107.5992,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0241,LODGE-01200,Urbanview Hotel Newton Riau Bandung,hotel,-6.9148,107.6299,4.1,2184,high_review_confidence,high_review_confidence,0.95,False,0,False,parent_target,"Urbanview Hotel Newton Riau Bandung -6.9148,107.6299",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Newton%20Riau%20Bandung%20-6.9148%2C107.6299,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0057,LODGE-01068,Urbanview Hotel One Family Maribaya,hotel,-6.8214,107.6355,4.3,333,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Urbanview Hotel One Family Maribaya -6.8214,107.6355",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20One%20Family%20Maribaya%20-6.8214%2C107.6355,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0070,LODGE-01069,Urbanview Hotel Pondok Kurnia Cijagra Bandung,hotel,-6.9452,107.6267,4,365,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Urbanview Hotel Pondok Kurnia Cijagra Bandung -6.9452,107.6267",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Pondok%20Kurnia%20Cijagra%20Bandung%20-6.9452%2C107.6267,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0314,LODGE-01073,V Hotel & Residence,hotel,-6.8819,107.5847,4.6,7748,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"V Hotel & Residence -6.8819,107.5847",https://www.google.com/maps/search/?api=1&query=V%20Hotel%20%26%20Residence%20-6.8819%2C107.5847,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0207,LODGE-01074,VIO Hotel Westhoff,hotel,-6.9009,107.598,4.3,1476,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"VIO Hotel Westhoff -6.9009,107.598",https://www.google.com/maps/search/?api=1&query=VIO%20Hotel%20Westhoff%20-6.9009%2C107.598,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0252,LODGE-00053,Valore Hotel Cimahi,hotel,-6.8977855,107.5370591,4,2426,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Valore Hotel Cimahi -6.8977855,107.5370591",https://www.google.com/maps/search/?api=1&query=Valore%20Hotel%20Cimahi%20-6.8977855%2C107.5370591,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0253,LODGE-00384,Valore Hotel Cimahi,hotel,-6.8978,107.5371,4,2435,high_review_confidence,high_review_confidence,0.6,False,0,False,parent_target,"Valore Hotel Cimahi -6.8978,107.5371",https://www.google.com/maps/search/?api=1&query=Valore%20Hotel%20Cimahi%20-6.8978%2C107.5371,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0220,LODGE-01075,Vasaka Maison Bandung,hotel,-6.9207,107.6071,4.6,1681,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Vasaka Maison Bandung -6.9207,107.6071",https://www.google.com/maps/search/?api=1&query=Vasaka%20Maison%20Bandung%20-6.9207%2C107.6071,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0202,LODGE-01076,Verona Palace Hotel,hotel,-6.8892,107.5822,4.3,1345,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Verona Palace Hotel -6.8892,107.5822",https://www.google.com/maps/search/?api=1&query=Verona%20Palace%20Hotel%20-6.8892%2C107.5822,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0089,LODGE-01077,Vi Hotel Bandung,hotel,-6.9304,107.6265,4.1,407,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Vi Hotel Bandung -6.9304,107.6265",https://www.google.com/maps/search/?api=1&query=Vi%20Hotel%20Bandung%20-6.9304%2C107.6265,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0234,LODGE-01079,Vio Hotel Cihampelas,hotel,-6.8985,107.6044,4.2,2044,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Vio Hotel Cihampelas -6.8985,107.6044",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Cihampelas%20-6.8985%2C107.6044,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0283,LODGE-01080,Vio Hotel Pasteur,hotel,-6.8921,107.5822,4.3,3811,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Vio Hotel Pasteur -6.8921,107.5822",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Pasteur%20-6.8921%2C107.5822,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0224,LODGE-01205,Vio Hotel Surapati,hotel,-6.899,107.6197,4.4,1757,high_review_confidence,high_review_confidence,0.95,False,0,False,parent_target,"Vio Hotel Surapati -6.899,107.6197",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Surapati%20-6.899%2C107.6197,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0219,LODGE-01081,Vio Hotel Veteran,hotel,-6.9193,107.6149,4.3,1669,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Vio Hotel Veteran -6.9193,107.6149",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Veteran%20-6.9193%2C107.6149,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0277,LODGE-01082,"Vue Palace, ARTOTEL Curated",hotel,-6.913,107.6051,4.4,3423,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Vue Palace, ARTOTEL Curated -6.913,107.6051",https://www.google.com/maps/search/?api=1&query=Vue%20Palace%2C%20ARTOTEL%20Curated%20-6.913%2C107.6051,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0293,LODGE-00132,West Point Hotel Bandung,hotel,-6.9125,107.5781,4.3,4377,high_review_confidence,high_review_confidence,0.85,False,0,False,parent_target,"West Point Hotel Bandung -6.9125,107.5781",https://www.google.com/maps/search/?api=1&query=West%20Point%20Hotel%20Bandung%20-6.9125%2C107.5781,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0085,LODGE-01406,Wisma Asia Busindo Syari'ah Bandung,hotel,-6.9285,107.6266,4,401,high_review_confidence,high_review_confidence,0.85,False,0,False,parent_target,"Wisma Asia Busindo Syari'ah Bandung -6.9285,107.6266",https://www.google.com/maps/search/?api=1&query=Wisma%20Asia%20Busindo%20Syari%27ah%20Bandung%20-6.9285%2C107.6266,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0141,LODGE-01407,Wisma Dago Hotel,hotel,-6.8944,107.612,3.8,674,high_review_confidence,high_review_confidence,0.85,False,0,False,parent_target,"Wisma Dago Hotel -6.8944,107.612",https://www.google.com/maps/search/?api=1&query=Wisma%20Dago%20Hotel%20-6.8944%2C107.612,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0094,LODGE-01558,Wisma Dharma Bakti,hotel,-6.9153,107.6172,4.4,428,high_review_confidence,high_review_confidence,0.75,False,0,False,parent_target,"Wisma Dharma Bakti -6.9153,107.6172",https://www.google.com/maps/search/?api=1&query=Wisma%20Dharma%20Bakti%20-6.9153%2C107.6172,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0272,LODGE-01083,YELLO Hotel Paskal - Bandung,hotel,-6.9156,107.5951,4.6,3267,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"YELLO Hotel Paskal - Bandung -6.9156,107.5951",https://www.google.com/maps/search/?api=1&query=YELLO%20Hotel%20Paskal%20-%20Bandung%20-6.9156%2C107.5951,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0119,LODGE-01408,YOKOTEL CITY,hotel,-6.9038,107.5982,4.6,519,high_review_confidence,high_review_confidence,0.85,False,0,False,parent_target,"YOKOTEL CITY -6.9038,107.5982",https://www.google.com/maps/search/?api=1&query=YOKOTEL%20CITY%20-6.9038%2C107.5982,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0156,LODGE-01410,Yokotel,hotel,-6.9163,107.6017,4.4,756,high_review_confidence,high_review_confidence,0.85,False,0,False,parent_target,"Yokotel -6.9163,107.6017",https://www.google.com/maps/search/?api=1&query=Yokotel%20-6.9163%2C107.6017,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0301,LODGE-01085,Zest Sukajadi Bandung by Swiss-Belhotel International,hotel,-6.8954,107.5975,4.5,5561,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Zest Sukajadi Bandung by Swiss-Belhotel International -6.8954,107.5975",https://www.google.com/maps/search/?api=1&query=Zest%20Sukajadi%20Bandung%20by%20Swiss-Belhotel%20International%20-6.8954%2C107.5975,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0261,LODGE-01086,Zodiak,hotel,-6.9123,107.5994,3.7,2708,high_review_confidence,high_review_confidence,1.0,False,0,False,parent_target,"Zodiak -6.9123,107.5994",https://www.google.com/maps/search/?api=1&query=Zodiak%20-6.9123%2C107.5994,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,
