location_id,location_name,category,display_status,priority,unverified_facility_flags,unverified_context_flags,verified_flags_to_set_true,flags_to_keep_false,evidence_url,reviewer_status,reviewer_note
LOC-118,Forest Walk Babakan Siliwangi,Wisata Alam,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified|child_friendly_verified,,,,todo,
LOC-119,Taman Dewi Sartika,Taman Kota,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-121,NuArt Sculpture Park,Tempat Seni,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|child_friendly_verified,,,,todo,
LOC-122,Peta Park,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-125,Wot Batu,Tempat Seni,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|child_friendly_verified,,,,todo,
LOC-127,Sarae Hills,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-130,Fairy Garden by The Lodge,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-132,Bird & Bromelia Pavilion,Wisata Satwa,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-135,Taman Main Mili-Mili & Hutan Mycelia,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-141,Taman Wisata Bougenville,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-144,Barusen Hills Ciwidey,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-145,Palalangon Park,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-146,Taman Love Soreang,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-147,Victory Waterpark Soreang,Wahana Air,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-148,Pesona Nirwana Waterpark,Wahana Air,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-149,Taman Wisata Alam Cimanggu,Wisata Alam,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified|child_friendly_verified,,,,todo,
LOC-151,Ecopark Curug Tilu Ciwidey,Wisata Alam,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-167,Cicalengka Dreamland,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-175,Taman Kupu-Kupu Cihanjuang,Wisata Satwa,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-179,Mini Mania Lembang,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-181,Noah's Park Lembang,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-183,Imah Seniman Lembang,Penginapan Wisata,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified|child_friendly_verified,,,,todo,
LOC-197,Curug Nyalangkadar,Wisata Alam,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified|child_friendly_verified,,,,todo,
LOC-205,Lapangan Gasibu,Taman Kota,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified|child_friendly_verified,,,,todo,
LOC-210,Taman Sejarah Bandung,Tempat Sejarah,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-211,Taman Vanda,Taman Kota,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,indoor_verified,,,,todo,
LOC-212,Taman Maluku,Taman Kota,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,indoor_verified,,,,todo,
LOC-213,Taman Cibeunying,Taman Kota,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified,,,,todo,
LOC-214,Taman Panatayuda,Taman Kota,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,indoor_verified,,,,todo,
LOC-215,Taman Pramuka Bandung,Taman Kota,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,indoor_verified,,,,todo,
LOC-216,Panama Park 825,Rekreasi Keluarga,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified,,,,todo,
LOC-219,Museum Inggit Garnasih,Tempat Belajar,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|child_friendly_verified,,,,todo,
LOC-221,Glamping Legok Kondang,Tempat Camping,active_candidate,MEDIUM,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified|open_24h_verified,night_verified|indoor_verified|child_friendly_verified,,,,todo,
