location_id,location_name,category,multi_labels,avg_sentimen_skor,total_ulasan,sentimen_label_lokasi,latitude,longitude,price_min,price_max,jam_buka,jam_tutup,estimasi_durasi_menit,deskripsi_google,price_type,subcategory,tags_sintetis,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam,avg_rating,ulasan_positif,ulasan_negatif,primary_intent,core_labels,secondary_labels,avoid_labels,label_confidence,needs_manual_review,review_reason,label_reason,label_scores_json,label_source,review_status,manual_primary_intent,manual_core_labels,manual_secondary_labels,manual_avoid_labels,final_primary_intent,final_core_labels,final_secondary_labels,final_avoid_labels,curation_action,display_status,is_active_verified,manual_review_confidence,curation_note,final_label_source,price_verified,night_verified,indoor_verified,child_friendly_verified,qa_flag_reason,parking_verified,wheelchair_accessible_verified,toilet_verified,mushola_verified,pet_friendly_verified,open_24h_verified,crowd_level,shopping_subtype,coordinate_verified,distance_from_alun_alun_km,coordinate_audit_reason,safety_verified,sentiment_score,sentiment_model_source,sentiment_model_version,sentiment_available,media_available,media_image_url,media_destination_url,media_website,media_source,media_place_id,media_match_title,media_match_score,media_match_method,media_audit_status,media_audit_note,kota_kabupaten,kecamatan
LODGE-00426,SPOT ON 91832 Pondok Aqueduct,Santai,,,18.0,,-6.8730462,107.5327281,,,,,,Penginapan berjenis Hotel bernama SPOT ON 91832 Pondok Aqueduct berlokasi di bandung_raya_valid. ,,Hotel,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789032/muterbandung/penginapan/LODGE-00426_main.jpg,https://www.oyorooms.com/h/194804?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_CMI017&latitude=-6.87305&longitude=107.5327&locale=id,,,,,,,,,Unknown,Unknown
LODGE-00427,Salsabilla Guest House Syariah by Oyo,Santai,,,,,-6.8871,107.5225,,,,,,Penginapan berjenis Guest_House bernama Salsabilla Guest House Syariah by Oyo berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789045/muterbandung/penginapan/LODGE-00427_main.jpg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D22592803%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,,,,,,,Unknown,Unknown
LODGE-00429,Danapati Homestay,Santai,,,20.0,,-6.8558,107.4809,,,,,,Penginapan berjenis Guest_House bernama Danapati Homestay berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789050/muterbandung/penginapan/LODGE-00429_main.jpg,https://www.trip.com/hotels/detail/?hotelid=134166564&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite,,,,,,,,,Unknown,Unknown
LODGE-00430,OYO 90892 My Guest House Syariah,Santai,,,,,-6.9004,107.5225,,,,,,Penginapan berjenis Guest_House bernama OYO 90892 My Guest House Syariah berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789064/muterbandung/penginapan/LODGE-00430_main.jpg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D95867550%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,,,,,,,Unknown,Unknown
LODGE-00433,ALONICA guesthouse,Santai,,,2.0,,-6.8569713,107.5745009,,,,,,Penginapan berjenis Guest_House bernama ALONICA guesthouse berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789068/muterbandung/penginapan/LODGE-00433_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00435,Bobo inn Baros,Santai,,,1.0,,-6.8986029,107.5368741,299250.0,,,,,Penginapan berjenis Hotel bernama Bobo inn Baros berlokasi di bandung_raya_valid. ,,Hotel,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789079/muterbandung/penginapan/LODGE-00435_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00437,Guest House TERAS WARUGA SYARIAH,Santai,,,5.0,,-6.8614987,107.5765378,,,,,,Penginapan berjenis Guest_House bernama Guest House TERAS WARUGA SYARIAH berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789088/muterbandung/penginapan/LODGE-00437_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00438,Hen's Guest House,Santai,,,245.0,,-6.8822678,107.5316067,363917.0,,,,,Penginapan berjenis Guest_House bernama Hen's Guest House berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789092/muterbandung/penginapan/LODGE-00438_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00439,Homestay,Santai,,,1.0,,-6.8560156,107.5669553,,,,,,Penginapan berjenis Guest_House bernama Homestay berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781803319/muterbandung/penginapan/LODGE-00439_main_forced.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00440,Imah Incu Inn,Santai,,,64.0,,-6.8565362,107.5689391,,,,,,Penginapan berjenis Hotel bernama Imah Incu Inn berlokasi di bandung_raya_valid. ,,Hotel,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789106/muterbandung/penginapan/LODGE-00440_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00442,Kost Gerlong Hilir,Santai,,,68.0,,-6.8676139,107.5795974,,,,,,Penginapan berjenis Guest_House bernama Kost Gerlong Hilir berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789118/muterbandung/penginapan/LODGE-00442_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00445,Oyo,Santai,,,3.0,,-6.8982107,107.561465,,,,,,Penginapan berjenis Hotel bernama Oyo berlokasi di bandung_raya_valid. ,,Hotel,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://lh5.googleusercontent.com/p/AzHpBjkMYU9PZomd-UL9NA=s10000,,,,,,,,,,Unknown,Unknown
LODGE-00446,Paras Yogya With Private Pool Villa,Santai,,,1.0,,-6.8770069,107.5676807,,,,,,Penginapan berjenis Villa bernama Paras Yogya With Private Pool Villa berlokasi di bandung_raya_valid. ,,Villa,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789130/muterbandung/penginapan/LODGE-00446_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00447,Regina's Home Guesthouse,Santai,,,5.0,,-6.8864523,107.5699031,,,,,,Penginapan berjenis Guest_House bernama Regina's Home Guesthouse berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789141/muterbandung/penginapan/LODGE-00447_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00449,Seven Homestay,Santai,,5.023555954297384,40.0,Positif,-6.8567287,107.5718447,343852.0,,,,,Penginapan berjenis Guest_House bernama Seven Homestay berlokasi di bandung_raya_valid. ,,Guest_House,,,,,,,,,,,4.8,12.0,1.0,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789163/muterbandung/penginapan/LODGE-00449_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00451,Villa Roemi,Santai,,,12.0,,-6.8464644,107.5759225,,,,,,Penginapan berjenis Villa bernama Villa Roemi berlokasi di bandung_raya_valid. ,,Villa,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789179/muterbandung/penginapan/LODGE-00451_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00452,Villa Rumah Hijau Syariah,Santai,,,12.0,,-6.8461427,107.578137,,,,,,Penginapan berjenis Villa bernama Villa Rumah Hijau Syariah berlokasi di bandung_raya_valid. ,,Villa,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789197/muterbandung/penginapan/LODGE-00452_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00453,Villa hegar by Kavastay,Santai,,,2.0,,-6.8693961,107.5700901,,,,,,Penginapan berjenis Villa bernama Villa hegar by Kavastay berlokasi di bandung_raya_valid. ,,Villa,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789220/muterbandung/penginapan/LODGE-00453_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00455,hotel tirtasari,Santai,,,2.0,,-6.8753955,107.5749747,,,,,,Penginapan berjenis Hotel bernama hotel tirtasari berlokasi di bandung_raya_valid. ,,Hotel,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789229/muterbandung/penginapan/LODGE-00455_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00480,Villa Cempaka Pangalengan,Santai,,,,,-7.1878,107.6087,5554546.0,,,,,Penginapan berjenis Villa bernama Villa Cempaka Pangalengan berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Dapur; Kompor; Boleh bawa hewan peliharaan.,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781803322/muterbandung/penginapan/LODGE-00480_main_forced.jpg,https://www.booking.com/hotel/id/villa-cempaka-pangalengan.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-4525586&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-4525586_grp-2_gendate-20260524,,,,,,,,,Unknown,Unknown
LODGE-00481,Villa Pangalengan,Santai,,,,,-7.2038,107.542,2860200.0,,,,,Penginapan berjenis Villa bernama Villa Pangalengan berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Penghangat; Dapur.,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781803324/muterbandung/penginapan/LODGE-00481_main_forced.jpg,https://www.booking.com/hotel/id/villa-pangalengan.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15326852&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15326852_grp-0_gendate-20260524,,,,,,,,,Unknown,Unknown
LODGE-00491,Baraya Homestay,Santai,,,,,-7.1842,107.5617,,,,,,Penginapan berjenis Guest_House bernama Baraya Homestay berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Balkon; Parkir gratis.,,Guest_House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789236/muterbandung/penginapan/LODGE-00491_main.jpg,https://www.agoda.com/baraya-homestay-h45050846/hotel/bandung-id.html,,,,,,,,,Unknown,Unknown
LODGE-00492,Homestay Bumina EENK Bandung Pangalengan,Santai,,,27.0,,-7.2329,107.5215,,,,,,Penginapan berjenis Guest_House bernama Homestay Bumina EENK Bandung Pangalengan berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Balkon; Dapur; Parkir gratis.,,Guest_House,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789247/muterbandung/penginapan/LODGE-00492_main.jpg,https://www.agoda.com/homestay-bumina-eenk-bandung-pangalengan/hotel/palayangan-id.html,,,,,,,,,Unknown,Unknown
LODGE-00493,Pangalengan Homestay By Lunam,Santai,,,,,-7.1793,107.5703,,,,,,Penginapan berjenis Guest_House bernama Pangalengan Homestay By Lunam berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Parkir gratis; Wi-Fi gratis.,,Guest_House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789295/muterbandung/penginapan/LODGE-00493_main.jpg,https://www.agoda.com/pangalengan-homestay-by-lunam/hotel/bandung-id.html,,,,,,,,,Unknown,Unknown
LODGE-00494,Private Villa with infinity view of Lake Cileunca,Santai,,,,,-7.2022,107.5462,,,,,,Penginapan berjenis Villa bernama Private Villa with infinity view of Lake Cileunca berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Balkon; Dapur; Pemanggang luar ruang; Parkir gratis.,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789299/muterbandung/penginapan/LODGE-00494_main.jpg,https://www.agoda.com/private-villa-with-infinity-view-of-lake-cileunca/hotel/palayangan-id.html,,,,,,,,,Unknown,Unknown
LODGE-00496,Hotel Citere 2 Pangalengan,Santai,,,47.0,,-7.1868,107.5824,,,,,,Penginapan berjenis Hotel bernama Hotel Citere 2 Pangalengan berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Free parking; Free breakfast.,,Hotel,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789301/muterbandung/penginapan/LODGE-00496_main.jpg,https://www.google.com/aclk?sa=l&ai=DChsSEwiCmMPu8ueUAxVdaEgAHR2YCmsYACICCAEQBRoCY2U&co=1&gclid=EAIaIQobChMIgpjD7vLnlAMVXWhIAB0dmAprEA0YBSABEgIIXfD_BwE&cid=CAASugHkaK7UHtvfH3ycWdBucaEK9z3CzT0NFcDdXsBAnDJLik_UE_HYz3xbcSikwi8libV2J04md0Q2dYKhJBH6mmVAXHiZ9ftxNTxqDSXCaiqkStjmL9erPa_IF6RnyCSz-SMdeprFb8_dcq1Ke-0GtesfO6plNiRmPuq7NdR8eXzNK26KMrNQbIjk5hYD9Ed7IILQydChjBz8HaDMR3jlPKcOndJMxiiIl0Tj5DQsrbNnJHwO5RyNOCDdD6k&sig=AOD64_3SNos20vcc5PZR3Bl7c7iusim8mQ&adurl=,,,,,,,,,Unknown,Unknown
LODGE-00503,Pondok Stevia Ciwidey - Cottage with Garden View,Santai,,,7.0,,-7.114,107.4436,419499.0,,,,,Penginapan berjenis Vacation_Rental bernama Pondok Stevia Ciwidey - Cottage with Garden View berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Cocok untuk anak; Ranjang bayi; Elevator; Penghangat; Kolam renang di dalam ruangan; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis.,,Vacation_Rental,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789348/muterbandung/penginapan/LODGE-00503_main.jpg,https://www.bluepillow.com/search/5b5fd0847c00cb02b8485e67?dest=bkng&cat=Apartment&lat=-7.11402&lng=107.44362&language=en,,,,,,,,,Unknown,Unknown
LODGE-00506,Villa Situ Citiwu Ciwidey - Vacation Home,Santai,,,2.0,,-7.1174,107.4419,1826594.0,,,,,Penginapan berjenis Villa bernama Villa Situ Citiwu Ciwidey - Vacation Home berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Gym; Dapur; Kolam renang luar; Teras; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis.,,Villa,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789365/muterbandung/penginapan/LODGE-00506_main.jpg,https://www.bluepillow.com/search/65837c886c560103cb4570f5?dest=bkng&cat=House&lat=-7.11737&lng=107.44193&language=en,,,,,,,,,Unknown,Unknown
LODGE-00507,De Bloem Lake View Pangalengan - Cottage,Santai,,,4.0,,-7.1912,107.548,699225.0,,,,,Penginapan berjenis Vacation_Rental bernama De Bloem Lake View Pangalengan - Cottage berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Ranjang bayi; Elevator; Perapian; Penghangat; Dapur; Kolam renang luar; Kompor; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis.,,Vacation_Rental,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781803327/muterbandung/penginapan/LODGE-00507_main_forced.jpg,https://www.bluepillow.com/search/64861cb97f7e24c1922f682b?dest=bkng&cat=apartment&lat=-7.19124&lng=107.54799&language=en,,,,,,,,,Unknown,Unknown
LODGE-00509,KM Heritage Villa,Santai,,,1.0,,-6.8097,107.1505,2045455.0,,,,,Penginapan berjenis Villa bernama KM Heritage Villa berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Ber-AC; Dapur.,,Villa,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781803330/muterbandung/penginapan/LODGE-00509_main_forced.jpg,https://www.booking.com/hotel/id/km-heritage-villa-kabupaten-cianjur.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15775038&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15775038_grp-2_gendate-20260524,,,,,,,,,Unknown,Unknown
LODGE-00511,Princess Villa,Santai,,,2.0,,-7.0791,107.4549,1479001.0,,,,,Penginapan berjenis Villa bernama Princess Villa berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Dapur; Pemanggang luar ruang; Kompor; TV Kabel.,,Villa,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789372/muterbandung/penginapan/LODGE-00511_main.jpg,https://www.booking.com/hotel/id/princess-villa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13072584&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13072584_grp-0_gendate-20260524,,,,,,,,,Unknown,Unknown
LODGE-00512,Sapadia Guesthouse Ciwidey Bandung,Santai,,,6.0,,-7.1141,107.4437,371571.0,,,,,Penginapan berjenis Guest_House bernama Sapadia Guesthouse Ciwidey Bandung berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Ber-AC; Bebas asap rokok; TV Kabel; Wi-Fi gratis.,,Guest_House,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789379/muterbandung/penginapan/LODGE-00512_main.jpg,https://www.bluepillow.com/search/67a2348c905c444f2d044665?dest=ago&cat=Vacation+rental+(other)&lat=-7.11411&lng=107.44366&language=en,,,,,,,,,Unknown,Unknown
LODGE-00517,Villa Tagar Hidayah,Santai,,,1.0,,-7.0858,107.4482,2970000.0,,,,,Penginapan berjenis Villa bernama Villa Tagar Hidayah berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Dapur; Mesin cuci.,,Villa,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789405/muterbandung/penginapan/LODGE-00517_main.jpg,https://www.booking.com/hotel/id/villa-tagar-hidayah.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13285045&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13285045_grp-1_gendate-20260524,,,,,,,,,Unknown,Unknown
LODGE-00518,Villa zann kaktus,Santai,,,1.0,,-7.1278,107.4193,630000.0,,,,,Penginapan berjenis Villa bernama Villa zann kaktus berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Dapur; Mesin cuci.,,Villa,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789429/muterbandung/penginapan/LODGE-00518_main.jpg,https://www.booking.com/hotel/id/villa-zann-kaktus.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15449007&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15449007_grp-3_gendate-20260524,,,,,,,,,Unknown,Unknown
LODGE-00522,Villa Daffa Ciwidey,Santai,,4.862169868805829,30.0,Positif,-7.1036,107.4534,818182.0,,,,,Penginapan berjenis Villa bernama Villa Daffa Ciwidey berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Dapur; Pemanggang luar ruang; Kompor; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis.,,Villa,,,,,,,,,,,4.25,16.0,0.0,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789441/muterbandung/penginapan/LODGE-00522_main.jpg,,,,,,,,,,Unknown,Unknown
LODGE-00524,Villa Kayu Ciwidey,Santai,,5.183415026278109,67.0,Positif,-7.1118,107.4237,802630.0,,,,,Penginapan berjenis Villa bernama Villa Kayu Ciwidey berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Ber-AC; Cocok untuk anak; Dapur; Kolam renang luar; Bebas asap rokok; Parkir gratis; Wi-Fi gratis.,,Villa,,,,,,,,,,,4.5,23.0,1.0,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789466/muterbandung/penginapan/LODGE-00524_main.jpg,https://www.agoda.com/villa-kayu-ciwidey/hotel/bandung-id.html,,,,,,,,,Unknown,Unknown
LODGE-00525,Aubrey Villa Ciwidey - Chalet,Santai,,,,,-7.124,107.5054,254919.0,,,,,Penginapan berjenis Villa bernama Aubrey Villa Ciwidey - Chalet berlokasi di bandung_raya_valid. Fasilitas yang tersedia: Ber-AC; Cocok untuk anak; Ranjang bayi; Kolam renang di dalam ruangan; Pemanggang luar ruang; Boleh bawa hewan peliharaan; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis.,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active_candidate,True,,,,,,,,,,,,,,,,,,,,,,indobert_sentiment_v1,indobert_sentiment_v1,,,https://res.cloudinary.com/df13xvhyj/image/upload/v1781789491/muterbandung/penginapan/LODGE-00525_main.jpg,https://www.bluepillow.com/search/59439a957c00cb0e643d6dea?dest=bkng&cat=Villa&lat=-7.12395&lng=107.50541&language=en,,,,,,,,,Unknown,Unknown
