penginapan_id,name,property_type,overall_rating,reviews,price_lowest,price_display,amenities,primary_image_url,link,data_quality_score,data_quality_label,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,rating_sentiment_score,name_looks_detail_listing,capacity_min_estimated,capacity_max_estimated,capacity_confidence,attention_score,attention_level,attention_reasons,recommended_data_action,refined_detail_listing_group,refined_detail_listing_action,refined_detail_listing_priority,refined_price_status,refined_price_action,refined_price_note,refined_low_quality_status,refined_low_quality_action,refined_low_quality_note,refined_overall_data_action
LODGE-00462,OYO 94158 Gateway Pasteur Apartment By Iyan,apartment,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4FP34tniGb-BVaOugEmWpT-W0LRHIR12SBK1CZ3E3-uUrnxbRfXhcfxSOERSpEYwh_iIzy1sh-uM0vsvxB31urhmw1hzrLkJ0RjltriBbUAQUSFRZBum1mngB7pVsP2EN2Kw=s10000,https://www.oyorooms.com/h/246902?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BDG467&latitude=-6.88931&longitude=107.5664&locale=id,0.32,low,0,,Belum tersedia,missing_review_confidence,,False,2,4,low_capacity_confidence,15,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,core_fields_missing,manual_rating_price_completion,rating dan harga belum cukup untuk ranking kuat,manual_core_completion_before_primary_ranking
LODGE-00463,OYO 94325 Cibogo Guesthouse,guest_house,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvEuWvD0KcyP_vxWODc09cDbBkKbpo5brERH6ThUtUclZLjXusLiLDha14AUXiLplaAIl7PWD6mrgl6a3usZQhkyl5uB9q-urjIDataV4EHZtEE77b1BMYcFinM9fhcEJC6N-5=s10000,https://www.oyorooms.com/h/249996?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BDG476&latitude=-6.88952&longitude=107.5797&locale=id,0.32,low,0,,Belum tersedia,missing_review_confidence,,False,1,2,low_capacity_confidence,14,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|property_type_maybe_needs_review,manual_or_source_completion,,,,,,,core_fields_missing,manual_rating_price_completion,rating dan harga belum cukup untuk ranking kuat,manual_core_completion_before_primary_ranking
LODGE-00464,Bumi Sarehat,hotel,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiOkOI0MPejYcZK2q4zY8jItMeE5qNo43Awjj5Yd-Jt7YnX_ekA0VV0pavhQuOhJwqaxd1RcXT4YRks_7-4tVmFWMB7mQF2c78inTr2AqRC2n8n23AZCGHmFH5ZCnJQ237H2NH=s10000,,0.26,low,0,,Belum tersedia,missing_review_confidence,,False,1,2,low_capacity_confidence,13,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-00465,Collection O 93344 Gateway Pasteur Apartement By Maestro,apartment,,,,,,https://images.trvl-media.com/lodging/101000000/100710000/100708700/100708691/019f66dd_z.jpg,,0.26,low,70,0.2131537318924858,Positif,high_review_confidence,,False,2,4,low_capacity_confidence,12,high,low_data_quality|missing_rating_and_price|missing_amenities|missing_source_link|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-00466,OYO 93921 Gateway Pasteur Apartment,apartment,,,,,,https://lh5.googleusercontent.com/p/15ZCAGsD7OlTu5N_h_QQEw=s10000,,0.26,low,0,,Belum tersedia,missing_review_confidence,,False,2,4,low_capacity_confidence,16,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-00467,OYO 94027 Apartemen Gateway Pasteur,apartment,,,,,,https://lh5.googleusercontent.com/p/ih9_sbrMcb5WX2o62SjR1g=s10000,,0.26,low,0,,Belum tersedia,missing_review_confidence,,False,2,4,low_capacity_confidence,16,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-00468,Sewa Apartemen Bandung,apartment,,,,,,https://lh5.googleusercontent.com/p/qE2h2B6quRkovGK9HlnpjA=s10000,,0.26,low,0,,Belum tersedia,missing_review_confidence,,False,2,4,low_capacity_confidence,14,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-00469,Wakeqi Villa,villa,,,,,,https://lh5.googleusercontent.com/p/s9-hvI9RQvdBvPfukFwohA=s10000,,0.26,low,2,0.6039155887225023,Positif,low_review_confidence,,False,4,8,low_capacity_confidence,12,high,low_data_quality|missing_rating_and_price|missing_amenities|missing_source_link|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-00470,OYO 93923 Gateway Pasteur Apartment By,apartment,,,,,,,,0.12,low,0,,Belum tersedia,missing_review_confidence,,False,2,4,low_capacity_confidence,18,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_image|missing_source_link|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-01651,Andy,hotel,,,,,,https://lh5.googleusercontent.com/p/ZeTBSPN-O8fb4qHBj7K56g=s10000,,0.4,low,0,,Belum tersedia,missing_review_confidence,,False,1,2,low_capacity_confidence,13,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-01652,Collection O 91614 Jarrdin Apartment,apartment,,,,,,https://lh5.googleusercontent.com/p/Sa4zztcHpiuHBJMOj78wgA=s10000,,0.4,low,0,,Belum tersedia,missing_review_confidence,,False,2,4,low_capacity_confidence,14,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link|capacity_low_confidence_for_unit_property,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-01654,OYO 93439 The Suites Metro By Interindo,hotel,,,,,,https://cdn.worldota.net/t/1024x768/content/72/46/724695833946c3cfcec438f7a767ab41368042a4.jpeg,,0.4,low,0,,Belum tersedia,missing_review_confidence,,False,1,2,low_capacity_confidence,13,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-01655,Purnama homes,hotel,,,,,,https://lh5.googleusercontent.com/p/Sa4zztcHpiuHBJMOj78wgA=s10000,,0.4,low,0,,Belum tersedia,missing_review_confidence,,False,1,2,low_capacity_confidence,15,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link|property_type_maybe_needs_review,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
LODGE-01656,Revin Vouncher Hotel,hotel,,,,,,https://lh5.googleusercontent.com/p/U68RK4csjAhsEGxFAK-5iQ=s10000,,0.4,low,0,,Belum tersedia,missing_review_confidence,,False,1,2,low_capacity_confidence,13,high,low_data_quality|missing_rating_and_price|missing_any_sentiment|missing_amenities|missing_source_link,manual_or_source_completion,,,,,,,hold_until_source_available,manual_source_completion,"rating, harga, dan sumber lemah; jangan jadi prioritas",manual_core_completion_before_primary_ranking
