penginapan_id,name,property_type,property_type_final_after_p3,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,amenities,primary_image_url,link,data_quality_score,data_quality_label,primary_dedupe_status,primary_dedupe_group_size,primary_dedupe_group_max_distance_km,primary_dedupe_keep_id,primary_dedupe_merged_from_ids,primary_dedupe_note,primary_dedupe_group_status,primary_dedupe_drop
LODGE-00148,Arumnala with butler and Breakfast at KBP,vacation_rental,vacation_rental,-6.8646,107.4569,cimahi_baros_pasteur,,,3177900.0,Rp 3.177.900,0,,Belum tersedia,missing_review_confidence,Ber-AC; Dapur; Microwave; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzBV4cAEHbNtsvRsWWFLiDSAu9GvwAvaO46UMaWHIXuEtsr-29Lb3aGXrFEQZVYswBWLxFe9tzYvHGz2FbcT66OoDC-L4I-B9TBVBV3i3JA==.jpg,https://www.booking.com/hotel/id/arumnala-with-butler-and-breakfast-at-kbp.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14565041&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14565041_grp-1_gendate-20260524,0.8,high,drop_primary_exact_duplicate,2,0.1196,LODGE-00147,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00785,Shakilla House 2 Syariah Rancagoong Cianjur,vacation_rental,vacation_rental,-6.8454,107.1133,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Gym; Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/11769744/0/606f1964d054a1a67335c86db43e0219.jpg?ce=2,https://www.agoda.com/guest-house-shakilla-2-rancagoong-cianjur/hotel/puncak-id.html,0.6,medium,drop_primary_exact_duplicate,2,0.0349,LODGE-00586,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00706,Nakula,vacation_rental,vacation_rental,-7.111,107.4971,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/50601949/0/a7592c6b73c6c762d43b02dffce5206b.jpg?ce=0&s=312x,https://www.bluepillow.com/search/65e2333493553be8f557ddbe?dest=ago&cat=Vacation+rental+(other)&lat=-7.11101&lng=107.49707&language=en,0.65,medium,drop_primary_exact_duplicate,2,0.0554,LODGE-00705,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00371,OYO 3463 Cimahi Guest House,guest_house,guest_house,-6.8982,107.5613,cimahi_baros_pasteur,3.7,323.0,,Rp 139.286,0,,Belum tersedia,missing_review_confidence,Free parking; Parking; Free Wi-Fi,,https://www.google.com/aclk?sa=l&ai=DChsSEwi316if4ueUAxVEicIIHT_8KpEYACICCAEQBRoCamY&co=1&ase=2&gclid=EAIaIQobChMIt9eon-LnlAMVRInCCB0__CqREA0YCCABEgLcUfD_BwE&cid=CAASugHkaEZtj3GSb4cBhFvRxJBK4rwP45OmHgh5g1CEFiMS-KByhPcxpNzell3JsrRiFm-yAYHqthBWYbPZgQTCK2U4rT2xZV7p3BcXE7KS68ETBXbNJiZtsQ5gN5wEh_z3qOIPc3LffvreUzX54dAZEYqY5shRm53fDj81KFGBxwAWCd5qJ7b8d1uV83G6m-IpqaLwO2bqYXFHw2MEcA5oufoNf18Ylp-NIsEQ_WAS1Movy88A54aqtsrNyxg&category=acrcp_v1_48&sig=AOD64_198Qgo9U-N69j84uTI0Cq3nnS7og&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00070,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00679,Camping hutan pinus singkur rahong - Tent,vacation_rental,vacation_rental,-7.1854,107.5475,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Cocok untuk anak; Bebas asap rokok,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/rooms-large-pictures/545443034.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEGSnYHV1BVXlkEEggLD0w1RAZF?lat=-7.18537&lng=107.54753&language=en,0.65,medium,drop_primary_exact_duplicate,2,0.0676,LODGE-00635,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00790,Wulandari Camp Riverside - Tent,vacation_rental,vacation_rental,-7.1834,107.5454,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Bebas asap rokok,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/560995801.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEAH3QHV1BVXlkEEggLD0thE1QU?lat=-7.18344&lng=107.54541&language=en,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00758,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00666,ALLIKA SHAKILLA HOUSE 3 SYARIAH LIMBANGAN CIANJUR,vacation_rental,vacation_rental,-6.8233,107.1218,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Ber-AC; Papan setrika; Dapur; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/31266067/0/da5e5859ccb1bf40ee0d4108b51131ed.jpg?ca=29&ce=0&s=312x,https://www.bluepillow.com/search/62de8b54de4e4eebed146ebf?dest=ago&cat=apartment&lat=-6.8233&lng=107.12181&language=en,0.65,medium,drop_primary_exact_duplicate,2,0.0248,LODGE-00665,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00687,Datar Pinus Cabin Mezzanine 18-1,vacation_rental,vacation_rental,-7.1854,107.5498,kbb_tengah_barat,,,,,22,0.6469663868167073,Positif,high_review_confidence,Balkon; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62943434/0/1821da38bbe97ca8cbe7b551bfb68e7c.jpg?ce=0,https://www.agoda.com/datar-pinus-cabin-mezzanine-18-1/hotel/palayangan-id.html,0.65,medium,drop_primary_exact_duplicate,2,0.0247,LODGE-00565,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00692,Gede pangrango resort n cafe,vacation_rental,vacation_rental,-6.8118,107.1454,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Dapur; Pemanggang luar ruang; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/35674737/0/b6de56413117ecb2ea5bde2ee1f91918.jpg?ce=0,https://www.agoda.com/unnamed-property/hotel/cianjur-id.html,0.65,medium,drop_primary_exact_duplicate,2,0.04,LODGE-00567,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00411,Pakuhaji Highland Eco-Resort,vacation_rental,vacation_rental,-6.8274,107.5405,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Ber-AC; Jemputan bandara; Balkon; Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/652300864.jpg?k=a30c9578655499745ebc89e1d7c1e99599a2c28ee70fcd3e9ea9128d1043c94b&o=&a=1538557,,0.55,medium,drop_primary_exact_duplicate,2,0.011,LODGE-00170,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00172,Perfect villa with city view for family gateaway,villa,villa,-6.8486,107.4719,cimahi_baros_pasteur,,,563065.0,Rp 563.065,0,,Belum tersedia,missing_review_confidence,Ber-AC; Papan setrika; Dapur; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/28717297/0/1662bf3536f282e8643ca481c3bd8ade.jpg?ca=23&ce=0&s=312x,https://www.bluepillow.com/search/62de8879de4e4eebed122074?dest=ago&cat=Vacation+rental+(other)&lat=-6.84859&lng=107.47193&language=en,0.8,high,drop_primary_exact_duplicate,2,0.0247,LODGE-00171,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00333,Villa Sapa Syariah Pakuhaji Highland Eco-Resort,villa,villa,-6.8272,107.5409,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/34124466/0/bad7de13c5f6c96a7cc6dc5c62a22ea1.jpg?ce=0&s=312x,https://www.bluepillow.com/search/639a195adf5d94a879fcdd79?dest=ago&cat=Vacation+rental+(other)&lat=-6.82721&lng=107.54087&language=en,0.65,medium,drop_primary_exact_duplicate,2,0.0494,LODGE-00332,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00736,Villa CHW Family,villa,villa,-7.1215,107.4216,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Dapur; Pemanggang luar ruang; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62046539/0/ed71dc9f5bd93ae5bc22b3f593f2be24.jpg?ce=0,https://www.agoda.com/villa-chw-family/hotel/bandung-id.html,0.65,medium,drop_primary_exact_duplicate,2,0.0248,LODGE-00599,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00697,Homestay murah ciwidey,guest_house,guest_house,-7.1196,107.4322,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Dapur; Mesin cuci; Wi-Fi gratis,https://pix8.agoda.net/geo/poi/32542/2_32542_02.jpg?ca=6&ce=1,https://www.agoda.com/homestay-murah-ciwidey/hotel/bandung-id.html,0.65,medium,drop_primary_exact_duplicate,2,0.0349,LODGE-00569,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00362,Lembur Kiwari Setra Duta RedPartner,hotel,hotel,-6.8665,107.5666,cimahi_baros_pasteur,4.3,148.0,,Rp 138.693,0,,Belum tersedia,missing_review_confidence,Pool; Free parking; Parking; Free Wi-Fi,,https://www.google.com/aclk?sa=l&ai=DChsSEwi316if4ueUAxVEicIIHT_8KpEYACICCAEQERoCamY&co=1&ase=2&gclid=EAIaIQobChMIt9eon-LnlAMVRInCCB0__CqREA0YBSABEgIqA_D_BwE&cid=CAASugHkaEZtj3GSb4cBhFvRxJBK4rwP45OmHgh5g1CEFiMS-KByhPcxpNzell3JsrRiFm-yAYHqthBWYbPZgQTCK2U4rT2xZV7p3BcXE7KS68ETBXbNJiZtsQ5gN5wEh_z3qOIPc3LffvreUzX54dAZEYqY5shRm53fDj81KFGBxwAWCd5qJ7b8d1uV83G6m-IpqaLwO2bqYXFHw2MEcA5oufoNf18Ylp-NIsEQ_WAS1Movy88A54aqtsrNyxg&category=acrcp_v1_48&sig=AOD64_2GYOf7sUe3jQSpkvnRV5crixm3ow&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0051,LODGE-00102,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00331,Villa Murah-Unik-Bersih di Lembang Cimahi Bandung,villa,villa,-6.901,107.515,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Balkon; Dapur; Parkir gratis,https://pix8.agoda.net/hotelImages/34408218/0/26a1041f3ff2bd18aa86c023a60a3a4e.jpg?ce=0,https://www.agoda.com/villa-murah-unik-bersih-di-lembang-cimahi-bandung/hotel/bandung-id.html,0.65,medium,drop_primary_exact_duplicate,2,0.0313,LODGE-00187,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00791,Wulandari Riverside - Tent,vacation_rental,vacation_rental,-7.1834,107.5454,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,Cocok untuk anak; Boleh bawa hewan peliharaan; Bebas asap rokok,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/rooms-large-pictures/606150625.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEATCUHV1BVXlkEEggLD0hkR1NH?lat=-7.18337&lng=107.5454&language=en,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00759,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00284,Bumi Castle Luxury Living di Kota Baru Parahyangan,vacation_rental,vacation_rental,-6.8681,107.4545,cimahi_baros_pasteur,,,,,0,,Belum tersedia,missing_review_confidence,Ber-AC; Dapur; Microwave; Kompor; Bebas asap rokok,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxRRyvo7Jt9zce_W4HaQl1L5wf_JF4vYG9vZzIImfe6fF6tU4gjWcJi0AHV3eFM9sKYdkO9pX-MYcEwAIUwsIfFBdJ5FxzxGhis77DjAthQ==.jpg,https://www.booking.com/hotel/id/bumi-castle-luxury-living-di-kota-baru-parahyangan.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12885276&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12885276_grp-0_gendate-20260524,0.65,medium,drop_primary_exact_duplicate,2,0.047,LODGE-00283,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01606,ARTOTEL Suites Aquila Bandung,hotel,hotel,-6.8954,107.5893,kota_bandung,4.4,2170.0,,Rp 714.764,0,,Belum tersedia,missing_review_confidence,Hot tub; Pool; Free parking; Parking; Fitness center; Free Wi-Fi; Outdoor pool,,https://www.google.com/aclk?sa=l&ai=DChsSEwjGy-6DpOaUAxUnjMIIHX4IObwYACICCAEQDRoCamY&co=1&ase=2&gclid=EAIaIQobChMIxsvug6TmlAMVJ4zCCB1-CDm8EA0YByABEgJg-vD_BwE&cid=CAASugHkaEaNfybNslr420Hep2TgCQsfS8p8ycb5dSOtQw1aZHPkeisHdMVJooTnqEBYh3hvVNqsMsOxgfLrWSAq3EYAO9z6i8ldhuKWFLJlFl_8-muY4oZleTqckbPoRkW8hLXiJ1H3WVYEkEwBwVUpjJ1_h8bZHa4oJV5Zg2qhn54fu_MgjfsSSsx_vgjgW0VYLodbKdh1RqGvwOxg5oTuDqJDnHQe9H-dD4DBkkfuiAFyp5nWfZy-Vji5mQA&category=acrcp_v1_48&sig=AOD64_2cUuN9ibwxHIKSEe7B8CMD1-ehJA&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00853,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-00797,OZ Cabin by Farmstay Managel,vacation_rental,vacation_rental,-6.7861,107.1329,kbb_tengah_barat,,,,,0,,Belum tersedia,missing_review_confidence,,https://media.staticontent.com/media/pictures/b0ba278e-85dd-4d70-92b4-47a1e1fd4721,https://www.us.despegar.com/hotels/h-6932280,0.55,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00621,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01241,Cozy Room @ Hallo Tidur by Tio,vacation_rental,vacation_rental,-6.892,107.6053,kota_bandung,2.5131,257.0,245533.0,Rp 245.533,0,,Belum tersedia,missing_review_confidence,Ber-AC; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel,https://images.trvl-media.com/lodging/94000000/93480000/93473100/93473052/4467bdb8_z.jpg,,0.9,high,drop_primary_exact_duplicate,2,0.0,LODGE-00896,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01612,HARRIS Hotel & Conventions Festival Citylink Bandung,hotel,hotel,-6.9296,107.5866,kota_bandung,4.6,9521.0,,Rp 550.413,0,,Belum tersedia,missing_review_confidence,Spa; Pool; Kid-friendly; Restaurant; Free parking; Bar; Room service; Airport shuttle; Fitness center; Free Wi-Fi; Outdoor pool; Free breakfast; Air conditioning,,https://www.google.com/aclk?sa=l&ai=DChsSEwias5mIluWUAxXLLtQBHWkVDu0YACICCAEQERoCb2E&co=1&gclid=EAIaIQobChMImrOZiJbllAMVyy7UAR1pFQ7tEA0YCSABEgL8CPD_BwE&cid=CAASugHkaA9G-YpBHdfk6sOXZO6crxW1XtxhbnVSyF8f-EXzZUwIgpP-bcV17lobjN4sgWGHSIaR4C2oVKmwfLqfYojGj-gOx3A8O-fitHs37sLb-rr-snRh8Kwu6wuyk6jBBalhEzVYP4WRjfWpJu2_VBmO2tVl0-ihAp0f80XA_y6FXAn-d6XGB2Xqk3nJdxHRF661D8suIsq9FDXyaIzjDp0nSZccXZQ2bnwh1UuTcdCwIx1fyZvcWfWd20g&sig=AOD64_0Kd61XVXhDt-4R3_46bKosahAZzA&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00922,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01613,Holiday Inn Bandung Pasteur,hotel,hotel,-6.8961,107.5906,kota_bandung,4.8,23896.0,,Rp 922.328,0,,Belum tersedia,missing_review_confidence,Spa; Pool; Kid-friendly; Restaurant; Free parking; Bar; Room service; Airport shuttle; Fitness center; Free Wi-Fi; Outdoor pool; Air conditioning,,https://www.google.com/aclk?sa=l&ai=DChsSEwias5mIluWUAxXLLtQBHWkVDu0YACICCAEQDxoCb2E&co=1&gclid=EAIaIQobChMImrOZiJbllAMVyy7UAR1pFQ7tEA0YAyABEgKw4PD_BwE&cid=CAASugHkaA9G-YpBHdfk6sOXZO6crxW1XtxhbnVSyF8f-EXzZUwIgpP-bcV17lobjN4sgWGHSIaR4C2oVKmwfLqfYojGj-gOx3A8O-fitHs37sLb-rr-snRh8Kwu6wuyk6jBBalhEzVYP4WRjfWpJu2_VBmO2tVl0-ihAp0f80XA_y6FXAn-d6XGB2Xqk3nJdxHRF661D8suIsq9FDXyaIzjDp0nSZccXZQ2bnwh1UuTcdCwIx1fyZvcWfWd20g&sig=AOD64_1MnuKjP1vreHPS9IPMOiMIQJ2PgA&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00926,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01615,Hotel Santika Pasir Koja,hotel,hotel,-6.9329,107.5905,kota_bandung,4.7,2391.0,,Rp 584.182,0,,Belum tersedia,missing_review_confidence,Pool; Restaurant; Free parking; Room service; Airport shuttle; Free Wi-Fi; Outdoor pool; Free breakfast; Air conditioning,,https://www.google.com/aclk?sa=l&ai=DChsSEwias5mIluWUAxXLLtQBHWkVDu0YACICCAEQDRoCb2E&co=1&gclid=EAIaIQobChMImrOZiJbllAMVyy7UAR1pFQ7tEA0YCCABEgLYvPD_BwE&cid=CAASugHkaA9G-YpBHdfk6sOXZO6crxW1XtxhbnVSyF8f-EXzZUwIgpP-bcV17lobjN4sgWGHSIaR4C2oVKmwfLqfYojGj-gOx3A8O-fitHs37sLb-rr-snRh8Kwu6wuyk6jBBalhEzVYP4WRjfWpJu2_VBmO2tVl0-ihAp0f80XA_y6FXAn-d6XGB2Xqk3nJdxHRF661D8suIsq9FDXyaIzjDp0nSZccXZQ2bnwh1UuTcdCwIx1fyZvcWfWd20g&sig=AOD64_3onqwgH1zf9iyw_cDd_nQ5GVZOXA&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-00938,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01626,Summer Hills Hotel & Villas Bandung,villa,villa,-6.8706,107.5859,kota_bandung,4.3,2855.0,,Rp 368.182,0,,Belum tersedia,missing_review_confidence,Pool; Free parking; Parking; Free Wi-Fi; Outdoor pool; Free breakfast,,https://www.google.com/aclk?sa=l&ai=DChsSEwiMmIy08ueUAxWai8IIHbvYLwYYACICCAEQBxoCamY&co=1&gclid=EAIaIQobChMIjJiMtPLnlAMVmovCCB272C8GEA0YASABEgJ7lPD_BwE&cid=CAASugHkaNmHS2MwxQqaE9HjSmiP800NQ9-x2JTmoJXbGSpSPHn6_aRIL_hTbvQA2zC3EVjYlKXWctWkvPqsY7-aA_feH9_AQ154EnjdWdvKse1QAo_FQ3WpVGD5xpJVo8Zas3ezMHjhI2rQ3zOBnx8Qd4r1YT675dyyigJ-5GF62OP7zoMkjMMn0t1_YKev3hSs85xIbUc8WGqkZtefZk2DfzQ0P759EIC24ik63XJtg-U29BcO9ojUDQUzi40&sig=AOD64_3FfuWyXNaQ7ZDrLW0I6qrNdd8omw&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-01043,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01628,The Trans Luxury Hotel,hotel,hotel,-6.9271,107.6363,kota_bandung,4.8,14046.0,,Rp 1.547.665,0,,Belum tersedia,missing_review_confidence,Hot tub; Spa; Pool; Kid-friendly; Restaurant; Free parking; Bar; Room service; Airport shuttle; Fitness center; Free Wi-Fi; Outdoor pool; Air conditioning,,https://www.google.com/aclk?sa=l&ai=DChsSEwias5mIluWUAxXLLtQBHWkVDu0YACICCAEQAxoCb2E&co=1&gclid=EAIaIQobChMImrOZiJbllAMVyy7UAR1pFQ7tEA0YBCABEgLDxvD_BwE&cid=CAASugHkaA9G-YpBHdfk6sOXZO6crxW1XtxhbnVSyF8f-EXzZUwIgpP-bcV17lobjN4sgWGHSIaR4C2oVKmwfLqfYojGj-gOx3A8O-fitHs37sLb-rr-snRh8Kwu6wuyk6jBBalhEzVYP4WRjfWpJu2_VBmO2tVl0-ihAp0f80XA_y6FXAn-d6XGB2Xqk3nJdxHRF661D8suIsq9FDXyaIzjDp0nSZccXZQ2bnwh1UuTcdCwIx1fyZvcWfWd20g&sig=AOD64_06bKX3fQyAHPN-hR_C9dVjMHrs8w&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-01058,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01630,de Java Hotel,hotel,hotel,-6.8889,107.5971,kota_bandung,4.4,4348.0,,Rp 568.669,0,,Belum tersedia,missing_review_confidence,Spa; Pool; Kid-friendly; Restaurant; Free parking; Room service; Airport shuttle; Fitness center; Free Wi-Fi; Air conditioning,,https://www.google.com/aclk?sa=l&ai=DChsSEwias5mIluWUAxXLLtQBHWkVDu0YACICCAEQBRoCb2E&co=1&gclid=EAIaIQobChMImrOZiJbllAMVyy7UAR1pFQ7tEA0YBiABEgLHZPD_BwE&cid=CAASugHkaA9G-YpBHdfk6sOXZO6crxW1XtxhbnVSyF8f-EXzZUwIgpP-bcV17lobjN4sgWGHSIaR4C2oVKmwfLqfYojGj-gOx3A8O-fitHs37sLb-rr-snRh8Kwu6wuyk6jBBalhEzVYP4WRjfWpJu2_VBmO2tVl0-ihAp0f80XA_y6FXAn-d6XGB2Xqk3nJdxHRF661D8suIsq9FDXyaIzjDp0nSZccXZQ2bnwh1UuTcdCwIx1fyZvcWfWd20g&sig=AOD64_3frWKvI7K7kO8Ed7G1UFqkeMpY2Q&adurl=,0.6,medium,drop_primary_exact_duplicate,2,0.0,LODGE-01091,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01424,Bandung Scenic View W Pool,vacation_rental,vacation_rental,-6.8837,107.5811,kota_bandung,,,314182.0,Rp 314.182,0,,Belum tersedia,missing_review_confidence,Ber-AC; Papan setrika; Dapur; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/637021355.jpg?k=18f72f0ab80e58a65244c26063d6df28e1025d6dbb34f29653e832a072398642&o=&s=312x,https://www.bluepillow.com/search/67a24412905c444f2d0d9a3f?dest=ago&cat=Vacation+rental+(other)&lat=-6.8837&lng=107.58113&language=en,0.8,high,drop_primary_exact_duplicate,2,0.0458,LODGE-01110,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01311,Rehat at Villa Golf Island Dago Resort II,villa,villa,-6.8656,107.6479,kota_bandung,4.85,5.0,3993788.0,Rp 3.993.788,0,,Belum tersedia,missing_review_confidence,Ber-AC; Balkon; Bebas asap rokok; Parkir gratis; Wi-Fi gratis,https://static.cupid.travel/hotels/ex_6bec1315_z.jpg,,0.9,high,drop_primary_exact_duplicate,2,0.0,LODGE-01178,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01315,Skara by Kozystay - Bandung,vacation_rental,vacation_rental,-6.9093,107.6102,kota_bandung,4.94,17.0,951106.0,Rp 951.106,0,,Belum tersedia,missing_review_confidence,Ber-AC; Papan setrika; Kolam renang luar; Bebas asap rokok; Wi-Fi gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/images.trvl-media.com/lodging/115000000/114930000/114924800/114924769/8919e868.jpg?impolicy=ccrop&w=1000&h=666&q=medium&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.9,high,drop_primary_exact_duplicate,2,0.011,LODGE-01186,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
LODGE-01401,Tabgha by Kozystay - Dago,vacation_rental,vacation_rental,-6.8548,107.6492,kota_bandung,4.91,11.0,5142640.0,Rp 5.142.640,0,,Belum tersedia,missing_review_confidence,Ber-AC; Ranjang bayi; Papan setrika; Dapur; Microwave; Kolam renang luar; Kompor; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zs5CXpiAz5kwGGUaxaalSz27jhGDAELaPkRvZDKPTiuu8HycS9ZrqPFCzfjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGo49Qn31qiMVOoIxofR_2o8VcZA3AAhCPReYBoJ8vY2Gq2593GaA4u4Ocfbb2nQda_hO30Az3JWsq7VXLkiv-8O4z7SdYnZA-Px5ouyYfAdwFy1RWDeYWvY-e-l4UwhD7hJfSllKUQ-6blhdvk_2497wQhMpeBvN70nt-9kttQdgC2mgSw,,0.85,high,drop_primary_exact_duplicate,2,0.0,LODGE-01189,,Nama sama dan koordinat dekat; dikeluarkan dari primary agar tidak dobel.,auto_dedupe_close_exact_name,True
