penginapan_id,name,property_type,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,amenities,primary_image_url,link,data_quality_score,data_quality_label,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,capacity_min_estimated,capacity_max_estimated,capacity_confidence,refined_detail_listing_group,refined_detail_listing_action,refined_price_status,refined_price_action,refined_low_quality_status,refined_low_quality_action,attention_level,attention_reasons,same_name_count_in_dataset,listing_policy_status,listing_policy_action,listing_policy_reason,primary_ranking_allowed,secondary_ranking_allowed,manual_validation_needed,manual_validation_topic,validator_priority,validator_question,allowed_manual_decisions,suggested_default_decision,manual_decision,manual_note
LODGE-00204,Modern Heights 2Br At The Edge Bandung Apartment,apartment,-6.8966,107.5369,cimahi_baros_pasteur,,,843493.0,Rp 843.493,Ber-AC; Dapur; Kolam renang luar; Kompor; Wi-Fi gratis,https://media.staticontent.com/media/pictures/0a6a20e0-72ae-4244-91d7-c389f8976332,,0.75,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00205,Mountain View at The Edge,apartment,-6.8974,107.5367,cimahi_baros_pasteur,,,358164.0,Rp 358.164,Ber-AC; Dapur; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/632475301.jpg?k=47baeec2f0933dc6a78fe2b2d660d3239d988143e36d1408bfd123acedc0c717&o=&s=312x,https://www.bluepillow.com/search/67a243cf905c444f2d0d405e?dest=ago&cat=Vacation+rental+(other)&lat=-6.89745&lng=107.53668&language=en,0.75,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,,,,,,,medium,missing_rating_or_reviews|missing_any_sentiment|capacity_low_confidence_for_unit_property,3,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00208,Spacious 1Br Apartment At The Edge Cimahi Bandung,apartment,-6.897,107.5369,cimahi_baros_pasteur,,,841348.0,Rp 841.348,Ber-AC; Elevator; Gym; Kolam renang luar; Bebas asap rokok; Dapat diakses pengguna kursi roda,https://images.trvl-media.com/lodging/120000000/119030000/119026800/119026746/9182c339_z.jpg,,0.75,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,2,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00209,Spacious Studio The Edge Bandung Apartment By Travelio,apartment,-6.8971,107.5373,cimahi_baros_pasteur,,,488136.0,Rp 488.136,Ber-AC; Elevator; Gym; Dapur; Kompor; Bebas asap rokok; TV Kabel; Wi-Fi gratis,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzGWoL59ruvGm2X4-kxck95dkiB637YyVfCp4YJVxv_SxnPSrPDe37qBbGoqHx0nos44C9TaB0fDYSo2SWSSa_q_pb6nhrhBLzKQKqT1w7Q==.jpg,,0.75,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00210,Tanara Home Syariah - Four-Bedroom House,vacation_rental,-6.8611,107.481,cimahi_baros_pasteur,,,1869715.0,Rp 1.869.715,Ber-AC; Ranjang bayi; Kolam renang di dalam ruangan; Papan setrika; Dapur; Microwave; Kompor; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzMSs1oMg1t9w2onO1PVHAn-cdZBHxIMT1BmAwPqmqCuvDrOHUIWD6ocsOIj4wHkM7XD9cliVhrhmyCLsAuSdVsK5c6BhPIUH88MkN123Ng==.jpg,,0.75,high,0,,Belum tersedia,missing_review_confidence,6,8,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00211,The Chic 2Br Apartment At The Edge Bandung,apartment,-6.8976,107.5372,cimahi_baros_pasteur,,,843493.0,Rp 843.493,Ber-AC; Elevator; Gym; Kolam renang luar; Bebas asap rokok,https://images.trvl-media.com/lodging/114000000/113240000/113232000/113231984/62633935_z.jpg,,0.75,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00218,Apartemen THE EDGE dengan pemandangan kota,apartment,-6.8978,107.5371,cimahi_baros_pasteur,,,,,Balkon; Cocok untuk anak; Elevator; Kolam renang luar; Parkir berbayar; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/30189115/0/ad837930513098961b1b79c78a607a39.jpg?ce=0,https://www.agoda.com/apartemen-dengan-pemandangan-kota-yang-indah/hotel/bandung-id.html,0.7,medium,19,0.4338838081813514,Positif,high_review_confidence,2,4,low_capacity_confidence,,,,,,,medium,missing_rating_and_price|capacity_low_confidence_for_unit_property,1,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00219,Apartement The Edge by Key properti - Two-Bedroom Apartment,apartment,-6.8975,107.5378,cimahi_baros_pasteur,3.5,1.0,,,Ber-AC; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/400872755.jpg?k=03378484d79cfe5db6360f0f6b80f3880c915b4b3be8dab964fab3ad63c96542&o=&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,medium,missing_price|missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00221,Bobo inn Baros The Edge,apartment,-6.8974,107.5371,cimahi_baros_pasteur,,,299344.0,Rp 299.344,Ber-AC; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/598745130.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.7,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,,,,,,,medium,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|capacity_low_confidence_for_unit_property,1,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00223,Casa Indigo - KBP - Three-Bedroom House,vacation_rental,-6.8757,107.4727,cimahi_baros_pasteur,,,,,Ber-AC; Cocok untuk anak; Ranjang bayi; Bak air panas; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/1200x1200/642215250.jpg?k=c38cb77f552c3f175f5182074d262110693d9dca1ca1798ebe7698bb30915879&o=,https://www.bluepillow.com/search/67a234a25a2dfa15b183754b?dest=bkng&cat=House&lat=-6.87568&lng=107.47266&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00224,Cozy Rooms at The Edge by Lia - One-Bedroom Apartment,apartment,-6.8974,107.539,cimahi_baros_pasteur,,,,,Ber-AC; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/538289875.jpg?k=10a6a4f54dc98b2aa54ecdcb60f215c98ab6fdc76116313d0240257a63c61203&o=,https://www.bluepillow.com/search/662647494338d48a8fc92fae/1175312602?dest=bkng&cat=Apartment&lat=-6.89744&lng=107.53905&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00225,Cozy Rooms at The Edge by Lia - Studio Apartment,apartment,-6.8974,107.539,cimahi_baros_pasteur,,,,,Ber-AC; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/538289875.jpg?k=10a6a4f54dc98b2aa54ecdcb60f215c98ab6fdc76116313d0240257a63c61203&o=,https://www.bluepillow.com/search/662647494338d48a8fc92fae/1175312603?dest=bkng&cat=Apartment&lat=-6.89744&lng=107.53905&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00226,Cozy Rooms at The Edge by Lia - Two-Bedroom Apartment,apartment,-6.8974,107.539,cimahi_baros_pasteur,,,,,Ber-AC; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/538289875.jpg?k=10a6a4f54dc98b2aa54ecdcb60f215c98ab6fdc76116313d0240257a63c61203&o=,https://www.bluepillow.com/search/662647494338d48a8fc92fae?dest=bkng&cat=Apartment&lat=-6.89744&lng=107.53905&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00227,Cozy house @Tatar simakirana Kota baru Parahyangan - Three-Bedroom Villa,villa,-6.8698,107.4557,cimahi_baros_pasteur,,,,,Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/491004183.jpg?k=25759221e6bd91e0f6166a759945d63b1198a9c84113153fd95f91c19cbc603e&o=,https://www.bluepillow.com/search/6582d9b76c560103cb444048?dest=bkng&cat=Villa&lat=-6.86979&lng=107.45572&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing|property_type_maybe_needs_review,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00228,Davion House near IKEA KBP by YourHome - Three-Bedroom House,vacation_rental,-6.857,107.4904,cimahi_baros_pasteur,,,,,Ber-AC; Jemputan bandara; Cocok untuk anak; Ranjang bayi; Elevator; Kolam renang di dalam ruangan; Dapur; Microwave; Bebas asap rokok; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/761658448.jpg?k=799cc297e1359f94c39edb78236dea619080191cc08f127a047309c39201c978&o=&a=1538557,https://www.bluepillow.com/search/695e9bf6ac408a6eb70c2992?dest=bkng&cat=House&lat=-6.85704&lng=107.49039&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00230,Great Choice 2Br At The Edge Bandung Apartment,apartment,-6.8961,107.5356,cimahi_baros_pasteur,,,688278.0,Rp 688.278,Dapur,https://images.trvl-media.com/lodging/91000000/90760000/90753000/90752965/d62e7154.jpg?impolicy=ccrop&w=1000&h=666&q=medium,,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00232,High Livin Apartment Baros - Studio Apartment,apartment,-6.8977,107.5373,cimahi_baros_pasteur,2.5,2.0,,,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/315976469.jpg?k=4d93bac3fcf3812ddd14d88dec006ac18ada9ad3b064c3458a4b16f66cf35091&o=&a=1538557,,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,medium,missing_price|missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00234,Larisa Homestay Syariah 2 - Three-Bedroom House,guest_house,-6.8643,107.457,cimahi_baros_pasteur,4.8504,23.0,,,Ber-AC; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi Berbayar,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/467540884.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.7,medium,0,,Belum tersedia,missing_review_confidence,5,6,medium_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_price|missing_source_link|looks_like_detail_or_unit_listing|property_type_maybe_needs_review,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00236,"Lioravilla15 KBP with private pool, very comfortable and cozy, near WHOOSH and WAHOO - Villa with Private Pool",villa,-6.8744,107.472,cimahi_baros_pasteur,,,,,Ber-AC; Cocok untuk anak; Ranjang bayi; Bak air panas; Dapur; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/1200x1200/638131285.jpg?k=c598e9c68bfa9bc3ce904be8519c351e336a96b7e07f419f4d05f890331d0848&o=,https://www.bluepillow.com/search/68118fea6178c7268f2a7554?dest=bkng&cat=Villa&lat=-6.87443&lng=107.47198&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing|capacity_low_confidence_for_unit_property,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00237,Lioravilla21 Kota Baru Parahyangan - Villa with Private Pool,villa,-6.8743,107.4722,cimahi_baros_pasteur,,,,,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Gym; Dapur; Microwave; Pemanggang luar ruang; Kolam renang luar; Kompor; Bebas asap rokok; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/819467017.jpg?k=da1bb8b4cec1642579a32d9ead6cac3ad35d8371b805dc3ab317ed4063a02740&o=&a=1538557,https://www.bluepillow.com/search/66264a984338d48a8fcaada9?dest=bkng&cat=Villa&lat=-6.8743&lng=107.47215&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing|capacity_low_confidence_for_unit_property,3,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00240,Luxury Living At The Edge - Studio,apartment,-6.8974,107.5372,cimahi_baros_pasteur,,,,,Ber-AC; Cocok untuk anak; Dapur; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/300124963.jpg?k=eaf48890264d89650acb158b961a03c8feda65db933b16f211ded1fcf7de3638&o=,https://www.bluepillow.com/search/654cfd1f3011da1e8b79bfb1?dest=bkng&cat=House&lat=-6.89739&lng=107.53718&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00241,Nyaman Wangi Villa Kota Baru Parahyangan - Three-Bedroom Villa,villa,-6.8695,107.453,cimahi_baros_pasteur,,,,,Ber-AC; Ranjang bayi; Elevator; Penghangat; Papan setrika; Dapur; Microwave; Kolam renang luar; Kompor; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/794355765.jpg?k=c9fd0348d42fb5b7a2e84409ad9891a27a185476d6434121c748a5ffd2197965&o=&a=1538557,https://www.bluepillow.com/search/6949a9b95c042e01bace5a45?dest=bkng&cat=Villa&lat=-6.86954&lng=107.45305&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00244,Scenic 2BR at The Edge Bandung Apt By Travelio,apartment,-6.8971,107.5373,cimahi_baros_pasteur,,,,,Elevator; Gym; Dapur; Kolam renang luar; Parkir berbayar,https://pix8.agoda.net/hotelImages/62091889/0/e7d47bf885928dd7802afe141ec72787.jpeg?ce=0,https://www.agoda.com/scenic-2br-at-the-edge-bandung-apt-by-travelio/hotel/bandung-id.html,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00245,Studio Seventeen - The EDGE Apartment - One-Bedroom Apartment,apartment,-6.8973,107.5365,cimahi_baros_pasteur,,,,,Ber-AC; Dapur; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/276717633.jpg?k=97247335409455e62893658bbcbbf0cd77e904c7970b74deb1da80fe6557b65b&o=,https://www.bluepillow.com/search/6398cb04c551970d3c725e66?dest=bkng&cat=Apartment&lat=-6.89729&lng=107.53653&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00246,The Edge By Orin,apartment,-6.897546,107.5372759,cimahi_baros_pasteur,4.2,11.0,,,"Free Wi-Fi, Parking ($), Outdoor pool, Air conditioning, Restaurant, Kitchen",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRXbT_6jMh0E9bgdXnBp5QdhF7PyZTLxCdeAnK80nYNmxakT9O10n2zxQO1SxVWiHGLzT4_KPvHgUO-Gw7erNa7nhHB4V08ok0jtlgJgli7TSXIoO3pXy1ozX5i2ag_wSFdReazg=s10000,https://theedgebyorin.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,0.7,medium,2,0.5919827068831613,Positif,low_review_confidence,2,4,low_capacity_confidence,,,,,,,low,missing_price|capacity_low_confidence_for_unit_property,1,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00247,Theedge_by sabna - One-Bedroom Apartment,apartment,-6.898,107.5365,cimahi_baros_pasteur,,,,,Ber-AC; Dapur; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/379683278.jpg?k=56949b018ac8daceb925fae0dac17c6077892626ec46c65182aea9e28b158d49&o=,https://www.bluepillow.com/search/6398f932c551970d3c75b322?dest=bkng&cat=House&lat=-6.89804&lng=107.53651&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00248,Villa Adryan Pakuhaji Bandung - Villa,villa,-6.8316,107.5377,cimahi_baros_pasteur,,,,,Ber-AC; Cocok untuk anak; Bak air panas; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/416697647.jpg?k=3770e6e334ad27e82948d4322ecf543c1540994f21f9e2be35d185bbd71aeb45&o=,https://www.bluepillow.com/search/65837bc26c560103cb456f62?dest=bkng&cat=Villa&lat=-6.83164&lng=107.53769&language=en,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing|capacity_low_confidence_for_unit_property,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00249,Villa Tropica - 4BDR House near Whoosh by Casa99 KBP,villa,-6.8745,107.473,cimahi_baros_pasteur,5.0,1.0,,,Ber-AC; Papan setrika; Dapur; Microwave; Kolam renang luar; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/803586050.jpg?k=353ebe8db80e8166c69f4e0557541b0766091c4cc25e5a2a854ba2b0bf5b8c30&o=&a=1538557,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_price|missing_source_link|looks_like_detail_or_unit_listing|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00253,Collection O 1453 The Edge Apartment Cimahi By Kamarku,apartment,-6.8976519,107.5370738,cimahi_baros_pasteur,2.0,4.0,,,"Free Wi-Fi, Pool, Restaurant",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtBKvwhF6nd0MLn6XLl9Yr-8GlbtBQJ9twiblVBLsbuCEOlxjbtsub9zHs9qQk4Dy48-Tjn9hsUyOTZHV6Q2XSqgVjwD4AbEeJn86e9tKorej6vzMEBOQktGsBqzFAkp-Gt_ekiA=s10000,https://www.oyorooms.com/ID/79401/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_CMI001&latitude=-6.89765188570736&longitude=107.537073791027&locale=id,0.68,medium,3,0.5034122962150197,Positif,low_review_confidence,2,4,low_capacity_confidence,,,,,,,low,missing_price|capacity_low_confidence_for_unit_property,2,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00254,High Livin Apartment Baros,apartment,-6.8974765,107.5369822,cimahi_baros_pasteur,3.2,121.0,,,"Wi-Fi ($), Parking, Outdoor pool, Air conditioning, Fitness center, Restaurant, Full-service laundry, Accessible",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHu0vPxhwOJy2Ku1QoY0F4NOzorYvcYSuOUiRlxbqxUKRLvJkfnt1U6RY6LhH4O9wJgCa6qehA_beaNZi9-2N4jBZV4pKcD7Z3Y5O7edgR6G2AbFkm-5-B1OskyS4951JmCDWCGFM4HMi2B=s10000,,0.68,medium,23,0.2014250760496551,Positif,high_review_confidence,2,4,low_capacity_confidence,,,,,,,medium,missing_price|missing_source_link|capacity_low_confidence_for_unit_property,1,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00258,Apartment 2Bedroom Gateway Pasteur By Kevin,apartment,-6.890018463,107.5661774,cimahi_baros_pasteur,,,541908.0,Rp 541.908,"Balkon, Elevator, Gym, Dapur, Kolam renang luar, Parkir berbayar, Wi-Fi gratis",https://pix8.agoda.net/hotelImages/35764829/0/e44b83b32d0e49138c66f20a966cbdc4.jpg?ce=0,https://www.agoda.com/gateway-pasteur-2bedroom-by-kevin-property/hotel/bandung-id.html,0.66,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,,,,,,,medium,missing_rating_or_reviews|missing_any_sentiment,1,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00259,Brand New 1BR at Apt Gateway Pasteur By Travelio,apartment,-6.889533043,107.5661316,cimahi_baros_pasteur,,,496714.0,Rp 496.714,"Elevator, Dapur, Kolam renang luar",https://pix8.agoda.net/hotelImages/59597340/0/5d1d5d0f24d96d071c48d02d34221f25.jpeg?ce=0,https://www.agoda.com/brand-new-1br-at-apt-gateway-pasteur-by-travelio/hotel/bandung-id.html,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_or_reviews|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
