penginapan_id,name,property_type,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,amenities,primary_image_url,link,data_quality_score,data_quality_label,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,capacity_min_estimated,capacity_max_estimated,capacity_confidence,refined_detail_listing_group,refined_detail_listing_action,refined_price_status,refined_price_action,refined_low_quality_status,refined_low_quality_action,attention_level,attention_reasons,same_name_count_in_dataset,listing_policy_status,listing_policy_action,listing_policy_reason,primary_ranking_allowed,secondary_ranking_allowed,manual_validation_needed,manual_validation_topic,validator_priority,validator_question,allowed_manual_decisions,suggested_default_decision,manual_decision,manual_note
LODGE-00005,Villa wanacosta - Three-Bedroom Villa,villa,-6.6463,107.5338,bandung_raya_other,,,2476294.0,Rp 2.476.294,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Perapian; Penghangat; Bak air panas; Kolam renang di dalam ruangan; Papan setrika; Dapur; Kompor; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://static.cupid.travel/hotels/590676084.jpg,https://www.bluepillow.com/search/68119d4a6178c7268f2b2987?dest=bkng&cat=Villa&lat=-6.64633&lng=107.53378&language=en,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_or_reviews|missing_any_sentiment|looks_like_detail_or_unit_listing,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00009,Villa wanacosta - Three-Bedroom Villa,villa,-6.6463,107.5338,bandung_raya_other,,,2250001.0,Rp 2.250.001,Ber-AC; Gym; Penghangat; Papan setrika; Dapur; Kompor; Boleh bawa hewan peliharaan; TV Kabel; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxfNwA8wBjniP_J-73mAP58dJEO70sEZal01dEetCqND78wQYBhCSvQg1xUtPTtVxgDic9rpn91GVOV1MqHt_WYUIa2LTELF9PVSAsXk2Qw==.jpg,https://www.booking.com/hotel/id/villa-wanacosta.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12674072&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12674072_grp-0_gendate-20260524,0.8,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_or_reviews|missing_any_sentiment|looks_like_detail_or_unit_listing,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00023,Porlak Jahe Giri Tirta Kahuripan - Standard Studio,apartment,-6.6343,107.5353,bandung_raya_other,,,,,Ber-AC; Cocok untuk anak; Bebas asap rokok,https://static.cupid.travel/hotels/583292719.jpg,https://www.bluepillow.com/search/68e3dcacf93025efadab8926?dest=nuit&cat=&lat=-6.63433&lng=107.53528&language=en,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_rating_and_price|missing_any_sentiment|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00028,Artistic 1BR Apartment at Gateway Pasteur near Exit Toll Pasteur By Travelio,apartment,-6.8903,107.5664,cimahi_baros_pasteur,1.5,1.0,550267.0,Rp 550.267,Ber-AC; Elevator; Gym; Dapur; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzMLjcA9vGBqZ3YX06flnUvesL-1AXimx30wHPp2NZfWSuF3vsC_itQwkzO-8cgMy_0J7RVfXCMc2c9wHB8Z1Nim7zHkEhUqx5-LiffFxng==.jpg,https://www.booking.com/hotel/id/artistic-1br-apartment-at-gateway-pasteur-near-exit-toll-pasteur-by-travelio.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-7171172&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-7171172_grp-0_gendate-20260524,1.0,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00031,Clamitan House - Villa,villa,-6.8495,107.4728,cimahi_baros_pasteur,4.4,5.0,726358.0,Rp 726.358,Ber-AC; Jemputan bandara; Cocok untuk anak; Ranjang bayi; Elevator; Papan setrika; Dapur; Microwave; Kompor; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://static.cupid.travel/hotels/563279626.jpg,https://www.bluepillow.com/search/65ca110e671b07d23c6d22c6?dest=bkng&cat=apartment&lat=-6.84946&lng=107.47278&language=en,1.0,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,medium,looks_like_detail_or_unit_listing|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00033,Deluxe & Cozy 3BR at Gateway Pasteur Apartment By Travelio,apartment,-6.8903,107.5664,cimahi_baros_pasteur,3.5,1.0,1179419.0,Rp 1.179.419,Ber-AC; Elevator; Dapur; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxWgCZFkBEom6IlPaQdbE9dWtwuI7BYgAw0EYnNinHRvoj10rzfwWWCzKFd78gg7feVl_JJWAswT_cNph4he-NFfXqHoH3rTBc07OejkeOg==.jpg,https://www.booking.com/hotel/id/deluxe-amp-cozy-3br-at-gateway-pasteur-apartment-by-travelio.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-7170988&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-7170988_grp-0_gendate-20260524,1.0,high,0,,Belum tersedia,missing_review_confidence,5,6,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00034,High Livin Apartment Baros - One-Bedroom Apartment,apartment,-6.8977,107.5373,cimahi_baros_pasteur,2.5,2.0,353706.0,Rp 353.706,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/315976469.jpg?k=4d93bac3fcf3812ddd14d88dec006ac18ada9ad3b064c3458a4b16f66cf35091&o=&a=1538557,https://www.bluepillow.com/search/6398a52bc551970d3c7210ea/402864704?dest=bkng&cat=Apartment&lat=-6.89771&lng=107.53733&language=en,1.0,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00035,High Livin Apartment Baros - Three-Bedroom Apartment,apartment,-6.8977,107.5373,cimahi_baros_pasteur,2.5,2.0,857078.0,Rp 857.078,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/315976469.jpg?k=4d93bac3fcf3812ddd14d88dec006ac18ada9ad3b064c3458a4b16f66cf35091&o=&a=1538557,https://www.bluepillow.com/search/6398a52bc551970d3c7210ea/402864702?dest=bkng&cat=Apartment&lat=-6.89771&lng=107.53733&language=en,1.0,high,0,,Belum tersedia,missing_review_confidence,5,6,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00036,High Livin Apartment Baros - Two-Bedroom Apartment,apartment,-6.8977,107.5373,cimahi_baros_pasteur,2.5,2.0,352697.0,Rp 352.697,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/315976469.jpg?k=4d93bac3fcf3812ddd14d88dec006ac18ada9ad3b064c3458a4b16f66cf35091&o=&a=1538557,https://www.bluepillow.com/search/6398a52bc551970d3c7210ea?dest=bkng&cat=Apartment&lat=-6.89771&lng=107.53733&language=en,1.0,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00040,Luxury Living At The Edge,apartment,-6.8974,107.5369,cimahi_baros_pasteur,4.7,6.0,221039.0,Rp 221.039,Free Wi-Fi; Free parking; Outdoor pool; Restaurant; Kid-friendly,https://photos.hotelbeds.com/giata/original/85/854974/854974a_hb_a_004.jpg,https://luxurylivingattheedge-bke.zoombookdirect.com/web/en/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,1.0,high,2,0.5919133213022196,Positif,low_review_confidence,2,4,low_capacity_confidence,,,,,,,low,capacity_low_confidence_for_unit_property,2,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00046,Redliving Apartement gateway Pasteur-TN Hospitality Tower Topaz C Bs 01,apartment,-6.8905,107.5662,cimahi_baros_pasteur,4.7,20.0,269680.0,Rp 269.680,Air conditioning,https://cdn.worldota.net/t/1024x768/content/81/fb/81fbff0c188d083a20b76a08deb084dcb02aaf75.JPEG,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/pasteur/pasteur/reddoorz-apartment-gateway-pasteur-2?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,1.0,high,18,0.6324634203553542,Positif,high_review_confidence,2,4,low_capacity_confidence,,,,,,,low,capacity_low_confidence_for_unit_property,1,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00051,Valle Verde Villas - Three-Bedroom Villa,villa,-6.8189,107.5445,cimahi_baros_pasteur,3.9,4.0,2017880.0,Rp 2.017.880,Jemputan bandara; Cocok untuk anak; Kolam renang di dalam ruangan; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/617303552.jpg?k=e011c54d7164a6f9af5e83f91be839a9e62d253620c804cb8ac5150ce028071c&o=&s=312x,https://www.bluepillow.com/search/5c56ea4ee24da41b6c2f51e1?dest=bkng&cat=Villa&lat=-6.81892&lng=107.5445&language=en,1.0,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,low,looks_like_detail_or_unit_listing,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00057,Clamitan House - Villa,villa,-6.8495,107.4728,cimahi_baros_pasteur,4.4,5.0,726886.0,Rp 726.886,Ber-AC; Cocok untuk anak; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/563278949.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEAGHYHV1BVXlkEEggLD0swRFUW?lat=-6.84945&lng=107.47278&language=en,0.95,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,medium,looks_like_detail_or_unit_listing|property_type_maybe_needs_review|capacity_low_confidence_for_unit_property,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00058,Collection O 1453 The Edge Apartment Cimahi By Kamarku,apartment,-6.8986,107.537,cimahi_baros_pasteur,4.0,1.0,197846.0,Rp 197.846,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://static.cupid.travel/hotels/ex_6567e8ed_z.jpg,https://www.bluepillow.com/search/5e0b0e85e24da475607f86a2?dest=bkng&cat=apartment&lat=-6.89863&lng=107.537&language=en,0.95,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,,,,,,,low,capacity_low_confidence_for_unit_property,2,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00059,Daymentroom Apartemen R711 2 BR Pasteur Bandung - Two-Bedroom Apartment,apartment,-6.8902,107.5656,cimahi_baros_pasteur,4.5,3.0,554366.0,Rp 554.366,Ber-AC; Cocok untuk anak; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/428196818.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEEHXcHV1BVXlkEEggLDxg0QgER?lat=-6.8902&lng=107.56563&language=en,0.95,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00061,Haha house - Three-Bedroom Villa,villa,-6.8595,107.481,cimahi_baros_pasteur,4.4,4.0,1356592.0,Rp 1.356.592,Ber-AC; Ranjang bayi; Elevator; Kolam renang di dalam ruangan; Papan setrika; Dapur; Microwave; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis,https://static.cupid.travel/hotels/503264303.jpg,https://www.bluepillow.com/search/654cb3373011da1e8b798a5a?dest=bkng&cat=Villa&lat=-6.8595&lng=107.48102&language=en,0.95,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,medium,looks_like_detail_or_unit_listing|property_type_maybe_needs_review,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00063,High Livin Apartment Pasteur,apartment,-6.8902,107.5658,cimahi_baros_pasteur,2.65,3.0,322385.0,Rp 322.385,Ber-AC; Jemputan bandara; Kolam renang di dalam ruangan; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/347217036.jpg?k=63245aa9c66b0a7cf4db236b66bc4aa16f5a1f7b09ac8229fdd82bbaccd9c5e9&o=&a=2344045&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2pyFlQDF3pSXlJUCA1QEVENWRc1FgNC?lat=-6.89017&lng=107.56579&language=en,0.95,high,23,0.2967450806304488,Positif,high_review_confidence,2,4,low_capacity_confidence,,,,,,,low,capacity_low_confidence_for_unit_property,2,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00068,Luxurious & Cozy 2BR Gateway Pasteur Apartment near Exit Toll By Travelio,apartment,-6.8903,107.5657,cimahi_baros_pasteur,2.75,2.0,823569.0,Rp 823.569,Ber-AC; Elevator; Gym; Dapur; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzFILeIhjgGxJKS6recdQ_pyIDuagBQVCKxvb204hJyRlLhOkGxKmIqGW35hGSfJhXUy9921aEVDRW1OS9jFBg8a0dQLj09RucK58naNQbg==.jpg,https://www.booking.com/hotel/id/luxurious-cozy-2br-gateway-pasteur-apartment-near-exit-toll-by-travelio.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12244554&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12244554_grp-2_gendate-20260524,0.95,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00071,R30 Apartemen Gateway Pasteur 2BR Daymentroom - Two-Bedroom Apartment,apartment,-6.8903,107.5657,cimahi_baros_pasteur,4.45,8.0,497128.0,Rp 497.128,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Kolam renang di dalam ruangan; Papan setrika; Dapur; Microwave; Kolam renang luar; Kompor; Bebas asap rokok; TV Kabel; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/458313864.jpg?k=a77dcee9439d9f67ea96256fa28e05200b0359ef3100a1b6d6ff5ade7f3195e8&o=&a=2344045&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2olEwdXHiFXWVIHXFsFRloMWEhhTFUX?lat=-6.89033&lng=107.56565&language=en,0.95,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,low,looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00086,Best Choice 2Br Apartment At The Edge Bandung - Apartment,apartment,-6.8958,107.5367,cimahi_baros_pasteur,1.2,1.0,644288.0,Rp 644.288,Ber-AC; Dapur; Kolam renang luar; Kompor; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZpZSU5z4M3UwQEgW2R5lOrh3g9FjgJ6H6iR3yBI_4u-qsChEU1LK_IGzQAzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhA3nG9m-EOYdDa2mQdZvpOy0EzzJHoqbVDLkiR3YS64biSYU8b-v9Hvq-be2pwFS1zHTTQb-U-e8RjUA9m8ThxMhxmQibyYUENqCE-pNuEjs4vaQDuy8Yym5c,,0.9,high,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,medium,missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00092,Homey 1BR Apartment at The Edge Bandung By Travelio - One-Bedroom Apartment,apartment,-6.8971,107.5373,cimahi_baros_pasteur,2.0,2.0,511393.0,Rp 511.393,Ber-AC; Ranjang bayi; Elevator; Dapur; Kompor; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/589725880.jpg?k=2057234b12b8d0f9f6da73e52b86d4343b4c50c1c71930a77497da3b3db189bd&o=&a=1538557,,0.9,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,medium,missing_source_link|looks_like_detail_or_unit_listing|property_type_maybe_needs_review,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00094,Larisa Homestay Syariah - Three-Bedroom House,guest_house,-6.87,107.4563,cimahi_baros_pasteur,4.6333,36.0,1288551.0,Rp 1.288.551,Ber-AC; Ranjang bayi; Kolam renang di dalam ruangan; Dapur; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi Berbayar,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/409013019.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.9,high,0,,Belum tersedia,missing_review_confidence,5,6,medium_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,secondary_high_price_unit,keep_secondary_and_verify_if_top_ranked,,,high,missing_source_link|looks_like_detail_or_unit_listing|property_type_maybe_needs_review|price_outlier_for_type,1,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00099,The Edge by Lia - Studio,apartment,-6.8975,107.5366,cimahi_baros_pasteur,4.175,49.0,233943.0,Rp 233.943,Ber-AC; Cocok untuk anak; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZuKKy7nc45W84KUmyWY507S_npXfrHbCxmBTQEaWiheu5Pwwd7YrANFKyOTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zcvDZQ3nG9m-EOZqmd2mQ7LPhO30Ezy-iuqJthI0iB88O59snUYVhE-P9ptuOYfAdwFEt_WzWmXeU-U5E9Rgh64AZ_KQd1YCL7KBtyTpbEsQmb8WeIV_qH,,0.9,high,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,medium,missing_source_link|looks_like_detail_or_unit_listing,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00101,Apartemen The Edge Baros - Kamarku,apartment,-6.8979256,107.536754,cimahi_baros_pasteur,3.6,182.0,168399.0,Rp 168.399,"Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Restaurant, Kitchen in some rooms, Airport shuttle, Full-service laundry",https://images.trvl-media.com/lodging/96000000/95550000/95547600/95547516/99cbae30_z.jpg,https://www.reddoorz.com/id-id/hotel/indonesia/cimahi/cimahi-selatan/cimahi-selatan/the-edge-apartemen-baros-kamarku?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,0.88,high,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,,,,,,,low,capacity_low_confidence_for_unit_property,2,secondary_apartment_property,secondary_only,"apartemen diposisikan sebagai opsi pendukung, bukan pilihan utama",False,True,False,,,,,,,
LODGE-00107,Hotel The Edge Apartemen Baros Cantik - One-Bedroom Apartment,apartment,-6.8974,107.5375,cimahi_baros_pasteur,2.25,2.0,,,Ber-AC; Ranjang bayi; Elevator; Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/366795375.jpg?k=39d8600aad9c55775fa030fb63243684b86d931d5217c6fba6da27faa6679382&o=,https://www.bluepillow.com/search/6398eb4cc551970d3c7478d0?dest=bkng&cat=House&lat=-6.89745&lng=107.53746&language=en,0.85,high,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,apartment_unit_detail,secondary_option_not_primary_parent,,,,,high,missing_price|looks_like_detail_or_unit_listing|property_type_maybe_needs_review,1,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,,
LODGE-00108,"Imah Safina, Cozy Private Home Syariah in Padalarang - Three-Bedroom House",vacation_rental,-6.8497,107.5115,cimahi_baros_pasteur,5.0,2.0,,,Ber-AC; Cocok untuk anak; Ranjang bayi; Elevator; Kolam renang di dalam ruangan; Dapur; Kompor; TV Kabel; Mesin cuci; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/522934472.jpg?k=01d0bdbb79f118ee6387145e6166c18348b392de92ccb84520f63ad5de190b2d&o=&a=1538557,https://www.bluepillow.com/search/654cad543011da1e8b778a1b?dest=bkng&cat=House&lat=-6.84974&lng=107.51152&language=en,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,medium,missing_price|looks_like_detail_or_unit_listing,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
LODGE-00111,"Kyoto House - KBP with Onsen style pool, Warm water, Near Parahyangan Golf - Three-Bedroom House",vacation_rental,-6.8735,107.4698,cimahi_baros_pasteur,,,3134714.0,Rp 3.134.714,Ber-AC; Bak air panas; Kolam renang di dalam ruangan; Dapur; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/633807645.jpg?k=43f1505684b3b05512b3bed3b3fb672fb4080e588d34899701af0fdd5e7e1800&o=&a=1538557,https://www.bluepillow.com/search/67a232bd5a2dfa15b183064f?dest=bkng&cat=apartment&lat=-6.87346&lng=107.46979&language=en,0.85,high,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,whole_house_or_large_unit,keep_secondary_or_review_parent_status,,,,,high,missing_rating_or_reviews|missing_any_sentiment|looks_like_detail_or_unit_listing,2,secondary_large_unit,secondary_for_group_or_villa_query,"rumah/villa besar relevan untuk rombongan, bukan default utama",False,True,False,,,,,,,
