penginapan_id,name,property_type,latitude,longitude,distance_km_reference,hotel_recommendation_score,hotel_distance_score,hotel_rating_score,hotel_sentiment_ranking_score,hotel_price_score,hotel_data_quality_score,hotel_review_confidence_score,overall_rating,reviews,price_lowest,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label
LODGE-01252,Grand Sovia Hotel,hotel,-6.9124,107.6028,1.8865476042990854,79.53931049492904,0.7260532108830027,0.8400000000000001,0.8071785900414787,0.924182962293164,0.9,0.8428823807783535,4.2,4356.0,332000.0,23,0.6143571800829575,Positif,high_review_confidence
LODGE-01406,Wisma Asia Busindo Syari'ah Bandung,hotel,-6.9285,107.6266,1.4769819308119279,79.5299673293335,0.7719644818235922,0.8,0.7016971089612551,1.0,0.85,0.8428823807783535,4.0,401.0,139686.0,23,0.4033942179225104,Positif,high_review_confidence
LODGE-01010,RedDoorz near Riau Junction Mall 2,hotel,-6.9023,107.6152,1.7441324904250313,79.5109318873876,0.7413851977402194,0.76,0.759252598971,1.0,1.0,0.8641112811083488,3.8,146.0,156948.0,25,0.5185051979419998,Positif,high_review_confidence
LODGE-01367,Hotel Corsica,hotel,-6.9046,107.6282,1.7511760194111587,79.23967792099116,0.7406117075934429,0.8400000000000001,0.8064908386381157,0.9731614137855004,0.85,0.6359689874013769,4.2,717.0,222888.0,10,0.6129816772762313,Positif,medium_review_confidence
LODGE-01305,RedDoorz Plus @ Doorman Guest House,guest_house,-6.9175,107.5997,2.141481551250624,79.16633076364076,0.7001348339441408,0.8800000000000001,0.7795298846421201,0.9877568235504511,0.9,0.8315947339852858,4.4,140.0,190373.0,22,0.5590597692842403,Positif,high_review_confidence
LODGE-01263,Hotel California Bandung,hotel,-6.9038,107.6053,2.1543539741563786,79.15937315447977,0.6988751210887054,0.9,0.8386118891751377,0.8763985378644835,0.9,0.7809231275810943,4.5,3283.0,438452.0,18,0.6772237783502755,Positif,high_review_confidence
LODGE-01466,OYO 1740 Tekmira Residence Supratman Syariah,hotel,-6.9036,107.6283,1.8494007796101943,79.14243554866512,0.729990865023459,0.86,0.8050605105363385,0.9711930646598872,0.8,0.7182281744178088,4.3,46.0,227273.0,14,0.6101210210726771,Positif,medium_review_confidence
LODGE-00946,Indies Style Hotel Bandung,hotel,-6.9158,107.601,2.00690613846801,78.94470351803086,0.7135817008522395,0.82,0.7922938538837461,0.9154279608459673,1.0,0.8315947339852858,4.1,2373.0,351504.0,22,0.5845877077674922,Positif,high_review_confidence
LODGE-01293,Palais Dago Hotel,hotel,-6.8963,107.6131,2.4486140890008063,78.91163901733927,0.6712658140503456,0.9,0.8518387901636769,0.9171889263236823,0.9,0.8641112811083488,4.5,1005.0,347581.0,25,0.7036775803273538,Positif,high_review_confidence
LODGE-00880,"Bobopod Paskal, Bandung",hotel,-6.9104,107.5982,2.438420105601615,78.87470979126229,0.6721857503362406,0.9199999999999999,0.8133060475124587,1.0,1.0,0.6106908531864235,4.6,1662.0,146728.0,9,0.6266120950249175,Positif,medium_review_confidence
LODGE-01051,The Ethnic Hotel Bandung,hotel,-6.9098,107.6186,0.8579792328120628,78.72027684922406,0.8535366550966418,0.58,0.6190914468748921,0.9663464818755669,1.0,0.8537091765993627,2.9,260.0,238070.0,24,0.2381828937497843,Positif,high_review_confidence
LODGE-00872,Bantal Guling Pasar Baru,hotel,-6.9187,107.5999,2.1235979720720812,78.7189336856873,0.7018925014581672,0.8,0.7824599510111259,1.0,1.0,0.8428823807783535,4.0,594.0,136307.0,23,0.5649199020222516,Positif,high_review_confidence
LODGE-01019,Reddoorz Syariah @ Gatot Subroto Street Bandung 4,hotel,-6.9241,107.6266,1.1063394918375953,78.68721868061147,0.8188211622828291,0.6,0.6876831394925697,1.0,1.0,0.8074672292006082,3.0,31.0,111822.0,20,0.37536627898513925,Positif,high_review_confidence
LODGE-01207,Zodiak Kebonjati Hotel Bandung,hotel,-6.9159,107.6009,2.0168844381151683,78.68556845330608,0.7125669581845171,0.76,0.8400036058775262,0.9657804412262173,0.95,0.8315947339852858,3.8,706.0,239331.0,22,0.6800072117550523,Positif,high_review_confidence
LODGE-01030,SUPER OYO Collection O Hotel Pasar Baru Heritage,hotel,-6.9181,107.6042,1.6460976861298773,78.60381108540221,0.7523211719314309,0.76,0.715506427225718,0.9222999008149549,1.0,0.8641112811083488,3.8,1132.0,336195.0,25,0.431012854451436,Positif,high_review_confidence
LODGE-01539,Hotel RedDoorz Malabar 39,hotel,-6.9241,107.6249,0.9739036270857812,78.33218797494878,0.8369736628039853,0.8800000000000001,0.7860623792288367,0.4,0.75,0.6802750162216068,4.4,63.0,,12,0.5721247584576734,Positif,medium_review_confidence
