penginapan_id,name,property_type,property_type_final,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,data_quality_score,data_quality_label,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,capacity_min_estimated,capacity_max_estimated,capacity_confidence,listing_policy_status,listing_policy_action,manual_decision,manual_note,ranking_tier_after_p1,primary_ranking_allowed_after_p1,secondary_ranking_allowed_after_p1,drop_from_dataset_after_p1,manual_validation_needed_after_p1,manual_validation_topic_after_p1
LODGE-00048,Sans Hotel Skyland Pasteur Bandung,hotel,hotel,-6.8829,107.5794,cimahi_baros_pasteur,4.2,216.0,143509.0,Rp 143.509,1.0,high,23,0.4611600361355655,Positif,high_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00049,Twelve Stones at Wahoo KBP,vacation_rental,vacation_rental,-6.8692,107.4562,cimahi_baros_pasteur,4.65,3.0,2250001.0,Rp 2.250.001,1.0,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00050,Valle Verde Villas,villa,villa,-6.8189,107.5445,cimahi_baros_pasteur,3.95,24.0,1997708.0,Rp 1.997.708,1.0,high,26,0.5372963029494777,Positif,high_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00053,Valore Hotel Cimahi,hotel,hotel,-6.8977855,107.5370591,cimahi_baros_pasteur,4.0,2426.0,327472.0,Rp 327.472,1.0,high,16,0.5315204738049208,Positif,high_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00054,Villa Tibra,villa,villa,-6.8251,107.5545,cimahi_baros_pasteur,4.7,1602.0,258646.0,Rp 258.646,1.0,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00056,Andalucia Lodge & Brunch Bandung,hotel,hotel,-6.8926,107.5745,cimahi_baros_pasteur,4.7,238.0,291751.0,Rp 291.751,0.95,high,19,0.6339514615117996,Positif,high_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00060,HOTEL PARAHYANGAN,hotel,hotel,-6.9112,107.5785,cimahi_baros_pasteur,3.9,377.0,155729.0,Rp 155.729,0.95,high,23,0.4630299912455884,Positif,high_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00064,Hotel Neo Kota Baru Parahyangan,hotel,hotel,-6.8566,107.4914,cimahi_baros_pasteur,5.0,1860.0,768565.0,Rp 768.565,0.95,high,19,0.6831386559933115,Positif,high_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00066,Josh House KBP Villa,villa,villa,-6.8694,107.4546,cimahi_baros_pasteur,4.45,8.0,1431808.0,Rp 1.431.808,0.95,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00067,"Kyoto House - KBP with Onsen style pool, Warm water, Near Parahyangan Golf",vacation_rental,vacation_rental,-6.8735,107.4698,cimahi_baros_pasteur,4.85,10.0,3068160.0,Rp 3.068.160,0.95,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00069,"Manna Tatami House KBP Bandung near Wahoo, Whoosh & Parahyangan Golf",vacation_rental,vacation_rental,-6.8689,107.4568,cimahi_baros_pasteur,5.0,1.0,1363636.0,Rp 1.363.636,0.95,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00070,OYO 3463 Cimahi Guest House,guest_house,guest_house,-6.8982,107.5613,cimahi_baros_pasteur,3.7,323.0,130628.0,Rp 130.628,0.95,high,0,,Belum tersedia,missing_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00072,Radio Backpacker Guesthouse RBG SYARIAH,guest_house,guest_house,-6.8914,107.5665,cimahi_baros_pasteur,4.9,117.0,139218.0,Rp 139.218,0.95,high,25,0.6723727726446729,Positif,high_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00073,Rancho Topaz,hotel,hotel,-6.8631,107.5633,cimahi_baros_pasteur,4.1,117.0,114865.0,Rp 114.865,0.95,high,12,0.6404218303045913,Positif,medium_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00075,Villa Camp Forest by Little Bnb,villa,villa,-6.8641,107.4574,cimahi_baros_pasteur,4.5,2.0,3539999.0,Rp 3.539.999,0.95,high,16,0.667064976753218,Positif,high_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00076,"Villa with Jacuzzi, Damar Ningrum 4",villa,villa,-6.8299,107.5538,cimahi_baros_pasteur,5.0,1.0,1227273.0,Rp 1.227.273,0.95,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00077,"Wasabi House, Kota Baru Parahyangan",vacation_rental,vacation_rental,-6.8667,107.4572,cimahi_baros_pasteur,5.0,1.0,1530000.0,Rp 1.530.000,0.95,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00078,Zona Bobo Retro Blue Moslem Friendly By Belgareti,vacation_rental,vacation_rental,-6.8631,107.504,cimahi_baros_pasteur,3.25,2.0,447525.0,Rp 447.525,0.95,high,86,0.6979585909253639,Positif,high_review_confidence,4,8,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
LODGE-00079,Zona Bobo | Muslim Friendly | by Belgareti,hotel,hotel,-6.8631,107.504,cimahi_baros_pasteur,4.9,27.0,291892.0,Rp 291.892,0.95,high,0,,Belum tersedia,missing_review_confidence,1,2,low_capacity_confidence,primary_candidate,allow_primary_ranking,,,primary_candidate,True,True,False,False,
