priority,penginapan_id,name,finding_codes,finding_count,recommended_next_step
P1,LODGE-01477,Relaxing 1BR at Apartment at Newton Residence Bandung By Travelio,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01498,The Suite Metro Apartment by King Official - Studio Apartment,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01499,The Suites Metro Apartment by NFO Property,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01500,The Suites Metro Apartment by NFO Property,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01502,Urbanview Darmo Residence Bandung - Deluxe Double Room,ROOM_LEVEL_LISTING,1,Jangan hapus otomatis; pastikan ranking menurunkan prioritas room-level listing.
P1,LODGE-01503,"Vila Keluarga Syariah Mawar 82, Dago Resort 4BR dengan Privat Pool BBQ dan Rooftop - Villa with Private Pool",POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01509,ZEN Rooms Talaga Bodas,ROOM_LEVEL_LISTING,1,Jangan hapus otomatis; pastikan ranking menurunkan prioritas room-level listing.
P1,LODGE-01531,Cozy Studio Apartment at Mekarwangi Square Cibaduyut By Travelio,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01535,Homey and Chic 2BR Apartment Newton Residence,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01552,Spacious 2BR Apartment Buah Batu Park near Exit Tol,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01557,The Suite Metro Apartment by King Official - Two-Bedroom Apartment,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01578,OYO 90025 Pondok Pesona Lembang - Deluxe Double Room,ROOM_LEVEL_LISTING,1,Jangan hapus otomatis; pastikan ranking menurunkan prioritas room-level listing.
P1,LODGE-01588,The suites Metro Apartment by Desta Farispro - Deluxe Studio,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01592,ZEN Rooms Aria Jipang,ROOM_LEVEL_LISTING,1,Jangan hapus otomatis; pastikan ranking menurunkan prioritas room-level listing.
P1,LODGE-01593,ZEN Rooms Lengkong Gatot Subroto,ROOM_LEVEL_LISTING,1,Jangan hapus otomatis; pastikan ranking menurunkan prioritas room-level listing.
P1,LODGE-01595,Zen Rooms Pangaran Dalem Kaum,ROOM_LEVEL_LISTING,1,Jangan hapus otomatis; pastikan ranking menurunkan prioritas room-level listing.
P1,LODGE-01606,ARTOTEL Suites Aquila Bandung,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01611,Grand Sovia Hotel,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01612,HARRIS Hotel & Conventions Festival Citylink Bandung,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01613,Holiday Inn Bandung Pasteur,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01615,Hotel Santika Pasir Koja,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01626,Summer Hills Hotel & Villas Bandung,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01628,The Trans Luxury Hotel,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01629,Zodiak Sutami Hotel Bandung,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01630,de Java Hotel,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01642,Homey and Chic 2Br Apartment Newton Residence,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01645,Spacious 2Br Apartment Buah Batu Park Near Exit Tol,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01650,The Suites Metro Apartment by NFO Property,POSSIBLE_DUPLICATE_NAME_COORD,1,Review duplicate candidate; gabungkan jika memang properti sama.
P1,LODGE-01653,Kamar Keluarga Bandung,ROOM_LEVEL_LISTING,1,Jangan hapus otomatis; pastikan ranking menurunkan prioritas room-level listing.
