penginapan_id,name,property_type,property_type_final,latitude,longitude,region_bucket,overall_rating,reviews,price_lowest,price_display,data_quality_score,data_quality_label,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label,capacity_min_estimated,capacity_max_estimated,capacity_confidence,listing_policy_status,listing_policy_action,manual_decision,manual_note,ranking_tier_after_p1,primary_ranking_allowed_after_p1,secondary_ranking_allowed_after_p1,drop_from_dataset_after_p1,manual_validation_needed_after_p1,manual_validation_topic_after_p1
LODGE-00241,Nyaman Wangi Villa Kota Baru Parahyangan - Three-Bedroom Villa,villa,villa,-6.8695,107.453,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00244,Scenic 2BR at The Edge Bandung Apt By Travelio,apartment,apartment,-6.8971,107.5373,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00245,Studio Seventeen - The EDGE Apartment - One-Bedroom Apartment,apartment,apartment,-6.8973,107.5365,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00246,The Edge By Orin,apartment,apartment,-6.897546,107.5372759,cimahi_baros_pasteur,4.2,11.0,,,0.7,medium,2,0.5919827068831613,Positif,low_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00247,Theedge_by sabna - One-Bedroom Apartment,apartment,apartment,-6.898,107.5365,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00248,Villa Adryan Pakuhaji Bandung - Villa,villa,villa,-6.8316,107.5377,cimahi_baros_pasteur,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00249,Villa Tropica - 4BDR House near Whoosh by Casa99 KBP,villa,villa,-6.8745,107.473,cimahi_baros_pasteur,5.0,1.0,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00253,Collection O 1453 The Edge Apartment Cimahi By Kamarku,apartment,apartment,-6.8976519,107.5370738,cimahi_baros_pasteur,2.0,4.0,,,0.68,medium,3,0.5034122962150197,Positif,low_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00254,High Livin Apartment Baros,apartment,apartment,-6.8974765,107.5369822,cimahi_baros_pasteur,3.2,121.0,,,0.68,medium,23,0.2014250760496551,Positif,high_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00258,Apartment 2Bedroom Gateway Pasteur By Kevin,apartment,apartment,-6.890018463,107.5661774,cimahi_baros_pasteur,,,541908.0,Rp 541.908,0.66,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00259,Brand New 1BR at Apt Gateway Pasteur By Travelio,apartment,apartment,-6.889533043,107.5661316,cimahi_baros_pasteur,,,496714.0,Rp 496.714,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00260,Cozy & Trendy Studio at Gateway Pasteur Apartment By Travelio,apartment,apartment,-6.889532089,107.5662918,cimahi_baros_pasteur,,,522315.0,Rp 522.315,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00261,Cozy Living Studio at Gateway Pasteur Apartment By Travelio,apartment,apartment,-6.890330791,107.5656509,cimahi_baros_pasteur,,,514064.0,Rp 514.064,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00262,Cozy and Strategic 1BR at Gateway Pasteur Apartment By Travelio,apartment,apartment,-6.891149044,107.5665665,cimahi_baros_pasteur,,,644071.0,Rp 644.071,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00266,R20 Apartment Daymentroom 2BR 0620 - Apartment with Mountain View,apartment,apartment,-6.890789986,107.5656815,cimahi_baros_pasteur,,,524738.0,Rp 524.738,0.66,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00267,Relaxing 1BR Gateway Pasteur Apartment near Exit Toll By Travelio - One-Bedroom Apartment,apartment,apartment,-6.889589787,107.5663223,cimahi_baros_pasteur,,,620367.0,Rp 620.367,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00268,Simply Homey 1BR Gateway Pasteur Apartment near Exit Toll By Travelio,apartment,apartment,-6.89027977,107.5664215,cimahi_baros_pasteur,,,447419.0,Rp 447.419,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00269,Spacious Chic Studio Room Apartment at Gateway Pasteur By Travelio,apartment,apartment,-6.890330791,107.5656509,cimahi_baros_pasteur,,,507082.0,Rp 507.082,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00270,Strategic & Stylish Studio Gateway Pasteur Apartment near Pasteur Exit Toll By Travelio,apartment,apartment,-6.889279842,107.565773,cimahi_baros_pasteur,,,543562.0,Rp 543.562,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00271,The Edge by Lia - One-Bedroom Apartment,apartment,apartment,-6.897510052,107.5366364,cimahi_baros_pasteur,,,446272.0,Rp 446.272,0.66,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00276,Apartemen Bandung Cimahi by Maulina,apartment,apartment,-6.8973,107.5365,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00277,Apartemen The Edge Baros by SKY,apartment,apartment,-6.8977,107.537,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00278,Apartement the edge by Keys properti,apartment,apartment,-6.8978,107.5372,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00279,Apartment Bandung Cimahi by Maulina,apartment,apartment,-6.8973,107.5365,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00280,Apartment The Edge Baros Sewa per jam/Harian,apartment,apartment,-6.8916,107.5384,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00285,Casa Indigo - KBP - Three-Bedroom House,vacation_rental,vacation_rental,-6.8757,107.4727,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00286,Comfortable 2BR The Edge Bandung By Travelio,apartment,apartment,-6.897,107.5372,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00287,Cozy house @Tatar simakirana Kota baru Parahyangan - Three-Bedroom Villa,villa,villa,-6.8698,107.4557,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00298,Homey Apt 1BR at Parahyangan Residence By Travelio,apartment,apartment,-6.8442,107.5549,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00302,"Lioravilla15 KBP with private pool, very comfortable and cozy, near WHOOSH and WAHOO - Villa with Private Pool",villa,villa,-6.8744,107.472,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00303,Lioravilla21 Kota Baru Parahyangan - Villa with Private Pool,villa,villa,-6.8743,107.4722,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00309,Mountain View at The Edge,apartment,apartment,-6.8975,107.5369,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00310,Mountain View at The Edge - Two-Bedroom Apartment,apartment,apartment,-6.8974,107.5371,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00313,Pita Asri Mansion - Four-Bedroom House,vacation_rental,vacation_rental,-6.8688,107.4747,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,6,8,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00319,Spacious 1Br Apartment At The Edge Cimahi Bandung,apartment,apartment,-6.8979,107.5371,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00320,Spacious Studio The Edge Bandung By Travelio,apartment,apartment,-6.8971,107.5373,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00324,Twelve Stones at Wahoo KBP - Three-Bedroom Villa,villa,villa,-6.8579,107.4637,cimahi_baros_pasteur,,,1942375.0,Rp 1.942.375,0.65,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00326,Villa Adryan Pakuhaji Bandung - Villa,villa,villa,-6.8316,107.5377,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00335,West Castle @ 5 Minutes to KCIC Padalarang - Three-Bedroom House,vacation_rental,vacation_rental,-6.8319,107.5182,cimahi_baros_pasteur,,,,,0.65,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00337,Collection O 90205 Queen Rent Apartment Gateway Pasteur,apartment,apartment,-6.8891979,107.5657746,cimahi_baros_pasteur,1.8,89.0,,,0.64,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00338,Ouma Gateway Pasteur Apartment,apartment,apartment,-6.8911488,107.5665687,cimahi_baros_pasteur,5.0,35.0,,,0.64,medium,26,0.7188067239063438,Positif,high_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00350,Apartemen The Edge Baros - Kamarku,apartment,apartment,-6.8979,107.5368,cimahi_baros_pasteur,3.7,188.0,,Rp 212.900,0.6,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00351,Bumi Castle Luxury Living di Kota Baru Parahyangan - Three-Bedroom Villa,villa,villa,-6.8681,107.4545,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00352,"Casa Indigo 3-bedroom house in Kota Baru Parahyangan, Bandung with Swimming Pool",vacation_rental,vacation_rental,-6.8757,107.4727,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00354,"Comfortable 2Br At The Edge Bandung Apartment - Apartment, 2 Bedrooms",apartment,apartment,-6.8975,107.5372,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00355,Cozy Studio Gateway Pasteur Bandung By Travelio,apartment,apartment,-6.889389992,107.567482,cimahi_baros_pasteur,,,400209.0,Rp 400.209,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00356,Cozy Trendy Studio at Gateway Pasteur Apartment By Travelio - Studio Apartment,apartment,apartment,-6.889530182,107.5662918,cimahi_baros_pasteur,,,569050.0,Rp 569.050,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00357,Elegant & Stylish Studio At Gateway Pasteur Apartment,apartment,apartment,-6.889267921,107.5678482,cimahi_baros_pasteur,,,559942.0,Rp 559.942,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00359,Homey 2Br Apartment At The Edge Bandung,apartment,apartment,-6.897512913,107.5371017,cimahi_baros_pasteur,,,686222.0,Rp 686.222,0.6,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00363,Lioravilla15 - Villa,villa,villa,-6.8744,107.472,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00364,Lioravilla21 Kota Baru Parahyangan - Villa with Private Pool,villa,villa,-6.8743,107.4721,cimahi_baros_pasteur,,,,,0.6,medium,1,0.5962476740792583,Positif,low_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00365,Luxury Living At The Edge,apartment,apartment,-6.8974,107.5369,cimahi_baros_pasteur,4.7,6.0,,Rp 181.216,0.6,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00367,Minimalist Apt Studio Gateway Pasteur By Travelio,apartment,apartment,-6.889297962,107.565773,cimahi_baros_pasteur,,,403754.0,Rp 403.754,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00368,Modern And Cozy Studio Room At Gateway Pasteur Apartment,apartment,apartment,-6.890397072,107.5659256,cimahi_baros_pasteur,,,547313.0,Rp 547.313,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00373,Relaxing 1BR Gateway Pasteur Apartment near Exit Toll,apartment,apartment,-6.890552044,107.5661621,cimahi_baros_pasteur,,,552761.0,Rp 552.761,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00375,Scenic 2Br At The Edge Bandung Apartment,apartment,apartment,-6.8838,107.5411,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00376,Spacious Chic Studio Room Apartment At Gateway Pasteur,apartment,apartment,-6.889491081,107.5683441,cimahi_baros_pasteur,,,503720.0,Rp 503.720,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00377,Spacious Studio Room at Gateway Pasteur Apartment near Exit Toll Pasteur By Travelio,apartment,apartment,-6.889890194,107.5667267,cimahi_baros_pasteur,,,558891.0,Rp 558.891,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00378,Spacious Studio The Edge Bandung Apartment,apartment,apartment,-6.8962,107.5368,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00379,Spacious and Combine 3Br At The Edge Bandung Apartment,apartment,apartment,-6.8953,107.5372,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,5,6,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00380,Strategic & Stylish Studio Gateway Pasteur Apartment near Pasteur Exit Toll,apartment,apartment,-6.889575958,107.5659561,cimahi_baros_pasteur,,,548908.0,Rp 548.908,0.6,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00381,Strategic 2BR at Gateway Pasteur Apt By Travelio,apartment,apartment,-6.892509937,107.5667801,cimahi_baros_pasteur,,,883085.0,Rp 883.085,0.6,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00383,The Edge oleh Orin,apartment,apartment,-6.8975,107.5373,cimahi_baros_pasteur,4.2,11.0,,Rp 113.662,0.6,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00386,Villa Madasaeda by GroRental - Villa,villa,villa,-6.8253,107.5414,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00388,Well Appointed 2BR Gateway Pasteur Apt By Travelio,apartment,apartment,-6.889308929,107.5663528,cimahi_baros_pasteur,,,613685.0,Rp 613.685,0.6,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00389,West Castle @ 5 Minutes to KCIC Padalarang - Three-Bedroom House,vacation_rental,vacation_rental,-6.8319,107.5182,cimahi_baros_pasteur,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00393,Great Escape Apartment Baros,apartment,apartment,-6.8974859,107.5373958,cimahi_baros_pasteur,4.8,4.0,189066.0,Rp 189.066,0.58,medium,1,0.5960126084099752,Positif,low_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00395,High Livin Apartment Pasteur,apartment,apartment,-6.8897871,107.5667249,cimahi_baros_pasteur,3.0,50.0,201670.0,Rp 201.670,0.58,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00401,Pasteur Beautiful Luxurious House,hotel,vacation_rental,-6.8918368,107.5734011,cimahi_baros_pasteur,4.8,4.0,2126250.0,Rp 2.126.250,0.58,medium,21,0.6634893361578915,Positif,high_review_confidence,1,2,low_capacity_confidence,needs_price_type_validation,hold_from_primary_until_checked,fix_property_type,"Rumah/villa 5 kamar berkapasitas besar, bukan hotel reguler.",secondary_large_unit,False,True,False,False,
LODGE-00407,Asri Family House - Four-Bedroom House,vacation_rental,vacation_rental,-6.8446,107.5439,cimahi_baros_pasteur,,,,,0.55,medium,0,,Belum tersedia,missing_review_confidence,6,8,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00409,Lovina Nature House - pet friendly - Villa with Garden View,villa,villa,-6.825,107.5553,cimahi_baros_pasteur,,,,,0.55,medium,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00415,The Edge Baros 2BR by SKY,apartment,apartment,-6.892,107.5368,cimahi_baros_pasteur,,,,,0.55,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00417,Apartmen 2BR Daymentroom R0620,apartment,apartment,-6.889426708,107.5664978,cimahi_baros_pasteur,,,522811.0,Rp 522.811,0.54,medium,0,,Belum tersedia,missing_review_confidence,3,4,high_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00418,Studio Seventeen - Gateway Apartment,apartment,apartment,-6.88772583,107.5683899,cimahi_baros_pasteur,,,329275.0,Rp 329.275,0.54,medium,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00425,OYO Life 92774 The Edge Apartment By My Home,apartment,apartment,-6.8840567,107.5413244,cimahi_baros_pasteur,5.0,2.0,,,0.5,medium,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00428,The Edge by Lia,apartment,apartment,-6.8974,107.5366,cimahi_baros_pasteur,,,,,0.5,medium,309,0.5097293295710552,Positif,high_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00432,1BR Grand Sofia Moslem Family,hotel,hotel,-6.8704521,107.5786926,cimahi_baros_pasteur,1.0,1.0,,,0.44,low,0,,Belum tersedia,missing_review_confidence,1,2,medium_capacity_confidence,secondary_apartment_unit,secondary_only,,,secondary_apartment_unit,False,True,False,False,
LODGE-00434,Awana Dream Gateway Pasteur,apartment,apartment,-6.8918604,107.56504,cimahi_baros_pasteur,5.0,7.0,,,0.44,low,7,0.6344453548511988,Positif,medium_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00444,OYO Life 93097 Apartemen Gateway Pasteur,apartment,apartment,-6.8898608,107.5663423,cimahi_baros_pasteur,2.0,4.0,,,0.44,low,0,,Belum tersedia,missing_review_confidence,2,4,low_capacity_confidence,secondary_apartment_property,secondary_only,,,secondary_apartment_property,False,True,False,False,
LODGE-00474,Nimo Tea Resort - Villa,villa,villa,-7.2196,107.5778,kbb_selatan_baratdaya,3.95,89.0,1593378.0,Rp 1.593.378,0.9,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00479,Taman Wisata Bougenville by Kozystay - Forest House Villa,villa,villa,-7.1108,107.602,kbb_selatan_baratdaya,,,2440708.0,Rp 2.440.708,0.8,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00484,Villa Mandala Wangi - Villa,villa,villa,-7.1861,107.5816,kbb_selatan_baratdaya,3.95,2.0,,,0.75,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00485,Baraya Homestay - Three-Bedroom Villa,villa,villa,-7.1843,107.5617,kbb_selatan_baratdaya,,,,,0.7,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00497,Imahhills Villa Pangalengan - Three-Bedroom Villa,villa,villa,-7.1847,107.5658,kbb_selatan_baratdaya,,,,,0.6,medium,0,,Belum tersedia,missing_review_confidence,4,6,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00515,Villa Situ Citiwu Ciwidey - Four-Bedroom Vacation Home,villa,villa,-7.1174,107.4419,kbb_tengah_barat,3.0,4.0,1826594.0,Rp 1.826.594,0.95,high,0,,Belum tersedia,missing_review_confidence,6,8,high_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00523,Villa Daffa Ciwidey - Apartment,villa,villa,-7.1036,107.4534,kbb_tengah_barat,4.0,12.0,899631.0,Rp 899.631,0.9,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
LODGE-00532,Ciwidey Jungle Villa - Villa with Garden View,villa,villa,-7.1261,107.5146,kbb_tengah_barat,4.25,8.0,,,0.85,high,0,,Belum tersedia,missing_review_confidence,4,8,low_capacity_confidence,secondary_large_unit,secondary_for_group_or_villa_query,,,secondary_large_unit,False,True,False,False,
