scope,penginapan_id,name,property_type,priority,latitude,longitude,search_query
all_237,LODGE-00795,Glamping Taman Love,vacation_rental,P1_core_rating_price_missing,-7.045,107.5039,"Glamping Taman Love -7.04500,107.50390"
all_237,LODGE-00408,Heavenly 2 Private Glamping,vacation_rental,P1_core_rating_price_missing,-6.8041,107.5483,"Heavenly 2 Private Glamping -6.80410,107.54830"
all_237,LODGE-00410,Nadhif House Syariah,vacation_rental,P1_core_rating_price_missing,-6.8698,107.456,"Nadhif House Syariah -6.86980,107.45600"
all_237,LODGE-00800,Rumah Azka,vacation_rental,P1_core_rating_price_missing,-7.1217,107.4254,"Rumah Azka -7.12170,107.42540"
all_237,LODGE-00414,Svarga Glamping,vacation_rental,P1_core_rating_price_missing,-6.8036,107.5482,"Svarga Glamping -6.80360,107.54820"
all_237,LODGE-00416,Vila Murah Di Lembang Vila malaika,vacation_rental,P1_core_rating_price_missing,-6.8465,107.5449,"Vila Murah Di Lembang Vila malaika -6.84650,107.54490"
all_237,LODGE-00851,EXPRESS O 90954 Penginapan Daun Salam,vacation_rental,P1_core_rating_price_missing,-6.6733,107.5004,"EXPRESS O 90954 Penginapan Daun Salam -6.67330,107.50040"
all_237,LODGE-01643,Orange Home Syariah,vacation_rental,P1_core_rating_price_missing,-6.8891,107.5834,"Orange Home Syariah -6.88910,107.58340"
all_237,LODGE-00809,Penginapan nuansa Riung gunung,vacation_rental,P1_core_rating_price_missing,-7.1689,107.5249,"Penginapan nuansa Riung gunung -7.16890,107.52490"
all_237,LODGE-00816,"Tenda Sederhana, Soreang River Side Ciwidey",vacation_rental,P1_core_rating_price_missing,-7.0222,107.5003,"Tenda Sederhana, Soreang River Side Ciwidey -7.02220,107.50030"
all_237,LODGE-01543,OYO 944 Doorman Residence,hotel,P1_rating_reviews_missing,-6.918,107.5996,"OYO 944 Doorman Residence -6.91800,107.59960"
all_237,LODGE-00143,ADS House Padalarang - Guesthouse Aesthetic,guest_house,P1_rating_reviews_missing,-6.8495,107.4725,"ADS House Padalarang - Guesthouse Aesthetic -6.84950,107.47250"
all_237,LODGE-00568,Homestay VV&V,guest_house,P1_rating_reviews_missing,-7.1353,107.4067,"Homestay VV&V -7.13530,107.40670"
all_237,LODGE-00569,Homestay murah ciwidey,guest_house,P1_rating_reviews_missing,-7.1195,107.4319,"Homestay murah ciwidey -7.11950,107.43190"
all_237,LODGE-00836,Syariah Maribaya Family Guest House,guest_house,P1_rating_reviews_missing,-6.8167,107.6273,"Syariah Maribaya Family Guest House -6.81670,107.62730"
all_237,LODGE-00591,Tiara Guest House,guest_house,P1_rating_reviews_missing,-6.7975,107.1724,"Tiara Guest House -6.79750,107.17240"
all_237,LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,"Wildan Guesthouse -6.80170,107.06190"
all_237,LODGE-00631,Alma Strawberry ( Home stay ),guest_house,P1_rating_reviews_missing,-7.1323,107.4169,"Alma Strawberry ( Home stay ) -7.13230,107.41690"
all_237,LODGE-01575,Kost harian/penginapan peri,guest_house,P1_rating_reviews_missing,-6.9446,107.5953,"Kost harian/penginapan peri -6.94460,107.59530"
all_237,LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,"Ciwidey Homestay 4 Bedroom -7.13270,107.42150"
all_237,LODGE-00730,VV&V HomeStay,guest_house,P1_rating_reviews_missing,-7.131,107.4208,"VV&V HomeStay -7.13100,107.42080"
all_237,LODGE-01621,OYO 94030 Ar Guest House Syariah,guest_house,P1_rating_reviews_missing,-7.0344,107.5457,"OYO 94030 Ar Guest House Syariah -7.03440,107.54570"
all_237,LODGE-00525,Aubrey Villa Ciwidey - Chalet,villa,P1_rating_reviews_missing,-7.124,107.5054,"Aubrey Villa Ciwidey - Chalet -7.12400,107.50540"
all_237,LODGE-00556,Arreneuz Villa Syariah Ciwidey,villa,P1_rating_reviews_missing,-7.1062,107.4262,"Arreneuz Villa Syariah Ciwidey -7.10620,107.42620"
all_237,LODGE-00153,Casamora Villa Parahyangan Bandung,villa,P1_rating_reviews_missing,-6.8229,107.5416,"Casamora Villa Parahyangan Bandung -6.82290,107.54160"
all_237,LODGE-00154,Clamitan Villas 2,villa,P1_rating_reviews_missing,-6.8492,107.473,"Clamitan Villas 2 -6.84920,107.47300"
all_237,LODGE-00159,Gyuzel villa di lembang,villa,P1_rating_reviews_missing,-6.8457,107.5482,"Gyuzel villa di lembang -6.84570,107.54820"
all_237,LODGE-00169,Oemaja Villa Spacious Living Room KBP Bandung,villa,P1_rating_reviews_missing,-6.8702,107.4531,"Oemaja Villa Spacious Living Room KBP Bandung -6.87020,107.45310"
all_237,LODGE-00171,Perfect villa with city view for family gateaway,villa,P1_rating_reviews_missing,-6.8485,107.4721,"Perfect villa with city view for family gateaway -6.84850,107.47210"
all_237,LODGE-00574,Pierdi Villa,villa,P1_rating_reviews_missing,-7.1219,107.4299,"Pierdi Villa -7.12190,107.42990"
all_237,LODGE-00579,Rima Villa Ciwidey living,villa,P1_rating_reviews_missing,-7.0871,107.4658,"Rima Villa Ciwidey living -7.08710,107.46580"
all_237,LODGE-00585,Sewa Villa Nadiviya Ciwidey,villa,P1_rating_reviews_missing,-7.1326,107.4181,"Sewa Villa Nadiviya Ciwidey -7.13260,107.41810"
all_237,LODGE-00594,VILLA NADIVIYA,villa,P1_rating_reviews_missing,-7.1326,107.4181,"VILLA NADIVIYA -7.13260,107.41810"
all_237,LODGE-00599,Villa CHW Family,villa,P1_rating_reviews_missing,-7.1217,107.4217,"Villa CHW Family -7.12170,107.42170"
all_237,LODGE-00480,Villa Cempaka Pangalengan,villa,P1_rating_reviews_missing,-7.1878,107.6087,"Villa Cempaka Pangalengan -7.18780,107.60870"
all_237,LODGE-00600,Villa Daffa Ciwidey - for family events leisures,villa,P1_rating_reviews_missing,-7.0849,107.4461,"Villa Daffa Ciwidey - for family events leisures -7.08490,107.44610"
all_237,LODGE-00183,Villa Family House Cimahi,villa,P1_rating_reviews_missing,-6.8448,107.5453,"Villa Family House Cimahi -6.84480,107.54530"
all_237,LODGE-00601,Villa Haposan,villa,P1_rating_reviews_missing,-7.1229,107.4329,"Villa Haposan -7.12290,107.43290"
all_237,LODGE-00184,Villa Kahuripan Triangle,villa,P1_rating_reviews_missing,-6.8036,107.5482,"Villa Kahuripan Triangle -6.80360,107.54820"
all_237,LODGE-00187,Villa Murah-Unik-Bersih di Lembang Cimahi Bandung,villa,P1_rating_reviews_missing,-6.9012,107.5152,"Villa Murah-Unik-Bersih di Lembang Cimahi Bandung -6.90120,107.51520"
all_237,LODGE-00604,Villa Nesa,villa,P1_rating_reviews_missing,-6.812,107.1456,"Villa Nesa -6.81200,107.14560"
all_237,LODGE-00481,Villa Pangalengan,villa,P1_rating_reviews_missing,-7.2038,107.542,"Villa Pangalengan -7.20380,107.54200"
all_237,LODGE-00188,Villa Roseanne,villa,P1_rating_reviews_missing,-6.8167,107.5578,"Villa Roseanne -6.81670,107.55780"
all_237,LODGE-00605,Villa Sakinah Ciwidey,villa,P1_rating_reviews_missing,-7.1143,107.4458,"Villa Sakinah Ciwidey -7.11430,107.44580"
all_237,LODGE-00607,Villa Situ Patenggang Bandung Selatan,villa,P1_rating_reviews_missing,-7.1637,107.3577,"Villa Situ Patenggang Bandung Selatan -7.16370,107.35770"
all_237,LODGE-00007,Villa Soli Deo Gloria,villa,P1_rating_reviews_missing,-6.6295,107.5543,"Villa Soli Deo Gloria -6.62950,107.55430"
all_237,LODGE-00189,Villa Suarga Loka,villa,P1_rating_reviews_missing,-6.8304,107.5526,"Villa Suarga Loka -6.83040,107.55260"
all_237,LODGE-00609,Villa Tagar Hidayah Ciwidey,villa,P1_rating_reviews_missing,-7.0858,107.4482,"Villa Tagar Hidayah Ciwidey -7.08580,107.44820"
all_237,LODGE-00008,Villa Tepi Bukit,villa,P1_rating_reviews_missing,-6.7639,107.0594,"Villa Tepi Bukit -6.76390,107.05940"
all_237,LODGE-00190,"Villa With Private Jacuzzi , Damar Ningrum 3",villa,P1_rating_reviews_missing,-6.8304,107.5526,"Villa With Private Jacuzzi , Damar Ningrum 3 -6.83040,107.55260"
all_237,LODGE-00610,Villa minimalis nyaman beraih rapih,villa,P1_rating_reviews_missing,-6.812,107.1452,"Villa minimalis nyaman beraih rapih -6.81200,107.14520"
all_237,LODGE-00611,Villa osaka,villa,P1_rating_reviews_missing,-6.8118,107.1454,"Villa osaka -6.81180,107.14540"
all_237,LODGE-00612,Villa pataya kota bunga 3 kamar tidur,villa,P1_rating_reviews_missing,-6.8118,107.1454,"Villa pataya kota bunga 3 kamar tidur -6.81180,107.14540"
all_237,LODGE-00191,Villa roseane,villa,P1_rating_reviews_missing,-6.8162,107.5579,"Villa roseane -6.81620,107.55790"
all_237,LODGE-00193,"Villa with jacuzzi, Damar Ningrum 5",villa,P1_rating_reviews_missing,-6.8216,107.5555,"Villa with jacuzzi, Damar Ningrum 5 -6.82160,107.55550"
all_237,LODGE-00613,disewakan villa puncak kota bunga new year,villa,P1_rating_reviews_missing,-6.812,107.1451,"disewakan villa puncak kota bunga new year -6.81200,107.14510"
all_237,LODGE-00839,Villa Bumisoka,villa,P1_rating_reviews_missing,-6.7124,107.5322,"Villa Bumisoka -6.71240,107.53220"
all_237,LODGE-00629,Villa Feridys,villa,P1_rating_reviews_missing,-7.0896,107.5548,"Villa Feridys -7.08960,107.55480"
all_237,LODGE-00630,Villa Situ Patenggang BKSDA,villa,P1_rating_reviews_missing,-7.1637,107.3577,"Villa Situ Patenggang BKSDA -7.16370,107.35770"
all_237,LODGE-00661,dr stable villa,villa,P1_rating_reviews_missing,-6.8118,107.1451,"dr stable villa -6.81180,107.14510"
all_237,LODGE-00475,Buana Glamping,vacation_rental,P1_rating_reviews_missing,-7.191,107.5794,"Buana Glamping -7.19100,107.57940"
all_237,LODGE-00476,Bumina EENK,vacation_rental,P1_rating_reviews_missing,-7.233,107.5215,"Bumina EENK -7.23300,107.52150"
all_237,LODGE-00113,Maple Dome Glamping - Tent,vacation_rental,P1_rating_reviews_missing,-6.8036,107.5482,"Maple Dome Glamping - Tent -6.80360,107.54820"
all_237,LODGE-00477,Taman Wisata Bougenville by Kozystay,vacation_rental,P1_rating_reviews_missing,-7.111,107.6019,"Taman Wisata Bougenville by Kozystay -7.11100,107.60190"
all_237,LODGE-00147,Arumnala with butler and Breakfast at KBP,vacation_rental,P1_rating_reviews_missing,-6.8636,107.4573,"Arumnala with butler and Breakfast at KBP -6.86360,107.45730"
all_237,LODGE-00151,Casa Miera,vacation_rental,P1_rating_reviews_missing,-6.8687,107.454,"Casa Miera -6.86870,107.45400"
all_237,LODGE-00561,Ciwidey Hills & Wetland Family 2,vacation_rental,P1_rating_reviews_missing,-7.1228,107.4218,"Ciwidey Hills & Wetland Family 2 -7.12280,107.42180"
all_237,LODGE-01430,Collection O 3130 D'Valley View - Family Suite,vacation_rental,P1_rating_reviews_missing,-6.8221,107.6093,"Collection O 3130 D'Valley View - Family Suite -6.82210,107.60930"
all_237,LODGE-01440,Cozy home hideaway in Bandung,vacation_rental,P1_rating_reviews_missing,-7.0114,107.5726,"Cozy home hideaway in Bandung -7.01140,107.57260"
all_237,LODGE-00565,Datar Pinus Cabin Mezzanine 18-1,vacation_rental,P1_rating_reviews_missing,-7.1855,107.55,"Datar Pinus Cabin Mezzanine 18-1 -7.18550,107.55000"
all_237,LODGE-00566,Desaku Indah Home-Stay,vacation_rental,P1_rating_reviews_missing,-6.8118,107.1451,"Desaku Indah Home-Stay -6.81180,107.14510"
all_237,LODGE-00006,Desaku Indah Home-stay,vacation_rental,P1_rating_reviews_missing,-6.8002,107.0624,"Desaku Indah Home-stay -6.80020,107.06240"
all_237,LODGE-00567,Gede pangrango resort n cafe,vacation_rental,P1_rating_reviews_missing,-6.8115,107.1456,"Gede pangrango resort n cafe -6.81150,107.14560"
all_237,LODGE-00160,Hanna Home at Kota Baru Parahyangan KBP,vacation_rental,P1_rating_reviews_missing,-6.8696,107.4559,"Hanna Home at Kota Baru Parahyangan KBP -6.86960,107.45590"
all_237,LODGE-00163,Imah Safina Cozy Private Home Syariah Padalarang,vacation_rental,P1_rating_reviews_missing,-6.8497,107.5115,"Imah Safina Cozy Private Home Syariah Padalarang -6.84970,107.51150"
all_237,LODGE-01455,"Jardin, City View, Netflix WIFI",vacation_rental,P1_rating_reviews_missing,-6.892,107.605,"Jardin, City View, Netflix WIFI -6.89200,107.60500"
all_237,LODGE-01460,Jasmine 37 House,vacation_rental,P1_rating_reviews_missing,-7.0067,107.5564,"Jasmine 37 House -7.00670,107.55640"
all_237,LODGE-00570,Karna,vacation_rental,P1_rating_reviews_missing,-7.1113,107.4969,"Karna -7.11130,107.49690"
all_237,LODGE-00571,Kresna,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,"Kresna -7.11140,107.49680"
all_237,LODGE-01462,M'Square Commercial Suites,vacation_rental,P1_rating_reviews_missing,-6.9442,107.5946,"M'Square Commercial Suites -6.94420,107.59460"
all_237,LODGE-00572,Madukara 2,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,"Madukara 2 -7.11140,107.49680"
all_237,LODGE-00578,Regan Luxcamp by Digihub Hospitality - Tent,vacation_rental,P1_rating_reviews_missing,-7.1845,107.5469,"Regan Luxcamp by Digihub Hospitality - Tent -7.18450,107.54690"
all_237,LODGE-00581,SHAKILLA House Syariah Cianjur,vacation_rental,P1_rating_reviews_missing,-6.8282,107.132,"SHAKILLA House Syariah Cianjur -6.82820,107.13200"
all_237,LODGE-00582,Sadewa,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4969,"Sadewa -7.11140,107.49690"
all_237,LODGE-00583,Salya Atas,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,"Salya Atas -7.11140,107.49680"
all_237,LODGE-00586,Shakilla House 2 Syariah Rancagoong Cianjur,vacation_rental,P1_rating_reviews_missing,-6.8453,107.1136,"Shakilla House 2 Syariah Rancagoong Cianjur -6.84530,107.11360"
all_237,LODGE-00589,Shakilla House 6C Syariah Cigalumpit Cianjur,vacation_rental,P1_rating_reviews_missing,-6.8162,107.1715,"Shakilla House 6C Syariah Cigalumpit Cianjur -6.81620,107.17150"
all_237,LODGE-00590,Srikandi,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,"Srikandi -7.11140,107.49680"
all_237,LODGE-00175,Suarga Loka,vacation_rental,P1_rating_reviews_missing,-6.8304,107.5526,"Suarga Loka -6.83040,107.55260"
all_237,LODGE-00482,Villà mandala,vacation_rental,P1_rating_reviews_missing,-7.186,107.5861,"Villà mandala -7.18600,107.58610"
all_237,LODGE-01504,WABS Syariah,vacation_rental,P1_rating_reviews_missing,-6.9296,107.6262,"WABS Syariah -6.92960,107.62620"
all_237,LODGE-01505,Wisma 812 Khusus Putra,vacation_rental,P1_rating_reviews_missing,-6.8945,107.6392,"Wisma 812 Khusus Putra -6.89450,107.63920"
all_237,LODGE-00837,pnd property,vacation_rental,P1_rating_reviews_missing,-6.8133,107.6571,"pnd property -6.81330,107.65710"
all_237,LODGE-00616,Bobocabin Kawah Ciwidey Bandung,vacation_rental,P1_rating_reviews_missing,-7.1775,107.3946,"Bobocabin Kawah Ciwidey Bandung -7.17750,107.39460"
all_237,LODGE-01533,Easton Park Naffi Rooms by Mustika,vacation_rental,P1_rating_reviews_missing,-6.936,107.7651,"Easton Park Naffi Rooms by Mustika -6.93600,107.76510"
all_237,LODGE-00618,Giri Home & Travel,vacation_rental,P1_rating_reviews_missing,-7.0921,107.4742,"Giri Home & Travel -7.09210,107.47420"
all_237,LODGE-00621,OZ Cabin by Farmstay Managel,vacation_rental,P1_rating_reviews_missing,-6.7861,107.1329,"OZ Cabin by Farmstay Managel -6.78610,107.13290"
all_237,LODGE-01549,Rehat at Paskal Pelangi,vacation_rental,P1_rating_reviews_missing,-6.9099,107.598,"Rehat at Paskal Pelangi -6.90990,107.59800"
all_237,LODGE-00011,Rice Field View,vacation_rental,P1_rating_reviews_missing,-6.837,107.085,"Rice Field View -6.83700,107.08500"
all_237,LODGE-00632,Baladewa,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4969,"Baladewa -7.11140,107.49690"
all_237,LODGE-00648,Subali,vacation_rental,P1_rating_reviews_missing,-7.1113,107.4965,"Subali -7.11130,107.49650"
all_237,LODGE-00265,Pasteur House,vacation_rental,P1_rating_reviews_missing,-6.891029358,107.5734711,"Pasteur House -6.89103,107.57347"
