id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,category_official,location_name,address,coordinate,tahun,latitude,longitude
185,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PAPERSMOOTH,JL. SULTAN AGUNG,"-6.904835388771824, 107.61134583507936",2021,-6.904835388771824,107.61134583507936
186,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BLACK ID CLOTHING,JL. SULTAN AGUNG NO. 3C,"-6.905054566527386, 107.61137114851095",2021,-6.905054566527386,107.61137114851095
187,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,KICK DENIM,JL. SULTAN AGUNG NO.3C,"-6.904995986046634, 107.6113067752027",2021,-6.904995986046634,107.6113067752027
188,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,EVIL ARMY,JL. SULTAN AGUNG NO. 5,"-6.904833557618647, 107.61151330528364",2021,-6.904833557618647,107.61151330528364
189,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,POPCULINE,JL. TRUNOJOYO NO. 6,"-6.905984028336645, 107.61308223259785",2021,-6.905984028336645,107.61308223259785
190,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,FLASHY,JL. DIPATI UKUR NO. 1,"-6.89793599676728, 107.61324526167103",2021,-6.89793599676728,107.61324526167103
191,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MISCHIEF DENIM STUDIO,JL. L. L. R. E. MARTADINATA NO.70,"-6.905820604448319, 107.62084693460542",2021,-6.905820604448319,107.62084693460542
192,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,UNITED HART FLAGSHIP STORE,JL. SULTAN TIRTAYASA NO. 30,"-6.903371652184566, 107.6145399913233",2021,-6.903371652184566,107.6145399913233
193,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,HRCN,JL. SULTAN AGUNG NO. 7,"-6.9045308308899225, 107.6116318276395",2021,-6.9045308308899225,107.6116318276395
194,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,NORDHENBASIC,JL. BAHUREKSA NO. 20,"-6.9052337986489, 107.61511869524249",2021,-6.9052337986489,107.61511869524249
195,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,VISVAL STORE,JL. BANDA NO. 25,"-6.904472253617088, 107.61636137414592",2021,-6.904472253617088,107.61636137414592
196,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MATERNAL DISASTER STORE,JL. WIRA ANGUN NO.4B,"-6.903375104517433, 107.6139903220784",2021,-6.903375104517433,107.6139903220784
197,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,ROUGHNECK 1991 STORE BANDUNG,JL. BAHUREKSA NO. 5,"-6.905109984578482, 107.61411398024684",2021,-6.905109984578482,107.61411398024684
198,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RECLAYS OFFICIAL STORE,JL. TRUNOJOYO NO. 23,"-6.9027887244490405, 107.61342130429122",2021,-6.9027887244490405,107.61342130429122
199,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CHRONIC ROCK MERCH,JL. SAWAH KURUNG IV,"-6.933678469265703, 107.61141121599918",2021,-6.933678469265703,107.61141121599918
200,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,VEARST STORE,JL. GUDANG SELATAN NO. 22B,"-6.916247110451997, 107.6208756769474",2021,-6.916247110451997,107.6208756769474
201,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,NIION,JL. GUDANG SELATAN NO. 22,"-6.91694481048164, 107.62098092207977",2021,-6.91694481048164,107.62098092207977
202,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,POT MEETS POP DENIM,JL. BAHUREKSA NO. 20,"-6.905330705376133, 107.61506403558182",2021,-6.905330705376133,107.61506403558182
203,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,GREENLIGHT FAMO,JL. MARGONDA RAYA NO. 214,"-6.377594057081619, 106.83186381041519",2021,-6.377594057081619,106.83186381041519
204,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BLOODS MAINSTORE,JL. SULTAN AGUNG NO. 25,"-6.9035722962860655, 107.61271780537949",2021,-6.9035722962860655,107.61271780537949
205,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,WADEZIG! OFFLINE STORE,JL. TRUNOJOYO NO. 4,"-6.906095510668606, 107.6128968343408",2021,-6.906095510668606,107.6128968343408
206,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PROSHOP ORIGINAL,JL. CIGURIANG NO. 9,"-6.923268914454585, 107.60470570857846",2021,-6.923268914454585,107.60470570857846
207,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BLACKID CARTEL,JL. SULTAN AGUNG NO. 3C,"-6.9049015953116255, 107.61129889033519",2021,-6.9049015953116255,107.61129889033519
208,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PETER SAYS DENIM,JL. CIUMBULEUIT NO. 109,"-6.878108933028832, 107.60345612166867",2021,-6.878108933028832,107.60345612166867
209,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,GUMMO,JL. SULTAN AGUNG NO. 13,"-6.9040012516997455, 107.6122232067519",2021,-6.9040012516997455,107.6122232067519
210,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MAYOUTFIT,JL. GEGERKALONG HILIR NO. 9,"-6.870430157648429, 107.59252785326565",2021,-6.870430157648429,107.59252785326565
211,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MAYOUTFIT BUAH BATU,JL. BUAH ATU NO. 222C,"-6.941252463655147, 107.62687080510935",2021,-6.941252463655147,107.62687080510935
212,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SHOPATALEEN,JL. GEGERKALONG HILIR NO.9B,"-6.870291088284675, 107.59257979218016",2021,-6.870291088284675,107.59257979218016
213,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BERAK9420,JL. TERUSAN PERINTIS NO. 92,"-6.8821594964415755, 107.57323466406477",2021,-6.8821594964415755,107.57323466406477
214,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,FLAVA,JL. CIHAMPELAS NO. 177,"-6.88828604747268, 107.60385247740379",2021,-6.88828604747268,107.60385247740379
215,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BRODO FOOTWEAR,JL. LOMBOK NO. 11,"-6.909969500430918, 107.61851969202607",2021,-6.909969500430918,107.61851969202607
216,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SAVE MY MONDAY,JL. GUDANG SELATAN NO. 22B,"-6.916817453757029, 107.62086636442069",2021,-6.916817453757029,107.62086636442069
217,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,DEUS EX MACHINA,JL. GUDANG SELATAN NO. 22,"-6.915888690059044, 107.62097973105209",2021,-6.915888690059044,107.62097973105209
218,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MOMS TO BE,JL. SOKA NO. 12,"-6.915957919635587, 107.62678939490395",2021,-6.915957919635587,107.62678939490395
219,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CARVIENO,JL. SOKA NO. 22-24,"-6.91612700020933, 107.62756716515044",2021,-6.91612700020933,107.62756716515044
220,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SPEEDTUNER INDONESIA,JL. JENDEAL AHMAD YANI NO. 231,"-6.916579657498894, 107.6278514814448",2021,-6.916579657498894,107.6278514814448
221,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,JAYAGIRI OUTDOORS VANGUARD,JL. TERUSAN BUAH BATU NO. 255,"-6.9615765294307845, 107.63893784925477",2021,-6.9615765294307845,107.63893784925477
222,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RUBYLICIOUS BANDUNG,JL. KEMUNING NO. 2,"-6.913961557516845, 107.62719113469987",2021,-6.913961557516845,107.62719113469987
223,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RUBYLICIOUS WAREHOUSE,JL. PROF DR. SUTAMI NO. 52A,"-6.877444243973704, 107.58862177705305",2021,-6.877444243973704,107.58862177705305
224,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SVGGEST BAGS & GOODS,JL. GUDANG SELATAN NO. 22B,"-6.916934609456402, 107.62083417721792",2021,-6.916934609456402,107.62083417721792
225,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,POISON STOCKROOM,JL. GUDANG SELATAN NO. 22B,"-6.916274262157493, 107.62098437938545",2021,-6.916274262157493,107.62098437938545
226,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RUMAH BATIK KOMAR,JL. SUMBAWA NO. 22,"-6.913007760333564, 107.61715727750645",2021,-6.913007760333564,107.61715727750645
227,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BATIK DANAR HADI,JL. L. L. R. E. MARTADINATA NO. 60,"-6.90580320770528, 107.62012181871977",2021,-6.90580320770528,107.62012181871977
228,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MANONJAYA BATIK,JL. SUMATERA NO. 17,"-6.916420456228421, 107.6133677125576",2021,-6.916420456228421,107.6133677125576
229,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,JAKCLOTH STORE BANDUNG,JL. TERUSAN JAKARTA NO.109B,"-6.911955201438932, 107.65359440218556",2021,-6.911955201438932,107.65359440218556
231,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CALLA THE LABEL,JL. BENGAWAN NO. 45,"-6.910566654765937, 107.6292651470367",2021,-6.910566654765937,107.6292651470367
232,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,OUR BANDUNG STYLE,JL. DIPATI UKUR NO. 72,"-6.888652771569398, 107.61613718066886",2021,-6.888652771569398,107.61613718066886
233,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,OCLO.OFFICIAL,JL. CARINGIN NO. 235,"-6.943014001252724, 107.57648889139816",2021,-6.943014001252724,107.57648889139816
234,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,COSMIC CLOTHING,JL. TRUNOJOYO NO. 4,"-6.905901079743472, 107.61302678110648",2021,-6.905901079743472,107.61302678110648
235,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,URBAN CLOTH,JL. L. L. R. E. MARTADINATA NO. 57,"-6.905789046799411, 107.61589728651559",2021,-6.905789046799411,107.61589728651559
236,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,AREI OUTDOOR GEAR CIHAMPELAS,JL. CIHAMPELAS NO. 19,"-6.905021106384828, 107.60423867686636",2021,-6.905021106384828,107.60423867686636
237,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RASHAWL,JL. MANGGA NO. 36B,"-6.911224257382555, 107.62879511854455",2021,-6.911224257382555,107.62879511854455
238,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MAIMA INDONESIA,JL. RANGGAMALELA NO. 8,"-6.901180447686171, 107.6110571897577",2021,-6.901180447686171,107.6110571897577
239,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MAIMA INDONESIA TUBAGUS ISMAIL,JL. TUBAGUS ISMAIL VIII NO. 27,"-6.882992293826276, 107.620676961748",2021,-6.882992293826276,107.620676961748
240,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,LTHRKRFT,JL. GUDANG SELATAN NO. 22,"-6.91696610934598, 107.62094873453316",2021,-6.91696610934598,107.62094873453316
241,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,LOZY HIJAB,JL. AMBON NO. 15,"-6.906722489189735, 107.616692972427",2021,-6.906722489189735,107.616692972427
242,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,HI JACK SANDALS,JL. DAHLIA NO. 1A,"-6.912795425390005, 107.62769225677131",2021,-6.912795425390005,107.62769225677131
243,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,ARENA EXPERIENCE,JL. AMBON NO. 9,"-6.907256820449246, 107.6161821953252",2021,-6.907256820449246,107.6161821953252
244,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SKATERS CIHAMPELAS,JL. CIHAMPELAS NO. 155,"-6.893796532446485, 107.60408036277398",2021,-6.893796532446485,107.60408036277398
245,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CARDINAL,JL. CIHAMPELAS NO. 153,"-6.89395824053069, 107.60397378356157",2021,-6.89395824053069,107.60397378356157
246,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RUSS & CO.STORE,JL. SULTAN AGUNG NO. 27,"-6.903641474320705, 107.61294912547767",2021,-6.903641474320705,107.61294912547767
247,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PHILIP WORKS,JL. BAHUREKSA NO. 1,"-6.9051832111410825, 107.61378798633962",2021,-6.9051832111410825,107.61378798633962
248,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,KZL KRIZLIBERATION,JL. MAULANA YUSUF NO. 2,"-6.901902427254507, 107.61363836441538",2021,-6.901902427254507,107.61363836441538
249,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,NA KAMOE BY NA POCUT MOSLEM STORE,JL. SULTAN TIRTAYASA NO. 16,"-6.9029278535518905, 107.6129823177866",2021,-6.9029278535518905,107.6129823177866
250,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SILMA ID,JL. CIKUTRA NO. 181,"-6.892161182194223, 107.64293084823062",2021,-6.892161182194223,107.64293084823062
251,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,APPAREL STORE,JL. SULTAN AGUNG NO. 5,"-6.904037707147792, 107.61135418938629",2021,-6.904037707147792,107.61135418938629
252,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BEGAN CLOTHING,JL. TRUNOJOYO NO. 25,"-6.902188122151149, 107.61371903678844",2021,-6.902188122151149,107.61371903678844
253,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,NOSTRADE ID,JL. SURAPATI NO. 32,"-6.898188097785369, 107.62442315410189",2021,-6.898188097785369,107.62442315410189
254,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,LINOLEUM SHOP,JL. SARIASIH BLOK 3 NO. 21,"-6.875871021633933, 107.57848726441884",2021,-6.875871021633933,107.57848726441884
255,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,FEMME OUTFIT,JL. GAMBIR ANOM BUNTU BAWAH 1,"-6.8964173367922115, 107.62973607694911",2021,-6.8964173367922115,107.62973607694911
256,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RAWTYPE RIOT,JL. RERENG ADUMANIS NO. 3,"-6.895437429974698, 107.63153850807525",2021,-6.895437429974698,107.63153850807525
257,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CLO HIJAB BOUTIQUE,JL. RERENG ADUMANIS NO. 6B,"-6.894287097457747, 107.63110935329229",2021,-6.894287097457747,107.63110935329229
258,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,THIRTEEN SPORTS APPAREL,JL. MANTERON NO. 45,"-6.89464924035078, 107.62983463825232",2021,-6.89464924035078,107.62983463825232
259,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,JAMES BOOGIE,JL. GAMBIR SAKETI NO. 44,"-6.895073292455397, 107.62937329756559",2021,-6.895073292455397,107.62937329756559
260,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,ESGOTADO,JL. SIDOMUKTI NO.T-5,"-6.89598663546193, 107.62883685589419",2021,-6.89598663546193,107.62883685589419
261,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,FASSYSTOR HQ,JL. CIGADUNG RAYA TIMUR NO. 64,"-6.888446176727387, 107.63012599249306",2021,-6.888446176727387,107.63012599249306
262,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MINIMAX APPAREL,JL. BOJONG INDAH NO. 81,"-6.883087831331106, 107.63818368363705",2021,-6.883087831331106,107.63818368363705
263,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MAGGOT CLOTHING,JL. SAUYUNAN RAYA NO. 21,"-6.948449362696107, 107.58996296670563",2021,-6.948449362696107,107.58996296670563
264,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,WELLDONE STORE,JL. CIBLUK NO. 4,"-6.963780759156126, 107.60339140542955",2021,-6.963780759156126,107.60339140542955
265,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MERCH CONS,JATISARI KEC BUAH BATU,"-6.931091663171401, 107.6625278191238",2021,-6.931091663171401,107.6625278191238
266,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CLOVER CLOTHING,JL. MELONG ASIH NO. 52,"-6.917763928394692, 107.56784240825942",2021,-6.917763928394692,107.56784240825942
267,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,EPIDEMIC,JL. DEWI SARTIKA NO. 27,"-6.923494528439751, 107.60636226995514",2021,-6.923494528439751,107.60636226995514
268,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CITITEX KARAPITAN BANDUNG,JL. KARAPITAN NO. 137B,"-6.929826222421613, 107.61595790704027",2021,-6.929826222421613,107.61595790704027
269,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,HAJJAS FASHION,JL. TAMAN PRAMUKA NO. 181,"-6.910320205409478, 107.62766202326583",2021,-6.910320205409478,107.62766202326583
270,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,KIDDROCK CLOTHING CO.,JL. LENGKONG BESAR NO. 97,"-6.925875817649589, 107.61252784908585",2021,-6.925875817649589,107.61252784908585
271,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,3SECOND STORE BUAH BATU,JL. BUAH BATU,"-6.944854920581903, 107.63031711633866",2021,-6.944854920581903,107.63031711633866
272,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,DAUKY,JL. SUKARAJA BLOK CRA NO. 44,"-6.8901307387641575, 107.57302805714423",2021,-6.8901307387641575,107.57302805714423
273,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CENTRAL JACKET,JL. RAJAWALI TIMUR NO. 1,"-6.916206606255811, 107.58988790721857",2021,-6.916206606255811,107.58988790721857
274,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,ORGOGLIO STORE,PERBATASAN JL PALEDANG - MALEBER NO. 166,"-6.902504785025195, 107.57100353765324",2021,-6.902504785025195,107.57100353765324
275,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RANGKAS,JL. SUNDA,"-6.925905284042102, 107.61677933827727",2021,-6.925905284042102,107.61677933827727
276,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MUSCA INDONESIA,KOMPLEK TULIP PERMAI BLOK 2 NO. 16,"-6.916323994439619, 107.63893539511587",2021,-6.916323994439619,107.63893539511587
277,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,JAWARA BUIAO STORE,GG KEBONGPISANG,"-6.916633031760908, 107.61910128931544",2021,-6.916633031760908,107.61910128931544
278,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MI-YO,JL. SOKA NO. 01,"-6.9147239522357165, 107.62606752573737",2021,-6.9147239522357165,107.62606752573737
279,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BANDUNG APPARELS,JL.JEND. SUDIRMAN NO. 695,"-6.916552655801707, 107.57495972786948",2021,-6.916552655801707,107.57495972786948
280,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,FLICKL CLOTHING,MARGAHAYU UTARA,"-6.950258819239871, 107.5788841248896",2021,-6.950258819239871,107.5788841248896
281,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SAGE BANDUNG,MERDEKA,"-6.916127645667325, 107.62061352151943",2021,-6.916127645667325,107.62061352151943
282,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MILOSMILES MINISTORE,JL. SULANJANA NO. 11,"-6.899733245898273, 107.61120756643179",2021,-6.899733245898273,107.61120756643179
283,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MAGMA APPAREL,JL. GAMELAN NO. 10,"-6.9349192653071965, 107.63036673236553",2021,-6.9349192653071965,107.63036673236553
284,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,STORE OWNERS WORLDWIDE,JL. PUDAK NO. 11,"-6.913827248485041, 107.6285355237066",2021,-6.913827248485041,107.6285355237066
285,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,TOKO SUNDA OKEY,JL. JEND. AHMAD YANI NO. 77,"-6.916997588778527, 107.6191727854579",2021,-6.916997588778527,107.6191727854579
286,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BROMEDISTRICT STORE,JL. GUDANG SELATAN NO. 22,"-6.917004230053431, 107.62089215395112",2021,-6.917004230053431,107.62089215395112
287,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,3/4 7 N,JL. TRUNOJOYO NO. 4,"-6.906181225988295, 107.61291577604646",2021,-6.906181225988295,107.61291577604646
288,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,FLO DISTRO,JL. TRUNOJOYO NO. 6,"-6.90597885658496, 107.61306597962671",2021,-6.90597885658496,107.61306597962671
289,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BEUTIK COMPANY,JL. JAWA NO.4,"-6.9152776911481055, 107.61683646846663",2021,-6.9152776911481055,107.61683646846663
290,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,DSVN SHOP,BLOK O JL. TAMAN KOPO INDAH I NO. 27,"-6.965416438291629, 107.57035419678863",2021,-6.965416438291629,107.57035419678863
291,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,LIFE CLOTHING,RUKO LINGGAHARA D-13 JL. SADANG,"-6.962732725481735, 107.5695387840497",2021,-6.962732725481735,107.5695387840497
292,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,DNA CLOTHING STORE,JL. KUBANG UTARA 2 NO. 6D,"-6.885903756232404, 107.61740964759721",2021,-6.885903756232404,107.61740964759721
293,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,SHUDAMI,JL. VIJAYAKUSUMA II NO. 19,"-6.915072796311031, 107.619781000513",2021,-6.915072796311031,107.619781000513
294,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,INFLAME REBORN OFFLINE STORE,JL. LENGKONG BESAR NO. 81B,"-6.92538810311176, 107.61251772142114",2021,-6.92538810311176,107.61251772142114
295,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,MYPRIDE FS&CO. HQ,JL. GUDANG SELATAN NO. 22,"-6.91665539867841, 107.62084666413863",2021,-6.91665539867841,107.62084666413863
296,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,JON-GEN STORE,JL. JEND. AHMAD YANI NO. 247,"-6.914855277740896, 107.63043009311998",2021,-6.914855277740896,107.63043009311998
297,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,P-CLOTHES STORE BANDUNG,JL. KAWALUYAAN INDAH I NO. 37,"-6.933386612862018, 107.6593540111671",2021,-6.933386612862018,107.6593540111671
298,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,CLASSICONESIA,JL. GUDANG SELATAN NO. 22,"-6.91576833490871, 107.62097901040387",2021,-6.91576833490871,107.62097901040387
299,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,BADHABIT HQ,JL. GUDANG SELATAN NO. 22,"-6.917095231405648, 107.6209633024036",2021,-6.917095231405648,107.6209633024036
300,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,REVATI INDONESIA,JL. GUDANG SELATAN NO. 88,"-6.916167274209776, 107.61958692291358",2021,-6.916167274209776,107.61958692291358
301,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PORTEE GOODS,JL. GUDANG SELATAN NO. 22,"-6.916827758016169, 107.62059421698063",2021,-6.916827758016169,107.62059421698063
302,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PICK AND CHOOSE HQ,JL. GUDANG SELATAN NO. 22B,"-6.916947108642474, 107.62080908899598",2021,-6.916947108642474,107.62080908899598
303,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PANTJA BUANA KARYA ANAK NAGARI,JL. BABAKAN IRIGASELATAN NO. 19,"-6.928636705768225, 107.59144046340226",2021,-6.928636705768225,107.59144046340226
304,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,ATTITUDE ORIGINAL OFFICE,JL. CIGURIANG NO. 17,"-6.923996506259132, 107.60465133280562",2021,-6.923996506259132,107.60465133280562
305,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,ST KNITS,JL. SOKA NO. 24,"-6.915768461625117, 107.6276373746391",2021,-6.915768461625117,107.6276373746391
306,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,GRIMLOC STORE,JL. KARTINI NO. 21,"-6.91775719841186, 107.61563940612429",2021,-6.91775719841186,107.61563940612429
307,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,REDEL OUTFIT,JL. GEGERKALONG TONGGOH I NO. 20,"-6.864356810595863, 107.58015703797695",2021,-6.864356810595863,107.58015703797695
308,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,RIDERS AND RULES,JL. BENGAWAN NO. 45,"-6.910495200259682, 107.62920356487072",2021,-6.910495200259682,107.62920356487072
309,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,KAULA INDONESIA,JL. GUDANG SELATAN NO. 22,"-6.916630195316314, 107.62090590169946",2021,-6.916630195316314,107.62090590169946
310,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,GALERI IVA,JL. DEDERUK NO. 6,"-6.898005974802493, 107.62085494793784",2021,-6.898005974802493,107.62085494793784
311,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,TORCH SHOWROOM,JL. LASWI NO. 1M,"-6.916343592260752, 107.63072728304569",2021,-6.916343592260752,107.63072728304569
312,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,AND-ALIVE APPAREL,KOMPLEKS BOUGENVILLE BLOK A 14 JL. PURWAKARTA,"-6.915409914036276, 107.65391235518887",2021,-6.915409914036276,107.65391235518887
313,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,TRIPLE A TECHNICAL APPAREL,JL. KADIPATEN 4 NO. 7,"-6.9173271168021655, 107.65605806706807",2021,-6.9173271168021655,107.65605806706807
314,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,HAMMERSTOUT FLAGSHIP STORE,JL. SARI INDAH RAYA NO. 19,"-6.921331810435873, 107.65399813791181",2021,-6.921331810435873,107.65399813791181
315,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,PRIDE N JOY,JL. JENDERAL AHMAD YANI NO. 821,"-6.904411758101002, 107.65062598876843",2021,-6.904411758101002,107.65062598876843
316,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,ALLVANE SPORTS APPAREL,JL. SULAKSANA BARU I NO. 7,"-6.904748136418572, 107.64983121298874",2021,-6.904748136418572,107.64983121298874
317,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,HEFABI APPAREL STORE AND BLACKHAWK PANTS SHOP,JL. SUKAPURA NO. 12,"-6.9260205165714614, 107.65097179659553",2021,-6.9260205165714614,107.65097179659553
318,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,JAVA JONES APPAREL,JL. IR. H. JUANDA NO. 364,"-6.873081367483839, 107.61746305530178",2021,-6.873081367483839,107.61746305530178
319,32,JAWA BARAT,3273,KOTA BANDUNG,DISTRO,WEHAVEFAN CYCLING APPAREL,JL. CIGADUNG SELATAN NO. 80B,"-6.880655969117218, 107.62584375646901",2021,-6.880655969117218,107.62584375646901
